text;attention
in;0.036594359879051366
the;0.03190290620344839
simplest;0.0339395602763416
way,;0.09630270805454709
ocean;0.033000134223641404
is;0.03704615757043304
a;0.029172852100087156
very;0.033715169617357724
large;0.034211473978362605
body;0.037082933332588115
of;0.040718607557269526
water,;0.07145429890630475
sea;0.03689180981272877
always;0.034883744870474694
smaller;0.039142693953231396
than;0.03241867555459961
ocean;0.03186023330566109
and;0.04741654266608498
sometimes;0.030933544738097504
associated;0.035020039071785254
with;0.03639954782274973
some;0.03396491535121215
land;0.03447758250724342
although;0.03215092280116926
not;0.029501385368476185
necessarily;0.0297972004770532
