;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;The;234;450;266;470;[];0.0;0.0;0;;;460.0;;1;605.5966311895731;;;[]
1;1;winner;274;451;334;470;[4046];0.3239;0.3239;1;13.521;11.4145;460.5;0.5;1;539.4125542737764;12.47;0.3239;[0.6140800000000013]
2;2;of;341;450;358;470;[];0.0;0.0;0;;;460.0;0.5;1;516.1661900087605;;;[]
3;3;the;364;450;392;470;[];0.0;0.0;0;;;460.0;0.0;1;483.3599566660026;;;[]
4;4;Super;400;451;453;475;[];0.0;0.0;0;;;463.0;3.0;1;423.45553687271575;;;[]
5;5;Bowl;461;450;500;470;[];0.0;0.0;0;;;460.0;3.0;1;380.54459884244835;;;[]
6;6;in;510;451;523;470;[];0.0;0.0;0;;;460.5;0.5;1;359.04213639649583;;;[]
7;7;1987,;533;451;581;475;[4045];0.2425;0.2425;1;12.0584;8.0623;463.0;2.5;1;303.6763008668275;10.06;0.2425;[0.0]
8;8;also;590;450;624;470;[];0.0;0.0;0;;;460.0;3.0;1;267.5829286560709;;;[]
9;9;known;633;450;689;470;[4047, 4048];0.5983;0.3396;2;11.921;11.1133;460.0;0.0;1;213.32497206881325;11.52;0.2991;[6.610560000000021, 14.597759999999994]
10;10;as;698;455;716;470;[];0.0;0.0;0;;;462.5;2.5;1;192.75082284690762;;;[]
11;11;Super;724;451;777;475;[4049];0.4368;0.4368;1;11.3837;10.9749;463.0;0.5;1;149.52800309025722;11.18;0.4368;[2.2761600000000044]
12;12;Bowl;785;450;824;470;[];0.0;0.0;0;;;460.0;3.0;1;135.33005471128718;;;[]
13;13;XXI,;833;451;869;475;[];0.0;0.0;0;;;463.0;3.0;1;126.19039999999995;;;[]
14;14;was;878;455;911;470;[4050];0.3077;0.3077;1;12.7036;12.5353;462.5;0.5;1;132.82656250976305;12.62;0.3077;[0.0]
15;15;the;919;450;947;470;[4051];0.2752;0.2752;1;12.9889;11.977;460.0;2.5;1;145.01097788843438;12.48;0.2752;[0.7507200000000012]
16;16;New;956;451;992;470;[];0.0;0.0;0;;;460.5;0.5;1;164.22301820439182;;;[]
17;17;York;999;450;1039;470;[];0.0;0.0;0;;;460.0;0.5;1;193.16734638173196;;;[]
18;18;Giants.;346;556;406;575;[];0.0;0.0;0;;;565.5;105.5;2;451.9754591879518;;;[]
19;19;They;415;555;458;580;[4053];0.3721;0.3721;1;12.233;10.2435;567.5;2.0;2;399.7779980291061;11.24;0.3721;[42.770336619746196]
20;20;defeated;466;555;542;575;[4054];0.2584;0.2584;1;12.9088;10.5377;565.0;2.5;2;316.3021715198299;11.72;0.2584;[2.089599999999905]
21;21;the;551;555;578;575;[];0.0;0.0;0;;;565.0;0.0;2;280.44163690179806;;;[]
22;22;Denver;587;556;650;575;[];0.0;0.0;0;;;565.5;0.5;2;208.864567861952;;;[]
23;23;Broncos;658;556;728;575;[4052, 4055];0.5338;0.194;2;11.9924;10.1363;565.5;0.0;2;131.84351219593617;11.06;0.2669;[31.537919999999986, 19.048322279339946]
24;24;with;736;555;772;575;[];0.0;0.0;0;;;565.0;0.5;2;89.14989460543394;;;[]
25;25;a;780;560;789;575;[];0.0;0.0;0;;;567.5;2.5;2;73.07092245318916;;;[]
26;26;score;797;560;844;575;[4056];0.2102;0.2102;1;13.3927;10.785;567.5;0.0;2;29.335979754560693;12.09;0.2102;[0.0]
27;27;of;852;555;869;575;[4057];0.0485;0.0485;1;11.536;10.8115;565.0;2.5;2;26.190399999999954;11.17;0.0485;[26.190399999999954]
28;28;39-20.;876;556;932;575;[];0.0;0.0;0;;;565.5;0.5;2;32.2300435643516;;;[]
