;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;You;225;451;256;470;[];0.0;0.0;0;;;460.5;;1;491.73530776986115;;;[]
1;1;can;265;455;294;470;[];0.0;0.0;0;;;462.5;2.0;1;454.11551317646047;;;[]
2;2;always;303;450;362;475;[2210];0.2429;0.2429;1;11.8528;13.4127;462.5;0.0;1;386.15124719145996;12.63;0.2429;[32.10559999999998]
3;3;install;371;450;421;470;[];0.0;0.0;0;;;460.0;2.5;1;329.0208578608962;;;[]
4;4;mods;430;450;477;470;[2211];0.5011;0.5011;1;12.5846;13.1334;460.0;0.0;1;274.41764102826926;12.86;0.5011;[0.0]
5;5;manually;486;450;566;475;[];0.0;0.0;0;;;462.5;2.5;1;187.62141910645497;;;[]
6;6;by;575;450;594;475;[];0.0;0.0;0;;;462.5;0.0;1;161.44025305827546;;;[]
7;7;dragging;602;450;680;475;[2212];0.3721;0.3721;1;12.6593;13.482;462.5;0.0;1;88.3043379881193;13.07;0.3721;[3.3414399999999773]
8;8;files;688;450;723;470;[];0.0;0.0;0;;;460.0;2.5;1;69.6691503286785;;;[]
9;9;the;731;450;759;470;[2214];0.2264;0.2264;1;12.1352;13.2705;460.0;0.0;1;66.67840000000001;12.7;0.2264;[11.05272357124703]
10;10;files;766;450;801;470;[];0.0;0.0;0;;;460.0;0.0;1;70.47085147435071;;;[]
11;11;into;810;451;842;470;[];0.0;0.0;0;;;460.5;0.5;1;94.38805066066358;;;[]
12;12;their;850;450;891;470;[];0.0;0.0;0;;;460.0;0.5;1;125.91114369872108;;;[]
13;13;proper;899;455;957;475;[2213];0.5336;0.5336;1;11.8542;13.0727;465.0;5.0;1;167.57046072479477;12.46;0.5336;[0.0]
14;14;locations.;965;450;1047;470;[];0.0;0.0;0;;;460.0;5.0;1;231.61193429424134;;;[]
15;15;There;333;555;383;575;[];0.0;0.0;0;;;565.0;105.0;2;360.65927203874855;;;[]
16;16;are;391;560;419;575;[];0.0;0.0;0;;;567.5;2.5;2;325.03136357514796;;;[]
17;17;alternatives;427;555;531;575;[2217, 2218, 2219];0.9372;0.2749;3;11.7564;12.5357;565.0;2.5;2;212.9831094418523;12.15;0.3124;[26.72864000000004, 31.793304655263505, 0.0]
18;18;to;538;557;555;575;[];0.0;0.0;0;;;566.0;1.0;2;189.2876079079664;;;[]
19;19;Curse;563;556;613;575;[2220, 2221];0.5985;0.3075;2;11.2438;11.3212;565.5;0.5;2;131.6195187178559;11.28;0.2993;[0.0, 13.758629442440883]
20;20;Forge,;622;556;676;580;[];0.0;0.0;0;;;568.0;2.5;2;69.91640799926729;;;[]
21;21;(LIST;686;555;733;580;[];0.0;0.0;0;;;567.5;0.5;2;20.96641379730928;;;[]
22;22;ALTERNATIVES;740;556;876;575;[2215, 2216, 2222];1.1486;0.6149;3;10.2481;10.4556;565.5;2.0;2;19.32159999999999;10.35;0.3829;[20.08960000000002, 0.0, 19.32159999999999]
23;23;HERE).;885;555;945;580;[];0.0;0.0;0;;;567.5;2.0;2;142.9850905077868;;;[]
