text;attention
The;0.012812543687045775
kind;0.02353553838769003
of;0.014036090879834304
tofu;0.025750832073840647
used;0.021315930643343053
to;0.011520370341196325
create;0.024217514788447664
Mapo;0.0350952628872841
tofu;0.025585426273118276
dish;0.01881342930853944
is;0.015128405022597768
up;0.014269259675396547
to;0.011771953146365852
preference.;0.06341933989247475
However,;0.04995623825250365
it;0.013503583227961585
generally;0.027317172484708618
is;0.014678725388478165
made;0.015281518085701476
with;0.013041240679286113
silky;0.029203107344307064
tofu,;0.05521381286278859
or;0.01881077858188414
"""medium";0.04404869367631852
to;0.01146608914505735
"firm"";";0.10084386838252463
though;0.019231201905938966
there;0.01561832937458398
are;0.01509858920778785
many;0.01624583717446766
differing;0.024529762781801575
accounts;0.019268788066564332
that;0.013750212290791212
would;0.017730583344199087
say;0.016896846570065217
otherwise,;0.05066332830490592
even;0.017270006678614218
advising;0.022858497217074784
against;0.014017165169488624
it.;0.026184126795022095
