;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;T;214;347;219;365;356.0;;1;[];[];0.0;0.0;0;;;434.8248714156522;;
1;1;understand;228;346;327;365;355.5;0.5;1;[3670.0];[31.76927999999998];0.4856;0.4856;1;13.0195;15.7907;362.2386086568334;14.41;0.4856
2;2;your;335;351;376;370;360.5;5.0;1;[];[];0.0;0.0;0;;;331.3029115501982;;
3;3;enthusiasm.;383;346;490;365;355.5;5.0;1;[3671.0];[2.0527999999999906];0.3721;0.3721;1;15.419;16.5203;296.76643745821127;15.97;0.3721
4;4;Unfortunately,;500;346;627;370;358.0;2.5;1;[3672.0];[1.2499199999999746];0.3398;0.3398;1;15.2948;16.9416;287.37728000000004;16.12;0.3398
5;5;as;636;351;654;365;358.0;0.0;1;[];[];0.0;0.0;0;;;307.4699465015051;;
6;6;a;666;351;670;365;358.0;0.0;1;[];[];0.0;0.0;0;;;318.0356835351002;;
7;7;computer;679;347;764;370;358.5;0.5;1;[3673.0, 3677.0];[5.954536010269884, 24.076160000000016];0.6472;0.4531;2;13.9835;16.167;318.85857680426034;15.08;0.3236
8;8;program,;772;351;853;370;360.5;2.0;1;[3674.0];[26.98592000000002];0.3398;0.3398;1;14.9356;16.9779;368.8027505342638;15.96;0.3398
9;9;I;862;347;867;365;356.0;4.5;1;[];[];0.0;0.0;0;;;434.3052217066224;;
10;10;cannot;876;347;935;365;356.0;0.0;1;[3675.0];[0.0];0.1133;0.1133;1;14.3669;9.415;444.757453002913;11.89;0.1133
11;11;legally;943;346;1000;370;358.0;2.0;1;[3676.0];[5.059199999999976];0.7766;0.7766;1;13.3883;12.9559;494.2766011067471;13.17;0.7766
12;12;marry;1008;351;1060;370;360.5;2.5;1;[];[];0.0;0.0;0;;;548.464859769191;;
13;13;you;211;455;242;475;465.0;104.5;2;[];[];0.0;0.0;0;;;350.1050013947793;;
14;14;nor;251;455;280;470;462.5;2.5;2;[];[];0.0;0.0;0;;;321.17533155838487;;
