;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;I'm;227;398;254;417;407.5;;1;[];[];0.0;0.0;0;;;568.7253916413438;;
1;1;sorry,;263;403;313;422;412.5;5.0;1;[];[];0.0;0.0;0;;;511.5914071772511;;
2;2;but;323;398;351;418;408.0;4.5;1;[];[];0.0;0.0;0;;;477.8361307996706;;
3;3;you;358;403;389;422;412.5;4.5;1;[4448];[0.4102399999999875];0.3882;0.3882;1;17.9939;19.0669;441.43293386153226;18.53;0.3882
4;4;haven't;398;398;463;418;408.0;4.5;1;[];[];0.0;0.0;0;;;377.2755151048103;;
5;5;provided;471;398;547;422;410.0;2.0;1;[4449];[4.383359999999982];0.3396;0.3396;1;18.4549;19.3524;304.6816907817074;18.9;0.3396
6;6;any;556;403;587;422;412.5;2.5;1;[4447, 4450];[2.0982949268394546, 0.0];0.6311;0.1943;2;17.4285;19.0078;273.7152182426106;18.22;0.3156
7;7;data;595;398;632;418;408.0;4.5;1;[];[];0.0;0.0;0;;;245.09633024098906;;
8;8;or;641;403;659;418;410.5;2.5;1;[];[];0.0;0.0;0;;;228.51990175387343;;
9;9;context;666;400;732;418;409.0;1.5;1;[4451];[16.145280000000014];0.3882;0.3882;1;19.7541;21.1072;195.6909070386255;20.43;0.3882
10;10;for;739;398;764;418;408.0;1.0;1;[];[];0.0;0.0;0;;;188.54761069183553;;
11;11;me;771;403;797;418;410.5;2.5;1;[4452];[2.718399999999974];0.3394;0.3394;1;18.0159;20.0452;186.62079999999992;19.03;0.3394
12;12;to;805;400;821;418;409.0;1.5;1;[];[];0.0;0.0;0;;;187.15372477618493;;
13;13;mondegreen;830;398;941;422;410.0;1.0;1;[4453, 4454, 4457];[65.45472000000001, 0.0, 0.0];0.8088;0.1133;3;15.1344;17.0357;186.76249703192548;16.09;0.2696
14;14;or;950;403;968;418;410.5;0.5;1;[];[];0.0;0.0;0;;;245.24367616230185;;
15;15;create;975;400;1029;418;409.0;1.5;1;[4455, 4456, 4458, 4460];[0.0, 0.0, 0.0, 7.429120000000012];1.876;0.356;4;16.7828;18.6343;262.15480292682025;17.71;0.469
16;16;a;1037;403;1045;418;410.5;1.5;1;[4459];[28.062400000000025];0.5823;0.5823;1;17.0035;18.4215;308.86765304511897;17.71;0.5823
17;17;new;205;508;240;522;515.0;104.5;2;[];[];0.0;0.0;0;;;557.0475942840072;;
18;18;data;248;503;285;522;512.5;2.5;2;[];[];0.0;0.0;0;;;512.5887691879329;;
19;19;or;294;508;312;522;515.0;2.5;2;[];[];0.0;0.0;0;;;485.9612954727979;;
20;20;context;319;504;385;522;513.0;2.0;2;[4461];[14.504320000000007];0.4207;0.4207;1;14.4824;18.9373;414.210050937444;16.71;0.4207
21;21;based;393;503;443;522;512.5;0.5;2;[4463];[0.0];0.5178;0.5178;1;16.7945;16.7186;357.5627831550705;16.76;0.5178
22;22;on;452;508;472;522;515.0;2.5;2;[];[];0.0;0.0;0;;;329.4157444591864;;
23;23;known;481;503;537;522;512.5;2.5;2;[4464];[0.0];0.582;0.582;1;19.0957;20.5882;266.9915742071273;19.84;0.582
24;24;information.;546;503;653;522;512.5;0.0;2;[4462, 4465, 4466, 4467];[34.165120000000115, 3.6089600000000246, 24.29376000000002, 0.0];1.779;0.0486;4;17.9538;19.258;160.74469166227536;18.61;0.4448
25;25;Can;663;503;695;522;512.5;0.0;2;[4468, 4469];[2.677120000000059, 25.31776000000002];0.7761;0.6304;2;16.7456;12.1915;126.57171207501297;14.47;0.3881
26;26;you;704;508;734;527;517.5;5.0;2;[];[];0.0;0.0;0;;;96.2343550796699;;
27;27;please;744;503;799;527;515.0;2.5;2;[4470];[4.161600000000021];0.5178;0.5178;1;16.8272;16.7299;77.62079999999992;16.78;0.5178
28;28;provide;808;503;873;527;515.0;0.0;2;[];[];0.0;0.0;0;;;79.48499164999635;;
29;29;the;881;503;908;522;512.5;2.5;2;[4471];[0.0];0.4526;0.4526;1;16.312;17.2374;122.25652333352193;16.77;0.4526
30;30;data;916;503;954;522;512.5;0.0;2;[4472, 4473];[22.46751999999998, 8.295360000000016];0.825;0.291;2;15.4055;19.0526;149.93201625270032;17.23;0.4125
31;31;and;962;503;993;522;512.5;0.0;2;[];[];0.0;0.0;0;;;190.01594853485324;;
32;32;context;1002;504;1068;522;513.0;0.5;2;[4474, 4475];[0.0, 21.989759999999933];1.2617;0.8572;2;18.3937;20.3728;226.7049816338406;19.38;0.6309
33;33;that;282;608;317;627;617.5;104.5;3;[];[];0.0;0.0;0;;;473.8984480852411;;
34;34;you;325;613;355;632;622.5;5.0;3;[];[];0.0;0.0;0;;;435.96693073855954;;
35;35;would;364;608;415;627;617.5;5.0;3;[];[];0.0;0.0;0;;;375.90158911289535;;
36;36;like;424;608;453;627;617.5;0.0;3;[4476];[34.41830322967135];0.4531;0.4531;1;21.3935;22.8398;337.90329725766213;22.12;0.4531
37;37;me;462;613;488;627;620.0;2.5;3;[];[];0.0;0.0;0;;;303.0022810105561;;
38;38;to;496;609;512;627;618.0;2.0;3;[];[];0.0;0.0;0;;;278.9207799673592;;
39;39;mondegreen;521;608;632;632;620.0;2.0;3;[4477];[16.28415999999993];0.2747;0.2747;1;20.1505;23.1987;158.92233039318293;21.67;0.2747
40;40;and;640;608;671;627;617.5;2.5;3;[4478];[20.976959999999963];0.3557;0.3557;1;18.4914;20.718;119.93401476478638;19.6;0.3557
41;41;create;680;609;734;627;618.0;0.5;3;[];[];0.0;0.0;0;;;57.05470968815807;;
42;42;a;742;613;751;627;620.0;2.0;3;[];[];0.0;0.0;0;;;40.75703494612924;;
43;43;new;760;613;794;627;620.0;0.0;3;[4487];[8.379200000000083];0.2104;0.2104;1;15.9941;17.4054;8.379200000000083;16.7;0.2104
44;44;data;802;608;840;627;617.5;2.5;3;[4479, 4482];[4.8655886773955075, 17.003840000000082];0.6792;0.3718;2;17.1228;20.9194;11.615984572992552;19.02;0.3396
45;45;or;848;613;866;627;620.0;2.5;3;[];[];0.0;0.0;0;;;57.72498850238087;;
46;46;context;873;609;939;627;618.0;2.0;3;[4480, 4483];[0.0, 0.0];0.9546;0.3884;2;16.6998;19.7559;82.23029063307513;18.23;0.4773
47;47;from?;946;608;997;627;617.5;0.5;3;[4481, 4484, 4485];[0.0, 3.7777980939166436, 71.1614161458187];1.1816;0.3401;3;17.4397;19.7751;155.15040411677955;18.61;0.3939
