;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;"""When";208;136;264;156;146.0;;1;[5065];[27.08083751732948];0.3557;0.3557;1;16.5377;20.4381;844.6587146098713;18.49;0.3557
1;1;Chuck;273;136;327;156;146.0;0.0;1;[];[];0.0;0.0;0;;;811.5726324651416;;
2;2;Norris;336;137;387;156;146.5;0.5;1;[5064, 5066];[0.0, 49.38656];0.5654;0.2427;2;16.5358;20.5492;783.4802931576518;18.54;0.2827
3;3;visited;395;136;451;156;146.0;0.5;1;[];[];0.0;0.0;0;;;757.61556911563;;
4;4;Japan,;460;137;517;161;149.0;3.0;1;[5067];[63.261759999999995];0.2427;0.2427;1;19.0017;20.0573;731.053071785079;19.53;0.2427
5;5;he;526;136;546;156;146.0;3.0;1;[5075, 5076];[48.18176, 45.949439999999996];0.9863;0.5496;2;19.2798;21.3734;727.9554482016052;20.33;0.4932
6;6;roundhouse;555;136;659;156;146.0;0.0;1;[5068, 5070, 5072, 5073, 5074, 5077];[70.0544, 60.56192, 57.070080000000004, 26.759680000000003, 68.50816, 84.10368];2.0215;0.3882;6;19.4534;21.7687;707.8222150839856;20.61;0.3369
7;7;kicked;668;136;722;156;146.0;0.0;1;[5069, 5071, 5078];[55.324135967788955, 69.0304, 55.64840859746485];0.9868;0.3884;3;19.2602;20.4743;704.2613731892443;19.87;0.3289
8;8;Mount;732;137;786;156;146.5;0.5;1;[5079];[78.2224];0.4368;0.4368;1;15.7496;18.319;704.2130031222088;17.03;0.4368
9;9;Fuji;794;137;824;161;149.0;2.5;1;[];[];0.0;0.0;0;;;702.0971785774387;;
10;10;and;832;136;863;156;146.0;3.0;1;[];[];0.0;0.0;0;;;711.5017032772304;;
11;11;caused;872;136;932;156;146.0;0.0;1;[5081, 5082, 5083];[71.1296, 79.23317789108299, 80.74495999999999];0.9541;0.2908;3;17.4776;20.0343;718.3050617713897;18.76;0.318
12;12;a;941;141;949;156;148.5;2.5;1;[];[];0.0;0.0;0;;;735.025903330216;;
13;13;tsunami.;958;137;1034;156;146.5;2.0;1;[5084, 5097];[35.449920000000006, 29.251839999999987];0.7273;0.3555;2;19.0106;21.2488;740.0758481172048;20.13;0.3637
14;14;He;1044;137;1066;156;146.5;0.0;1;[];[];0.0;0.0;0;;;770.8789529922321;;
15;15;then;233;241;271;260;250.5;104.0;2;[];[];0.0;0.0;0;;;755.8490093705223;;
16;16;proceeded;281;241;371;265;253.0;2.5;2;[5085, 5086];[11.425097314246383, 17.871042409439934];0.7117;0.437;2;19.6769;20.8169;695.3052084994042;20.25;0.3558
