;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Introduction;212;136;321;156;146.0;;1;[4325.0, 4336.0];[0.0, 0.0];0.906;0.4531;2;17.5355;20.3707;797.7438805671907;18.95;0.453
1;1;to;329;138;345;156;147.0;1.0;1;[];[];0.0;0.0;0;;;785.3998012365422;;
2;2;revolutionary;354;136;472;161;148.5;1.5;1;[4326.0, 4327.0, 4337.0];[34.40895999999999, 48.79616, 16.642560000000003];0.9868;0.4531;3;18.2774;20.559;725.1586462163987;19.42;0.3289
3;3;weapons;480;141;557;161;151.0;2.5;1;[];[];0.0;0.0;0;;;698.2100072201773;;
4;4;in;566;137;579;155;146.0;5.0;1;[4328.0];[40.2963794952152];0.3237;0.3237;1;19.0255;20.1218;698.6018023040021;19.57;0.3237
5;5;World;588;136;638;156;146.0;0.0;1;[4338.0, 4341.0];[28.171613779661246, 0.0];0.356;0.1619;2;16.2757;18.1476;686.4059217273698;17.21;0.178
6;6;War;647;137;682;156;146.5;0.5;1;[4329.0, 4330.0];[24.994879999999995, 18.553920000000005];0.6956;0.3884;2;18.8498;20.4784;681.2497795833772;19.66;0.3478
7;7;I;689;137;695;155;146.0;0.5;1;[4331.0];[6.839359999999999];0.2588;0.2588;1;19.6191;21.0702;681.2615484396578;20.34;0.2588
8;8;and;703;136;734;156;146.0;0.0;1;[4335.0];[88.0885466278199];0.2102;0.2102;1;20.4615;22.6321;678.7925195392183;21.55;0.2102
9;9;World;743;136;793;156;146.0;0.0;1;[4332.0];[56.7936];0.4043;0.4043;1;17.7919;20.7897;678.7708489485977;19.29;0.4043
10;10;War;802;137;837;156;146.5;0.5;1;[];[];0.0;0.0;0;;;681.5783199181147;;
11;11;II;844;137;857;155;146.0;0.5;1;[4339.0];[63.824960000000004];0.3557;0.3557;1;19.3492;18.8093;687.6541617574927;19.08;0.3557
12;12;The;865;136;897;156;146.0;0.0;1;[4333.0, 4334.0];[43.54226828994556, 65.42592];0.679;0.3396;2;20.4953;23.2167;690.1543825713201;21.86;0.3395
13;13;development;905;136;1021;161;148.5;2.5;1;[4340.0];[44.25984];0.3557;0.3557;1;18.2532;21.9929;693.6423226580108;20.12;0.3557
14;14;and;1029;136;1059;156;146.0;2.5;1;[];[];0.0;0.0;0;;;737.6753951314901;;
15;15;use;239;246;268;260;253.0;107.0;2;[];[];0.0;0.0;0;;;743.8181679566586;;
16;16;of;276;241;293;260;250.5;2.5;2;[];[];0.0;0.0;0;;;728.2058410795673;;
17;17;tanks;299;241;347;260;250.5;0.0;2;[4342.0];[39.9888];0.2432;0.2432;1;20.0455;21.8106;696.3542430274982;20.93;0.2432
18;18;in;356;246;369;260;253.0;2.5;2;[];[];0.0;0.0;0;;;684.174917826136;;
19;19;both;378;241;416;260;250.5;2.5;2;[4347.0];[20.77856];0.3398;0.3398;1;19.9559;22.3303;659.8618678044671;21.14;0.3398
20;20;wars;425;246;465;260;253.0;2.5;2;[4345.0];[35.40415999999999];0.5015;0.5015;1;19.834;20.1787;637.2232837729645;20.01;0.5015
21;21;The;472;241;505;260;250.5;2.5;2;[4343.0, 4344.0, 4346.0];[68.37407999999999, 62.1584, 37.6336];0.8735;0.2424;3;18.879;20.9341;621.0014181806673;19.91;0.2912
22;22;impact;513;242;572;265;253.5;3.0;2;[4348.0];[70.00896];0.2915;0.2915;1;18.5283;19.2271;594.0547986359509;18.88;0.2915
23;23;of;580;241;597;260;250.5;3.0;2;[];[];0.0;0.0;0;;;592.3191975467282;;
24;24;submarines;604;241;706;260;250.5;0.0;2;[];[];0.0;0.0;0;;;575.777502671301;;
25;25;and;714;241;745;260;250.5;0.0;2;[];[];0.0;0.0;0;;;574.7648;;
26;26;naval;755;241;800;260;250.5;0.0;2;[4349.0];[48.825919999999996];0.2107;0.2107;1;19.2319;20.2473;574.957008290533;19.74;0.2107
27;27;warfare;809;241;875;260;250.5;0.0;2;[];[];0.0;0.0;0;;;578.8756742016373;;
28;28;in;884;242;897;260;251.0;0.5;2;[];[];0.0;0.0;0;;;592.4963174420581;;
29;29;both;907;241;944;260;250.5;0.5;2;[4350.0];[53.27008000000001];0.3718;0.3718;1;18.0486;20.9106;598.4970374048647;19.48;0.3718
30;30;wars;953;246;994;260;253.0;2.5;2;[4351.0];[49.361279999999994];0.4204;0.4204;1;19.5262;20.8822;612.9162577240058;20.2;0.4204
31;31;The;1001;241;1033;260;250.5;2.5;2;[];[];0.0;0.0;0;;;631.1936601253216;;
32;32;introduction;233;346;339;365;355.5;105.0;3;[4352.0];[30.41343999999998];0.3074;0.3074;1;18.8478;19.1763;617.7279127434667;19.01;0.3074
33;33;and;347;346;378;365;355.5;0.0;3;[];[];0.0;0.0;0;;;593.1444098888567;;
34;34;use;388;351;417;365;358.0;2.5;3;[4324.0];[23.217600000000004];0.291;0.291;1;20.34;20.8384;570.1708584121079;20.59;0.291
35;35;of;425;346;442;365;355.5;2.5;3;[];[];0.0;0.0;0;;;556.3839391844449;;
36;36;chemical;448;346;525;365;355.5;0.0;3;[4353.0];[17.828480000000013];0.3235;0.3235;1;17.26;19.3298;516.6834402053157;18.29;0.3235
37;37;weapons;533;351;611;370;360.5;5.0;3;[];[];0.0;0.0;0;;;482.371239381454;;
38;38;in;620;346;633;365;355.5;5.0;3;[];[];0.0;0.0;0;;;481.8264697818085;;
39;39;World;642;346;692;365;355.5;0.0;3;[4354.0];[23.97248000000002];0.437;0.437;1;17.491;18.0174;472.2244040521413;17.75;0.437
40;40;War;701;347;736;365;356.0;0.5;3;[];[];0.0;0.0;0;;;469.78299307488777;;
41;41;I;743;347;748;365;356.0;0.0;3;[];[];0.0;0.0;0;;;469.7735401045913;;
42;42;The;756;346;788;365;355.5;0.5;3;[4355.0];[35.011199999999974];0.4204;0.4204;1;17.4187;17.9814;470.0326420392525;17.7;0.4204
43;43;role;797;346;829;365;355.5;0.0;3;[];[];0.0;0.0;0;;;473.19410793288625;;
44;44;of;837;346;854;365;355.5;0.0;3;[];[];0.0;0.0;0;;;479.64769548325785;;
45;45;air;861;346;883;365;355.5;0.0;3;[4356.0];[48.958079999999995];0.3074;0.3074;1;18.9307;21.8264;485.06438807894364;20.38;0.3074
46;46;power;891;351;945;370;360.5;5.0;3;[4358.0];[43.73856000000001];0.0644;0.0644;1;17.3997;20.4399;488.6376454822121;18.92;0.0644
47;47;and;952;346;983;365;355.5;5.0;3;[4357.0];[29.143680000000018];0.3232;0.3232;1;20.5695;21.6277;515.3309614048044;21.1;0.3232
48;48;aerial;992;346;1039;365;355.5;0.0;3;[];[];0.0;0.0;0;;;533.0246221164647;;
49;49;warfare;216;450;283;470;460.0;104.5;4;[];[];0.0;0.0;0;;;584.8292220660661;;
50;50;in;292;451;305;470;460.5;0.5;4;[4359.0];[5.645704000175715];0.3071;0.3071;1;18.4397;20.87;567.7986486267822;19.65;0.3071
51;51;both;314;450;352;470;460.0;0.5;4;[];[];0.0;0.0;0;;;532.6365287721075;;
52;52;wars;361;455;401;470;462.5;2.5;4;[];[];0.0;0.0;0;;;498.0617437450903;;
53;53;The;408;450;441;470;460.0;2.5;4;[4360.0];[29.56608];0.3723;0.3723;1;19.6032;21.6779;471.73588858851946;20.64;0.3723
54;54;introduction;449;450;555;470;460.0;0.0;4;[];[];0.0;0.0;0;;;409.0575819886487;;
55;55;and;563;450;594;470;460.0;0.0;4;[];[];0.0;0.0;0;;;392.9486253728342;;
56;56;use;604;456;633;470;463.0;3.0;4;[];[];0.0;0.0;0;;;380.1725121341626;;
57;57;of;641;450;658;470;460.0;3.0;4;[];[];0.0;0.0;0;;;373.8976049433856;;
58;58;radar;665;450;712;470;460.0;0.0;4;[];[];0.0;0.0;0;;;365.8481977301515;;
59;59;and;719;450;749;470;460.0;0.0;4;[];[];0.0;0.0;0;;;364.76480000000004;;
60;60;sonar;758;446;804;479;462.5;2.5;4;[];[];0.0;0.0;0;;;356.2130999589993;;
61;61;technology;814;450;908;475;462.5;0.0;4;[4361.0];[18.84480000000002];0.21;0.21;1;18.1282;21.6139;367.26943540458143;19.87;0.21
62;62;in;920;451;934;470;460.5;2.0;4;[];[];0.0;0.0;0;;;406.7001270990704;;
63;63;World;942;450;992;470;460.0;0.5;4;[4362.0];[23.155840000000012];0.4045;0.4045;1;18.3275;21.5698;416.8969654271904;19.95;0.4045
64;64;War;1001;451;1037;470;460.5;0.5;4;[];[];0.0;0.0;0;;;448.4464523021673;;
65;65;II;1044;451;1057;470;460.5;0.0;4;[];[];0.0;0.0;0;;;474.7501049840853;;
66;66;The;218;555;250;575;565.0;104.5;5;[];[];0.0;0.0;0;;;554.7156761642851;;
67;67;impact;259;557;318;580;568.5;3.5;5;[4364.0];[4.275520000000029];0.5342;0.5342;1;18.0851;19.755;493.05431240625006;18.92;0.5342
68;68;of;325;555;342;575;565.0;3.5;5;[];[];0.0;0.0;0;;;475.38274241120706;;
69;69;new;350;560;384;575;567.5;2.5;5;[];[];0.0;0.0;0;;;440.80546977368607;;
70;70;infantry;393;555;460;580;567.5;0.0;5;[4365.0];[25.82752000000005];0.3557;0.3557;1;18.2047;19.5398;378.6560251500034;18.87;0.3557
71;71;weapons;468;560;546;580;570.0;2.5;5;[];[];0.0;0.0;0;;;320.3018398048941;;
72;72;such;554;555;593;575;565.0;5.0;5;[4366.0];[26.409140575187237];0.2915;0.2915;1;16.3816;17.4291;298.5402535377768;16.91;0.2915
73;73;as;601;560;620;575;567.5;2.5;5;[4363.0];[2.9644799999999805];0.1941;0.1941;1;18.7549;20.1097;286.1992756496774;19.43;0.1941
