;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;To;243;137;264;156;146.5;;1;[];[];0.0;0.0;0;;;775.0534133844412;;
1;1;estimate;272;137;348;156;146.5;0.0;1;[1537.0, 1539.0];[4.358399999999989, 1.65791999999999];0.6633;0.34;2;18.9177;21.0323;708.2255945663595;19.98;0.3317
2;2;the;356;136;384;156;146.0;0.5;1;[1538.0];[0.0];0.3882;0.3882;1;9.812;17.3626;680.750798456288;13.59;0.3882
3;3;total;391;136;430;156;146.0;0.0;1;[1580.0];[14.12352];0.3234;0.3234;1;18.9561;20.8799;646.8626549731199;19.92;0.3234
4;4;distance;439;136;512;156;146.0;0.0;1;[1540.0, 1541.0];[7.856639999999999, 24.414720000000003];0.615;0.3076;2;20.5134;20.7837;590.5311981588047;20.65;0.3075
5;5;traveled;519;136;591;156;146.0;0.0;1;[1542.0, 1581.0];[36.272639999999996, 53.01504];0.5826;0.3398;2;19.6568;21.1013;542.4869133895062;20.38;0.2913
6;6;in;600;137;614;155;146.0;0.0;1;[];[];0.0;0.0;0;;;530.7429648321997;;
7;7;your;622;141;662;161;151.0;5.0;1;[];[];0.0;0.0;0;;;501.5558896064062;;
8;8;life,;670;136;700;160;148.0;3.0;1;[1543.0, 1582.0];[65.24546110921126, 37.34517358909983];0.5334;0.2587;2;19.0466;20.6941;485.9059434899655;19.87;0.2667
9;9;we;709;141;733;156;148.5;0.5;1;[1589.0];[21.95071999999999];0.3722;0.3722;1;19.1254;21.1388;477.3141322010837;20.13;0.3722
10;10;would;741;136;792;156;146.0;2.5;1;[1544.0, 1584.0];[63.009280000000004, 24.363519999999994];0.5337;0.3396;2;18.4977;19.6942;460.5135828603469;19.1;0.2668
11;11;need;801;136;842;156;146.0;0.0;1;[1545.0, 1583.0];[40.819199999999995, 47.40352];0.7117;0.469;2;19.7183;20.7048;451.8519669082714;20.21;0.3558
12;12;to;851;138;867;156;147.0;1.0;1;[];[];0.0;0.0;0;;;449.54857357005767;;
13;13;know;876;136;921;156;146.0;1.0;1;[1546.0];[8.18432];0.4204;0.4204;1;22.6526;24.5883;448.61055999999996;23.62;0.4204
14;14;the;929;136;957;156;146.0;0.0;1;[];[];0.0;0.0;0;;;449.8207927595984;;
15;15;specific;965;136;1030;161;148.5;2.5;1;[];[];0.0;0.0;0;;;448.94074976423514;;
16;16;distances;227;241;309;260;250.5;102.0;2;[1578.0];[0.16768000000001848];0.2101;0.2101;1;17.1195;21.2726;680.7022059012836;19.2;0.2101
17;17;between;318;241;391;260;250.5;0.0;2;[1547.0, 1579.0, 1585.0];[37.96847901931284, 67.82112000000001, 0.0];1.0345;0.3717;3;19.9567;21.2839;611.3978203419387;20.62;0.3448
18;18;the;399;241;427;260;250.5;0.0;2;[1548.0];[51.211839999999995];0.2428;0.2428;1;21.814;23.2182;582.0149925207025;22.52;0.2428
19;19;cities;435;242;480;260;251.0;0.5;2;[1549.0, 1559.0];[41.470079999999996, 11.978880000000004];0.6468;0.3074;2;20.6417;20.3473;540.2163806465642;20.49;0.3234
20;20;you;488;246;518;265;255.5;4.5;2;[1576.0];[39.70713358869414];0.2588;0.2588;1;20.0081;21.0198;508.17190666040716;20.51;0.2588
21;21;lived;528;241;567;260;250.5;5.0;2;[1550.0, 1560.0, 1586.0];[20.993599999999986, 46.30912000000001, 42.32142230774386];1.0995;0.3395;3;18.6875;19.8224;476.46015942455625;19.25;0.3665
22;22;in;577;246;590;260;253.0;2.5;2;[];[];0.0;0.0;0;;;460.8775389611361;;
23;23;and;599;241;629;260;250.5;2.5;2;[1587.0];[37.08063999999999];0.2587;0.2587;1;17.9442;19.5534;435.95769189093744;18.75;0.2587
24;24;any;638;246;669;265;255.5;5.0;2;[1551.0, 1561.0];[56.324479999999994, 48.620479999999986];0.6307;0.3557;2;20.296;20.8715;408.50453549363874;20.58;0.3154
25;25;other;677;241;724;260;250.5;5.0;2;[];[];0.0;0.0;0;;;385.161323498185;;
26;26;places;732;241;786;265;253.0;2.5;2;[1552.0, 1588.0];[46.46047999999999, 38.13375264903259];0.631;0.275;2;19.3657;20.203;356.98874648771994;19.78;0.3155
27;27;you;794;246;824;265;255.5;2.5;2;[];[];0.0;0.0;0;;;347.1642543794991;;
28;28;have;834;241;875;260;250.5;5.0;2;[1553.0];[35.06335999999999];0.4203;0.4203;1;19.5515;20.8639;345.2513778667271;20.21;0.4203
29;29;frequently;883;241;973;265;253.0;2.5;2;[1554.0];[3.9747199999999907];0.291;0.291;1;19.4603;21.277;339.61055999999996;20.37;0.291
30;30;visited.;981;241;1044;260;250.5;2.5;2;[];[];0.0;0.0;0;;;354.9325100901206;;
31;31;However,;218;347;300;370;358.5;108.0;3;[1555.0, 1577.0, 1590.0];[42.134720000000016, 0.0, 21.490880000000004];1.0352;0.2588;3;19.7162;20.6745;640.537766816972;20.2;0.3451
32;32;without;309;346;375;365;355.5;3.0;3;[1556.0, 1564.0, 1565.0];[0.0, 19.93792000000002, 0.5782399999999939];0.8895;0.2584;3;20.2612;20.7412;573.4813827134003;20.5;0.2965
33;33;these;382;346;430;365;355.5;0.0;3;[1557.0, 1558.0, 1573.0, 1591.0];[10.568320000000028, 3.2611200000000053, 9.712319999999977, 8.243839999999977];1.0837;0.4204;4;18.4672;16.348;524.0162977607409;17.41;0.2709
34;34;details,;438;346;501;370;358.0;2.5;3;[1563.0, 1592.0];[12.503679999999974, 14.090880000000027];0.4692;0.2264;2;19.3077;19.5179;459.44242241969073;19.41;0.2346
