;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Both;246;346;284;365;355.5;;1;[];[];0.0;0.0;0;;;410.2394258628119;;
1;1;"""casual""";294;346;364;365;355.5;0.0;1;[1738.0];[13.142719999999997];0.4042;0.4042;1;18.5524;19.6687;354.3585564541226;19.11;0.4042
2;2;and;372;346;403;365;355.5;0.0;1;[1739.0];[8.100480000000005];0.3076;0.3076;1;18.9509;18.6389;330.7292949411189;18.79;0.3076
3;3;"""causal""";413;346;483;365;355.5;0.0;1;[1740.0, 1743.0];[16.190080000000023, 34.294399999999996];0.5496;0.307;2;19.8994;21.1375;292.73788024826854;20.52;0.2748
4;4;are;491;351;519;365;358.0;2.5;1;[];[];0.0;0.0;0;;;281.4473068484572;;
5;5;English;528;346;589;370;358.0;0.0;1;[1741.0];[17.04000000000002];0.3881;0.3881;1;17.2585;18.5552;267.0791510624699;17.91;0.3881
6;6;adjectives.;598;346;692;370;358.0;0.0;1;[1742.0];[46.88959999999997];0.4369;0.4369;1;20.3281;20.9687;267.1620349754987;20.65;0.4369
7;7;The;701;346;733;365;355.5;2.5;1;[];[];0.0;0.0;0;;;293.4519151960839;;
8;8;word;741;346;783;365;355.5;0.0;1;[1744.0];[84.39872000000003];0.3397;0.3397;1;20.2378;22.1431;310.6619167716726;21.19;0.3397
9;9;"""casual""";793;346;863;365;355.5;0.0;1;[1745.0, 1748.0];[60.6112, 0.0];0.4857;0.2753;2;18.8969;20.0813;338.83722719360344;19.49;0.2429
10;10;means;872;351;929;365;358.0;2.5;1;[];[];0.0;0.0;0;;;391.1027314303106;;
11;11;relaxed;938;346;1001;365;355.5;2.5;1;[1746.0, 1747.0];[21.002880000000005, 8.257604160432983];0.8086;0.3716;2;18.479;19.9792;440.9127652180753;19.23;0.4043
12;12;or;1010;351;1028;365;358.0;2.5;1;[];[];0.0;0.0;0;;;499.55010412595215;;
13;13;informal,;219;450;297;475;462.5;104.5;2;[1749.0];[0.0];0.2428;0.2428;1;10.4794;22.9418;335.7478925209354;16.71;0.2428
14;14;as;306;455;325;470;462.5;0.0;2;[1755.0];[19.00128000000001];0.4368;0.4368;1;20.6382;20.6587;314.1498383450954;20.65;0.4368
15;15;in;333;451;347;470;460.5;2.0;2;[];[];0.0;0.0;0;;;295.7505045342266;;
16;16;"""The";356;450;395;470;460.0;0.5;2;[1751.0, 1756.0];[9.526400000000024, 0.8531199999999899];0.6468;0.2749;2;17.6601;18.4823;257.5743017698963;18.07;0.3234
17;17;partygoers;404;452;499;475;463.5;3.5;2;[1750.0, 1752.0, 1754.0, 1757.0, 1758.0];[11.74280301692913, 0.0, 2.4384000000000015, 27.64416, 27.41888];1.9413;0.3722;5;17.4559;17.8421;186.3826368851176;17.65;0.3883
18;18;came;507;455;553;470;462.5;1.0;2;[1759.0];[31.954880000000003];0.728;0.728;1;18.0252;17.6636;171.3472524794302;17.84;0.728
19;19;in;562;451;575;470;460.5;2.0;2;[];[];0.0;0.0;0;;;167.83956903021888;;
20;20;casual;584;450;638;470;460.0;0.5;2;[1753.0, 1760.0];[30.390924125626753, 60.879999999999995];0.7598;0.2909;2;17.9203;18.0842;167.07136000000003;18.0;0.3799
21;21;"attire.""";647;450;707;470;460.0;0.0;2;[1761.0];[38.31103999999999];0.2913;0.2913;1;9.7822;8.4951;176.19410016300094;9.14;0.2913
22;22;On;716;451;739;470;460.5;0.5;2;[];[];0.0;0.0;0;;;208.63326899670056;;
23;23;the;748;450;775;470;460.0;0.5;2;[1762.0];[65.13983999999999];0.4689;0.4689;1;16.1869;17.19;229.23629933378706;16.69;0.4689
24;24;other;783;450;830;470;460.0;0.0;2;[1763.0];[41.42585024342169];0.3882;0.3882;1;17.5538;18.6174;254.4827713859027;18.09;0.3882
25;25;hand,;838;450;886;475;462.5;2.5;2;[];[];0.0;0.0;0;;;295.39188772247894;;
26;26;the;895;450;922;470;460.0;2.5;2;[1765.0];[2.4300799999999754];0.2101;0.2101;1;15.8056;15.1529;346.8494211213991;15.48;0.2101
27;27;word;930;450;972;470;460.0;0.0;2;[1764.0];[35.74079999999998];0.5175;0.5175;1;17.1572;19.6362;377.89776518557187;18.4;0.5175
28;28;"""causal""";982;450;1052;470;460.0;0.0;2;[];[];0.0;0.0;0;;;425.161805589648;;
29;29;means;206;560;263;575;567.5;107.5;3;[];[];0.0;0.0;0;;;333.8608921875241;;
30;30;involving;272;555;350;580;567.5;0.0;3;[1766.0];[0.0];0.4526;0.4526;1;17.6798;18.6098;247.7043030152072;18.14;0.4526
31;31;or;359;560;377;575;567.5;0.0;3;[];[];0.0;0.0;0;;;222.85864428433013;;
32;32;constituting;384;556;487;580;568.0;0.5;3;[1767.0, 1768.0];[14.165091474240416, 24.820479999999975];0.5663;0.2913;2;17.7572;17.757;118.66533500668842;17.76;0.2831
33;33;a;496;560;504;575;567.5;0.5;3;[];[];0.0;0.0;0;;;106.9056375138823;;
34;34;cause.;513;560;568;575;567.5;0.0;3;[1769.0];[9.405439999999999];0.3237;0.3237;1;18.4413;19.7072;66.20948068252463;19.07;0.3237
35;35;This;576;555;612;575;565.0;2.5;3;[];[];0.0;0.0;0;;;62.07136000000003;;
36;36;word;620;555;662;575;565.0;0.0;3;[];[];0.0;0.0;0;;;68.49478324843145;;
37;37;is;672;556;684;575;565.5;0.5;3;[1770.0];[21.97375999999997];0.2752;0.2752;1;17.0137;18.2925;102.01654440457003;17.65;0.2752
38;38;often;692;555;736;575;565.0;0.5;3;[];[];0.0;0.0;0;;;118.5148738861482;;
39;39;found;744;555;793;575;565.0;0.0;3;[1771.0];[9.167040000000043];0.3558;0.3558;1;17.7198;19.4595;165.07457506305934;18.59;0.3558
40;40;in;803;556;816;575;565.5;0.5;3;[];[];0.0;0.0;0;;;220.86171087866185;;
41;41;the;825;555;852;575;565.0;0.5;3;[1773.0];[3.3678267090811316];0.2103;0.2103;1;18.233;21.5775;242.05399259720883;19.91;0.2103
42;42;subject;860;555;925;580;567.5;2.5;3;[1772.0];[22.78624000000002];0.5016;0.5016;1;19.3353;20.7261;274.94839830820916;20.03;0.5016
