number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;1.3106;0.3237;2.0;0.2172205187701997;0.0787897965144582;0.15384615384615385;Artstation
1;0.0;0.0;0.0;0.0;0.0;0.0;is
2;0.4043;0.4043;1.0;0.06700919864092152;0.09840813942167267;0.07692307692307693;good
3;0.0;0.0;0.0;0.0;0.0;0.0;or
4;0.4045;0.4045;1.0;0.06704234689649458;0.0984568201733035;0.07692307692307693;you
5;0.3887;0.3887;1.0;0.06442363470622359;0.09461104079446987;0.07692307692307693;could
6;0.4685;0.4685;1.0;0.07764978867987073;0.11403466069516115;0.07692307692307693;try
7;0.0;0.0;0.0;0.0;0.0;0.0;the
8;0.647;0.647;1.0;0.10723460677881827;0.15748223152565477;0.07692307692307693;inbuilt
9;1.4236;0.4854;3.0;0.23594928316897323;0.11814818420796418;0.23076923076923078;stores
10;0.0;0.0;0.0;0.0;0.0;0.0;in
11;0.0;0.0;0.0;0.0;0.0;0.0;Unity
12;0.0;0.0;0.0;0.0;0.0;0.0;or
13;0.2585;0.2585;1.0;0.04284412032816773;0.0629198714828157;0.07692307692307693;Unreal
14;0.356;0.356;1.0;0.05900389492002983;0.08665173790283322;0.07692307692307693;engine
15;0.3718;0.3718;1.0;0.06162260711030082;0.09049751728166684;0.07692307692307693;depending
16;0.0;0.0;0.0;0.0;0.0;0.0;on
17;0.0;0.0;0.0;0.0;0.0;0.0;what
18;0.0;0.0;0.0;0.0;0.0;0.0;you
19;0.0;0.0;0.0;0.0;0.0;0.0;are
20;0.0;0.0;0.0;0.0;0.0;0.0;using
21;0.0;0.0;0.0;0.0;0.0;0.0;to
22;0.0;0.0;0.0;0.0;0.0;0.0;make
23;0.0;0.0;0.0;0.0;0.0;0.0;the
24;0.0;0.0;0.0;0.0;0.0;0.0;game.
