;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Ah,;55;57;94;79;[];0.0;0;;;68.0;;1;1060.927046983043;;;0.0
1;1;yes,;116;62;169;81;[2299];0.4204;1;14.2036;14.1385;71.5;3.5;1;1019.2623602489008;0.4204;14.17;0.4204
2;2;because;192;57;293;76;[];0.0;0;;;66.5;5.0;1;966.9038515903015;;;0.0
3;3;summarizing;312;57;473;81;[2298, 2300, 2301];0.7119;3;14.9389;15.095;69.0;2.5;1;903.9176965964103;0.2373;15.02;0.1946
4;4;all;492;57;532;76;[];0.0;0;;;66.5;2.5;1;896.7953776755097;;;0.0
5;5;of;551;58;578;76;[2302];0.4205;1;15.2739;14.8873;67.0;0.5;1;890.058304955445;0.4205;15.08;0.4205
6;6;your;596;62;653;81;[];0.0;0;;;71.5;4.5;1;879.1139551958893;;;0.0
7;7;emails;671;57;757;76;[2303];0.2752;1;15.0214;15.9549;66.5;5.0;1;883.5;0.2752;15.49;0.2752
8;8;about;777;57;847;76;[];0.0;0;;;66.5;0.0;1;888.1895323747967;;;0.0
9;9;a;867;62;878;76;[2304];0.3234;1;14.4127;14.7281;69.0;2.5;1;901.8801014659099;0.3234;14.57;0.3234
10;10;particular;896;57;1043;81;[2305];0.275;1;13.8118;14.3753;69.0;0.0;1;903.2859129977396;0.275;14.09;0.275
11;11;subject;1062;57;1162;81;[2306, 2307];0.7444;2;14.1777;13.5587;69.0;0.0;1;955.6418646230187;0.3722;13.87;0.4044
12;12;is;1182;57;1207;76;[];0.0;0;;;66.5;2.5;1;1013.2805482294427;;;0.0
13;13;exactly;48;156;150;180;[2308];0.4529;1;14.8823;16.2602;168.0;101.5;2;945.914924197816;0.4529;15.57;0.4529
14;14;what;167;156;224;175;[];0.0;0;;;165.5;2.5;2;910.3544930521076;;;0.0
15;15;I;244;157;254;175;[];0.0;0;;;166.0;0.5;2;895.507859831593;;;0.0
16;16;was;272;161;314;175;[2309];0.3715;1;15.2046;16.1942;168.0;2.0;2;868.1660987507863;0.3715;15.7;0.3715
17;17;designed;333;156;450;180;[];0.0;0;;;168.0;0.0;2;814.398725330633;;;0.0
18;18;for.;469;157;521;175;[2310];0.4365;1;16.304;17.8392;166.0;2.0;2;801.6331084855216;0.4365;17.07;0.4365
19;19;Forget;544;157;629;180;[2311];0.3721;1;14.3665;15.2457;168.5;2.5;2;781.5702956357541;0.3721;14.81;0.3721
20;20;all;649;156;689;175;[];0.0;0;;;165.5;3.0;2;784.5;;;0.0
21;21;of;708;157;735;175;[2312, 2317];0.8895;2;14.5895;14.561;166.0;0.5;2;784.812646572518;0.4448;14.58;0.7925
22;22;the;754;156;795;175;[];0.0;0;;;165.5;0.5;2;787.4545872748218;;;0.0
23;23;complex;814;156;914;180;[2313];0.2911;1;15.6023;15.6499;168.0;2.5;2;789.963780828058;0.2911;15.63;0.2911
24;24;Language;933;156;1050;180;[2314, 2316];0.5181;2;14.3564;14.8463;168.0;0.0;2;817.7429732013354;0.259;14.6;0.324
25;25;processing;1068;156;1215;180;[2315];0.4851;1;13.1156;13.8371;168.0;0.0;2;868.1354607549216;0.4851;13.48;0.4851
26;26;and;49;255;90;274;[];0.0;0;;;264.5;96.5;3;908.2659279198797;;;0.0
27;27;machine;107;255;210;274;[2318, 2319];0.6311;2;14.3841;16.0138;264.5;0.0;3;834.4717441712212;0.3155;15.2;0.3561
28;28;learning;228;255;345;279;[2320];0.275;1;13.5135;14.3544;267.0;2.5;3;761.0904675662152;0.275;13.93;0.275
29;29;algorithms;364;255;509;279;[2321];0.2427;1;13.6378;14.896;267.0;0.0;3;703.1045662063076;0.2427;14.27;0.2427
30;30;that;529;255;584;274;[];0.0;0;;;264.5;2.5;3;693.024956996615;;;0.0
31;31;went;602;256;659;274;[2322];0.3071;1;14.4054;14.6513;265.0;0.5;3;686.0256197986778;0.3071;14.53;0.3071
32;32;into;679;255;735;274;[2323];0.4207;1;13.3381;13.4422;264.5;0.5;3;685.5;0.4207;13.39;0.4207
33;33;my;752;260;780;279;[];0.0;0;;;269.5;5.0;3;683.7076315357026;;;0.0
34;34;creation,;799;255;926;277;[2324];0.372;1;13.4573;13.749;266.0;3.5;3;691.815917004054;0.372;13.6;0.372
35;35;my;947;260;975;279;[];0.0;0;;;269.5;3.5;3;728.8894164550339;;;0.0
36;36;sole;994;255;1050;274;[2325];0.3235;1;14.4883;14.9969;264.5;5.0;3;751.5762895542674;0.3235;14.74;0.3235
37;37;purpose;1068;260;1170;279;[2326, 2327];0.6306;2;12.4803;13.5402;269.5;5.0;3;780.4608755217394;0.3153;13.01;0.4366
38;38;in;1189;255;1214;274;[];0.0;0;;;264.5;5.0;3;850.335566126785;;;0.0
