;x;y;duration;pupil_r;pupil_l;word;word_number
1064;628.2624;499.2512;1.61725;15.9308;13.4501;;
1065;410.8032;468.70528;0.21027;14.9554;14.0073;the;5.0
1066;117.13279999999999;491.25376;0.45276;15.5559;14.3631;impossible;2.0
1067;257.3696;477.184;0.25885;15.514;14.1353;impossible;2.0
1068;425.6896;458.20928;0.22644;16.0525;13.575;the;5.0
1069;550.72;461.32224;0.30695;15.7355;13.7552;smallest;6.0
1070;736.2176;458.84416;0.25873;14.6098;13.9007;in;8.0
1071;849.088;464.01536;0.30731;14.7937;14.688;universe.;10.0
1072;1051.1871999999998;453.0176;0.38818;14.8121;14.1112;However,;11.0
1073;1158.6176;454.8608;0.51758;9.964;7.9511;of;13.0
1074;209.1776;576.2048;0.58209;16.0368;14.4489;we;16.0
1075;352.9728;557.63968;0.22626;14.8536;13.4167;found;18.0
1076;478.20799999999997;549.4784;0.33972;15.4205;13.1383;the;20.0
1077;593.408;562.59584;0.43652;15.9167;14.585;Segue;21.0
1078;709.5552;555.96032;0.50153;14.8213;14.3112;Dwarf;23.0
1079;856.6528;553.61536;0.25873;14.1881;14.2139;according;25.0
1080;985.6256000000001;565.7088;0.2428;15.1733;14.8242;according;25.0
1081;1105.3056;542.67904;0.66321;14.3007;14.7294;Wikipedia.;27.0
1082;1048.4096;525.44512;0.2265;14.4548;13.9191;Wikipedia.;27.0
