;x;y;duration;pupil_r;pupil_l;word;word_number
2808;626.3936;492.50304;0.92175;16.121;14.7219;;
2809;389.1072;464.62976;0.21069;16.1809;15.2769;PAN;5.0
2810;140.5568;480.32768;0.7926;15.2809;13.9429;AWE;1.0
2811;207.3856;473.92768;0.63049;14.8033;14.1287;ANEW;2.0
2812;283.18719999999996;469.42208;0.40442;15.2455;13.4244;PAW;3.0
2813;344.4992;457.95328;0.45288;14.226;12.4169;PEW;4.0
2814;422.71999999999997;449.05472;0.54968;9.5201;11.0463;PEN;6.0
2815;420.8896;453.21216;0.48535;15.8479;13.7004;PEN;6.0
2816;349.6576;468.26496;0.4043;15.0391;13.7025;PAN;5.0
2817;244.10879999999997;482.65216;0.46924;15.8293;14.1043;PAW;3.0
2818;194.5344;473.35424;0.37219;14.1758;11.7572;ANEW;2.0
2819;753.7664;458.04544;0.37207;15.286;14.3824;PEAN;11.0
2820;800.2303999999999;448.65536;0.59827;11.428;13.1879;PEAN;11.0
2821;870.8736;451.072;0.64697;13.1531;13.462;NAP;12.0
2822;940.6592;451.74784;0.38794;13.7195;14.053;NEW;13.0
2823;1034.7648;450.78528;0.35583;13.9311;13.5721;NAPE;15.0
2824;1091.8144;443.84256;0.54993;15.0559;14.4151;NAPE;15.0
2825;1171.9679999999998;453.33504;0.51758;14.4986;14.546;VAPE;17.0
2826;969.472;469.68832;0.19397;15.1026;13.4141;NAVE;14.0
2827;635.2768;539.87328;1.00269;16.0063;13.8639;Ew;18.0
