;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Sure,;33;157;101;178;[];0.0;0;;;167.5;;1;872.2668202777992;;;0.0
1;1;here;124;156;180;175;[2604];0.4852;1;14.4249;14.8846;165.5;2.0;1;825.7968193675381;0.4852;14.65;0.4852
2;2;are;199;161;240;175;[];0.0;0;;;168.0;2.5;1;792.0299204433771;;;0.0
3;3;three;259;156;330;175;[2605];0.356;1;14.1486;14.4786;165.5;2.5;1;747.5746831437929;0.356;14.31;0.356
4;4;limmericks;348;156;494;175;[2606, 2607];0.6633;2;14.5199;15.3901;165.5;0.0;1;689.7859538128783;0.3317;14.96;0.3236
5;5;about;514;156;584;175;[];0.0;0;;;165.5;0.0;1;673.1130470266806;;;0.0
6;6;mushrooms:;602;156;746;175;[2608];0.275;1;12.5504;12.3129;165.5;0.0;1;668.19232;0.275;12.43;0.275
7;7;There;767;156;840;175;[];0.0;0;;;165.5;0.0;1;675.8962557061124;;;0.0
8;8;once;858;161;915;175;[2609, 2610, 2611];0.9702;3;13.1805;13.8434;168.0;2.5;1;695.4399882646542;0.3234;13.51;0.3717
9;9;were;932;161;990;175;[2612];0.4207;1;13.5437;15.3703;168.0;0.0;1;719.472737827878;0.4207;14.46;0.4207
10;10;mushrooms;1007;156;1139;175;[];0.0;0;;;165.5;2.5;1;750.5196736112534;;;0.0
11;11;on;1158;161;1184;175;[2613, 2614];0.7277;2;12.8541;13.2463;168.0;2.5;1;830.2360009524656;0.3638;13.05;0.4368
12;12;an;1204;161;1229;175;[];0.0;0;;;168.0;0.0;1;858.3365249583303;;;0.0
13;13;island;33;255;119;274;[2615];0.2914;1;14.2235;14.9807;264.5;96.5;2;788.8978278063277;0.2914;14.6;0.2914
14;14;named;138;255;209;274;[2616];0.291;1;14.5503;16.2451;264.5;0.0;2;729.4767266455746;0.291;15.4;0.291
15;15;Enis,;228;255;295;277;[2617, 2618];0.6146;2;14.6587;15.9954;266.0;1.5;2;676.5002480395276;0.3073;15.33;0.3071
