;x;y;duration;pupil_r;pupil_l;word;word_number
1177;631.6416;504.28928;1.58533;13.2285;7.4078;;
1178;126.9248;312.68864;0.35571;14.8097;14.4329;first;1.0
1179;189.3376;303.63648;0.22626;15.306;14.313;confirmed;2.0
1180;279.5392;326.64576;0.48499;15.0524;13.7953;confirmed;2.0
1181;364.79999999999995;302.11072;0.45294;15.871;15.3783;image;3.0
1182;541.9392;299.56096;0.46893;15.2396;14.0403;exoplanet;6.0
1183;665.9327999999999;304.97792;0.24243;14.7327;14.2176;was;7.0
1184;742.2848;292.6592;0.35571;15.0279;13.366;taken;8.0
1185;1084.3008;292.83328;0.4527;13.4509;12.6414;Space;12.0
1186;1150.3616;309.08416;0.38818;11.1308;10.5332;Telescope;13.0
1187;147.52;421.56032;0.24249;15.8912;14.7056;2008.;15.0
1188;111.28320000000001;449.00352;0.3559;15.1044;13.9301;2008.;15.0
1189;119.82079999999999;444.12928;0.50116;14.6635;13.2549;2008.;15.0
1190;247.7312;403.95776;0.30756;14.7222;12.7241;exoplanet,;17.0
1191;319.5392;399.2064;0.37225;15.7014;13.844;exoplanet,;17.0
1192;484.1856;401.1008;0.29102;15.2107;13.9261;as;19.0
1193;587.8016;407.20384;0.80896;16.7589;15.1577;Fomalhaut;20.0
1194;647.5136;403.77344;0.33984;14.5385;14.0675;Fomalhaut;20.0
1195;736.4096000000001;411.20768;0.66327;10.6861;13.2008;orbits;22.0
1196;963.4944;394.86464;0.6792;12.5574;12.5825;Fomalhaut,;25.0
1197;1027.1104;390.68672;0.53381;14.7978;15.0346;Fomalhaut,;25.0
1198;1115.1104;394.67008;0.40436;9.252;9.4005;which;26.0
1199;190.2336;521.59488;0.4364;15.3304;14.3556;about;29.0
1200;281.8304;504.6272;0.30725;15.8121;13.9881;25;30.0
1201;346.5344;510.7712;0.76038;15.175;13.116;light-years;31.0
1202;462.0032;503.28576;0.46912;15.6293;12.8834;light-years;31.0
1203;592.7040000000001;492.91264;0.32336;15.1172;12.9253;Earth;33.0
1204;712.96;495.99488;0.24237;15.1079;13.6695;the;35.0
1205;805.1967999999999;499.59936;0.29126;14.3585;14.4516;constellation;36.0
1206;850.8799999999999;501.97504;0.35565;13.9873;13.6836;constellation;36.0
1207;1010.0351999999999;499.83488;0.56628;13.4196;13.861;Piscis;37.0
1208;1134.7584000000002;498.31936;0.93823;14.8612;14.3272;Austrinus.;38.0
1209;879.5264;545.01376;0.16187;15.4587;8.8986;constellation;36.0
1210;126.48960000000001;626.29888;0.37256;15.7795;14.7066;discovery;40.0
1211;154.88;627.0976;0.22595;14.8731;13.9473;discovery;40.0
1212;290.752;622.71488;0.29114;13.8693;12.4248;was;41.0
1213;344.128;616.704;0.6308;15.2105;13.6821;made;42.0
1214;477.2992;597.26848;0.37207;15.9963;13.866;Hubble's;44.0
1215;570.432;593.1008;0.37195;15.1634;13.8883;Hubble's;44.0
1216;684.5440000000001;609.91488;0.46912;10.2632;12.88;Advanced;45.0
1217;840.7936;611.49184;0.3233;12.7883;12.5683;Camera;46.0
1218;952.4608000000001;607.73376;0.32385;11.5629;11.4266;Surveys,;48.0
1219;1032.8704;612.4032;0.33948;12.6327;12.2787;Surveys,;48.0
1220;1137.3568;601.97888;0.32367;15.3007;13.932;imaged;50.0
1221;1178.2784;594.87232;0.2265;11.3559;8.9918;imaged;50.0
1222;536.6784;699.8528;0.43665;14.2322;11.5253;exoplanet;52.0
1223;688.8704;700.71296;0.38812;15.8473;13.9976;visible;54.0
1224;754.8543999999999;700.8768;0.35559;15.3007;14.3154;visible;54.0
1225;811.52;701.06112;0.48511;14.9071;13.8437;light.;55.0
