;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Sorry,;33;454;116;477;[];0.0;0;;;465.5;;1;694.9643109321065;;;0.0
1;1;could;139;453;210;472;[3871];0.4849;1;14.609;16.107;462.5;3.0;1;602.114545804482;0.4849;15.36;0.4849
2;2;you;228;458;269;477;[3872];0.2752;1;14.8416;15.3011;467.5;5.0;1;542.9556297427421;0.2752;15.07;0.2752
3;3;please;288;453;375;477;[3873];0.3074;1;14.6872;16.2441;465.0;2.5;1;438.0473726314742;0.3074;15.47;0.3074
4;4;clarify;394;453;495;477;[];0.0;0;;;465.0;0.0;1;320.1524584777346;;;0.0
5;5;your;513;458;570;477;[3874];0.2427;1;14.6366;15.8831;467.5;2.5;1;247.4977912413313;0.2427;15.26;0.2427
6;6;task?;589;453;660;472;[3875];0.356;1;14.8725;15.6334;462.5;5.0;1;165.33991130195275;0.356;15.25;0.356
7;7;Would;677;453;750;472;[3876];0.3232;1;15.2637;15.4725;462.5;0.0;1;94.32050821182845;0.3232;15.37;0.3232
8;8;you;768;458;809;477;[];0.0;0;;;467.5;5.0;1;69.80575999999996;;;0.0
9;9;like;828;453;885;472;[3877];0.3076;1;15.1148;15.6279;462.5;5.0;1;77.57719168246291;0.3076;15.37;0.3076
10;10;to;904;454;930;472;[];0.0;0;;;463.0;0.5;1;122.13877954743771;;;0.0
11;11;know;949;453;1006;472;[3878, 3880];0.5818;2;11.8225;15.8871;462.5;0.5;1;160.10127254128113;0.2909;13.85;0.3716
12;12;more;1022;458;1080;472;[];0.0;0;;;465.0;2.5;1;227.2174638300005;;;0.0
13;13;about;1099;453;1169;472;[3879];0.2752;1;15.195;16.0419;462.5;2.5;1;300.9942482329813;0.2752;15.62;0.2752
14;14;the;1189;453;1230;472;[];0.0;0;;;462.5;0.0;1;388.8143637641716;;;0.0
15;15;song;312;555;368;576;[];0.0;0;;;565.5;103.0;2;439.5259907096936;;;0.0
16;16;1993;386;553;442;571;[3881];0.3721;1;14.0576;15.3009;562.0;3.5;2;365.5020913063804;0.3721;14.68;0.3721
17;17;song;462;555;518;576;[3882];0.2913;1;11.9613;13.8377;565.5;3.5;2;289.5655651304858;0.2913;12.9;0.2913
18;18;"""What";538;552;607;571;[];0.0;0;;;561.5;4.0;2;200.51688774100202;;;0.0
19;19;is;627;552;652;571;[3883];0.3396;1;14.7601;14.9936;561.5;0.0;2;155.53635674445255;0.3396;14.88;0.3396
20;20;"Love""";672;553;740;571;[];0.0;0;;;562.0;0.5;2;67.73342711938918;;;0.0
21;21;from;762;553;818;571;[3885];0.2266;1;11.958;14.1803;562.0;0.0;2;6.194240000000036;0.2266;13.07;0.2266
22;22;Haddaway?;836;552;967;576;[3884];0.4041;1;13.6116;14.0388;564.0;2.0;2;29.01905355688911;0.4041;13.83;0.4041
