;nFix;FFD;GPT;TRT;fixProp;text
0;1.0579471588134766;0.3919677436351776;0.5918989777565002;0.3080962002277374;7.392675876617432;a
1;40.90542030334473;7.438600301742554;11.964234828948975;14.56044864654541;150.37189102172852;rubik's
2;21.153173446655273;3.9715263843536377;7.094142436981201;7.271366119384766;83.61910247802734;cube
3;8.88685417175293;2.2045648097991943;2.8557403087615967;3.1024932861328125;48.406455993652344;has
4;4.867464065551758;1.4669119119644165;1.4839383363723755;1.4110827445983887;32.8935661315918;a
5;21.083599090576172;4.132350921630859;7.531937599182129;7.156595706939697;87.59900665283203;total
6;6.543951034545898;1.781815528869629;1.88167142868042;2.217581033706665;39.70331954956055;of
7;357.6106414794922;58.66905665397644;172.38219213485718;146.46099185943604;1046.5211181640625;43,252,003,274,489,856,000
8;36.20802974700928;7.615282773971558;13.221527576446533;13.791844844818115;146.17880249023438;(43
9;39.136653900146484;6.924782991409302;14.04161286354065;13.794370412826538;141.81879043579102;quintillion)
10;21.468441009521484;4.852322101593018;9.217348098754883;7.260030746459961;99.85009765625;possible
11;29.64615535736084;5.949229955673218;19.364316940307617;9.735910415649414;126.78498458862305;states.
12;4.790570259094238;1.2045419216156006;1.142916202545166;1.7244726419448853;27.525747299194336;this
13;17.247831344604492;3.4342970848083496;5.261959552764893;5.745125770568848;74.58110046386719;number
14;11.573348999023438;2.4878880977630615;3.4616692066192627;3.8167989253997803;57.05130386352539;was
15;18.788305282592773;3.826864242553711;5.702123165130615;6.080366611480713;86.546875;determined
16;4.6073079109191895;1.148273229598999;1.4532294273376465;1.5355358123779297;26.768707275390625;by
17;24.157546997070312;4.165009498596191;6.125946521759033;8.172218322753906;89.70171356201172;mathematician
18;24.732707977294922;4.4468278884887695;7.63103723526001;9.607298851013184;85.32275390625;morwen
19;31.900508880615234;4.789861679077148;11.968377113342285;11.940275192260742;92.62898254394531;thistlethwaite
20;16.385547637939453;3.793372392654419;5.6888346672058105;6.060917854309082;75.48351287841797;using
21;15.369621276855469;3.9272983074188232;6.021350860595703;5.3564629554748535;78.95604705810547;group
22;25.04282808303833;5.722163677215576;9.41570234298706;8.735058069229126;121.92594528198242;theory,
23;9.885669708251953;2.768327236175537;3.4606711864471436;3.1980748176574707;59.66053009033203;which
24;4.956737995147705;1.4097775220870972;2.0511507987976074;1.471250295639038;35.0841064453125;is
25;1.639549732208252;0.4399835169315338;0.6135373711585999;0.4566534459590912;11.497228622436523;a
26;17.504924774169922;3.7153587341308594;5.2816314697265625;5.97639799118042;78.58847045898438;branch
27;4.582399368286133;1.169272541999817;1.071201205253601;1.2047030925750732;31.045774459838867;of
28;20.02513313293457;4.260958671569824;6.384829521179199;6.79325532913208;92.0707015991211;mathematics
29;9.25111198425293;2.480238676071167;3.4771289825439453;3.061413049697876;55.23707962036133;that
30;19.275714874267578;3.8960041999816895;12.345760345458984;6.788177490234375;79.02709197998047;studies
31;31.730812072753906;6.978823661804199;24.07388663291931;11.366476774215698;137.51058197021484;symmetry.
32;3.011854648590088;0.8128864765167236;0.46015259623527527;0.9983879923820496;17.766712188720703;to
33;10.909762382507324;2.540919780731201;3.069502830505371;3.78867769241333;52.662776947021484;put
34;9.222281455993652;2.5532264709472656;3.493619441986084;3.2895872592926025;54.251529693603516;this
35;19.264238357543945;3.598670721054077;6.023269176483154;6.503043174743652;77.21651458740234;number
36;10.120973587036133;2.357293128967285;5.0420823097229;3.5385756492614746;50.82535934448242;into
37;27.615464210510254;5.446894407272339;9.305344343185425;9.321104288101196;118.64776802062988;perspective,
38;17.327888011932373;4.258642077445984;6.16910183429718;6.08990740776062;90.72707748413086;it's
39;24.239194869995117;4.2758893966674805;7.3175554275512695;8.411561965942383;91.49951934814453;estimated
40;8.061046600341797;2.0819811820983887;3.053894281387329;2.953097105026245;43.99254608154297;that
41;6.319077014923096;1.6669600009918213;2.080227851867676;2.226468801498413;36.945152282714844;the
42;13.644566535949707;2.85481858253479;3.8816895484924316;4.762216091156006;60.46702575683594;number
