;x;y;duration;pupil_r;pupil_l;word;word_number
1362;628.096;491.8272;2.00562;10.8242;9.4073;;
1363;185.2928;385.57696;0.46918;14.2024;12.1467;core;1.0
1364;315.6096;378.28608;0.40442;14.3634;12.8397;Open;3.0
1365;506.2784;346.70592;0.22693;13.4728;13.1757;is;5.0
1366;635.3792;340.52096;0.25885;14.1283;13.549;written;6.0
1367;789.2095999999999;353.08544;0.27496;13.8462;13.7205;Python,;8.0
1368;956.7232;342.016;0.24274;13.3474;13.2096;uses;11.0
1369;983.6415999999999;340.95104;0.14545;11.892;8.4944;libraries;12.0
1370;1136.896;352.60416;0.29108;8.5324;7.8361;and;13.0
1371;172.56959999999998;473.97888;0.3559;13.1494;11.4351;connects;14.0
1372;300.8896;455.53664;0.25897;11.5362;11.4933;tools;16.0
1373;215.93599999999998;-313.72288;1.45575;9.2253;10.7299;of;2.0
1374;222.15679999999998;-355.80928;1.53644;9.0965;10.7299;of;2.0
1375;220.8768;-348.93824;0.72803;9.3707;10.7299;of;2.0
1376;203.9296;-309.56544;0.95441;9.4483;10.7299;of;2.0
1377;209.1008;-301.74208;1.37488;9.4;10.7299;of;2.0
1378;219.96800000000002;-315.1872;0.22644;9.0937;10.7299;of;2.0
1379;223.488;-305.37728;0.29095;9.3731;10.7299;of;2.0
