;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Ugh,;56;304;108;328;[];0.0;0;;;316.0;;1;745.5585043667427;;;0.0
1;1;do;131;304;157;323;[920];0.4691;1;14.8831;16.6291;313.5;2.5;1;707.544786026704;0.4691;15.76;0.4691
2;2;I;177;305;186;323;[921];0.4694;1;14.7421;15.783;314.0;0.5;1;683.9649817304789;0.4694;15.26;0.4694
3;3;have;206;304;262;323;[919];0.2102;1;14.7598;16.1657;313.5;0.5;1;624.3390619155382;0.2102;15.46;0.2102
4;4;to?;281;305;322;323;[922];0.7763;1;15.3348;16.5009;314.0;0.5;1;579.977020435788;0.7763;15.92;0.7763
5;5;Fine,;342;304;408;327;[923];0.3076;1;15.7493;16.3523;315.5;1.5;1;518.7761995249728;0.3076;16.05;0.3076
6;6;I'll;432;304;486;323;[944, 945];0.6793;2;7.5982;9.2288;313.5;2.0;1;476.5275398479865;0.3397;8.41;0.1295
7;7;explain;506;304;607;328;[924];0.259;1;16.326;16.6142;316.0;2.5;1;420.5959051555;0.259;16.47;0.259
8;8;it;627;304;652;323;[];0.0;0;;;313.5;2.5;1;413.800415941761;;;0.0
9;9;to;671;306;697;323;[925];0.566;1;15.3645;15.4119;314.5;1.0;1;406.9230200339794;0.566;15.39;0.566
10;10;you.;716;309;768;328;[];0.0;0;;;318.5;4.0;1;399.93088;;;0.0
11;11;So,;791;305;828;327;[946];0.3071;1;14.7914;15.3958;316.0;2.5;1;404.52229752335586;0.3071;15.09;0.3071
12;12;basically,;851;304;993;328;[926, 947];0.728;2;14.4783;15.1541;316.0;0.0;1;415.80224558505506;0.364;14.82;0.4692
13;13;the;1016;304;1057;323;[];0.0;0;;;313.5;2.5;1;491.6193001028077;;;0.0
14;14;Earth;1076;304;1147;323;[927, 928, 948, 949];1.2286;4;12.2434;12.8434;313.5;0.0;1;527.9617564119342;0.3072;12.54;0.3234
15;15;has;1166;304;1207;323;[];0.0;0;;;313.5;0.0;1;589.7666794873838;;;0.0
16;16;seasons;34;408;134;422;[929];0.3724;1;14.6183;15.2013;415.0;101.5;2;676.3602930343961;0.3724;14.91;0.3724
17;17;because;153;403;254;422;[];0.0;0;;;412.5;2.5;2;571.9190554559048;;;0.0
18;18;of;273;404;299;422;[930];0.2264;1;14.018;15.2943;413.0;0.5;2;534.4407974636428;0.2264;14.66;0.2264
19;19;its;319;403;359;422;[931];0.7923;1;14.0939;15.283;412.5;0.5;2;486.4576507709323;0.7923;14.69;0.7923
20;20;tilt.;378;403;445;422;[932];0.4202;1;9.834;13.976;412.5;0.0;2;423.0648815413238;0.4202;11.9;0.4202
21;21;Yeah,;467;403;535;426;[];0.0;0;;;414.5;2.0;2;363.3917541078421;;;0.0
22;22;you;558;408;599;427;[];0.0;0;;;417.5;3.0;2;331.1541290601317;;;0.0
23;23;heard;618;403;689;422;[933];0.3236;1;13.722;13.492;412.5;5.0;2;309.70709709913723;0.3236;13.61;0.3236
24;24;me;707;408;734;422;[];0.0;0;;;415.0;2.5;2;305.9477831159664;;;0.0
25;25;right,;756;403;835;427;[934];0.4366;1;13.8154;13.6596;415.0;0.0;2;301.5165554220438;0.4366;13.74;0.4366
26;26;Mom.;857;404;910;422;[935, 937, 940];1.1157;3;13.2685;15.1732;413.0;2.0;2;328.5451414852675;0.3719;14.22;0.3879
27;27;TILT.;932;404;1000;422;[936, 938];0.8573;2;14.7402;15.0658;413.0;0.0;2;362.67686718837535;0.4286;14.9;0.3234
28;28;When;1021;403;1079;422;[939];0.3073;1;14.059;14.8798;412.5;0.5;2;417.2853484051105;0.3073;14.47;0.3073
29;29;the;1098;403;1139;422;[];0.0;0;;;412.5;0.0;2;473.03149788737585;;;0.0
30;30;Earth;1158;403;1229;422;[];0.0;0;;;412.5;0.0;2;520.2430950945668;;;0.0
31;31;tilts;57;502;128;521;[];0.0;0;;;511.5;99.0;3;643.4007489532277;;;0.0
32;32;towards;147;502;248;521;[941, 942];0.8252;2;10.4952;14.1142;511.5;0.0;3;531.1804625111641;0.4126;12.3;0.4692
33;33;the;267;502;308;521;[];0.0;0;;;511.5;0.0;3;476.49424314840815;;;0.0
34;34;Sun,;327;503;379;525;[];0.0;0;;;514.0;2.5;3;411.70334552147415;;;0.0
35;35;we;400;507;428;521;[];0.0;0;;;514.0;0.0;3;372.06843960966955;;;0.0
36;36;get;446;504;488;526;[943];0.3074;1;7.5982;9.4171;515.0;1.0;3;320.7564417959121;0.3074;8.51;0.3074
37;37;summer.;508;507;604;521;[];0.0;0;;;514.0;1.0;3;246.10341678565612;;;0.0
38;38;When;625;502;683;521;[];0.0;0;;;511.5;2.5;3;213.91531911851098;;;0.0
39;39;it;703;502;728;521;[];0.0;0;;;511.5;0.0;3;207.13600303562487;;;0.0
40;40;tilts;747;502;818;521;[];0.0;0;;;511.5;0.0;3;207.16205191485818;;;0.0
