;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;The;176;502;218;521;[];0.0;0;;;511.5;;1;436.90915317653116;;;0.0
1;1;Honda;237;502;308;521;[1907];0.6146;1;14.362;15.4821;511.5;0.0;1;348.67058397495134;0.6146;14.92;0.6146
2;2;Accord;325;502;413;521;[];0.0;0;;;511.5;0.0;1;247.3351413152478;;;0.0
3;3;was;430;507;473;521;[1908];0.3079;1;13.8142;16.0485;514.0;2.5;1;191.21292877165394;0.3079;14.93;0.3079
4;4;the;492;502;533;521;[];0.0;0;;;511.5;2.5;1;138.38387236030653;;;0.0
5;5;most;551;504;608;521;[1909];0.3071;1;14.403;15.1871;512.5;1.0;1;86.65873371699824;0.3071;14.8;0.3071
6;6;purchased;627;502;758;526;[1910, 1914];0.5822;2;14.4373;15.7438;514.0;1.5;1;71.82144000000005;0.2911;15.09;0.291
7;7;car;777;507;818;521;[1911];0.3236;1;14.154;14.2888;514.0;0.0;1;150.05374013810388;0.3236;14.22;0.3236
8;8;in;838;502;863;521;[];0.0;0;;;511.5;2.5;1;204.84782676277925;;;0.0
9;9;the;882;502;923;521;[];0.0;0;;;511.5;0.0;1;246.19021290342477;;;0.0
10;10;US;942;503;969;521;[1912];0.5499;1;13.7001;14.3049;512.0;0.5;1;303.77184354286953;0.5499;14.0;0.5499
11;11;in;988;502;1013;521;[];0.0;0;;;511.5;0.5;1;348.4708196240162;;;0.0
12;12;2022.;1032;503;1099;521;[1913];0.3882;1;14.1648;15.0504;512.0;0.5;1;391.5084940706058;0.3882;14.61;0.3882
