;x;y;duration;pupil_r;pupil_l;word;word_number
3870;629.2352000000001;495.89248;1.14844;14.6635;12.819;;
3871;135.04;475.77088;0.48486;16.107;14.609;could;1.0
3872;247.91039999999998;467.65056;0.27515;15.3011;14.8416;you;2.0
3873;356.6336;472.59648;0.30737;16.2441;14.6872;please;3.0
3874;519.36;442.03008;0.24268;15.8831;14.6366;your;5.0
3875;618.0736;456.2944;0.35596;15.6334;14.8725;task?;6.0
3876;757.9904;450.97984;0.32324;15.4725;15.2637;Would;7.0
3877;892.8256;450.304;0.30762;15.6279;15.1148;like;9.0
3878;1000.2816;445.82912;0.37158;16.2019;14.9162;know;11.0
3879;1140.0448000000001;448.47104;0.27515;16.0419;15.195;about;13.0
3880;1005.1072;465.408;0.21021;15.5723;8.7288;know;11.0
3881;404.8128;543.76448;0.37207;15.3009;14.0576;1993;16.0
3882;496.2432;564.35712;0.29126;13.8377;11.9613;song;17.0
3883;657.6512;559.77984;0.3396;14.9936;14.7601;is;19.0
3884;872.576;547.92192;0.40405;14.0388;13.6116;Haddaway?;22.0
3885;807.4496;546.80576;0.22656;14.1803;11.958;from;21.0
