;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;If;209;398;222;417;[];0.0;0.0;0;;;407.5;;1;407.7812992576016;;;[]
1;1;Pinocchio;230;398;311;418;[3348];0.3718;0.3718;1;9.5649;11.2967;408.0;0.5;1;321.382516799246;10.43;0.3718;[0.0]
2;2;said,;320;398;360;422;[];0.0;0.0;0;;;410.0;2.0;1;273.41690808034826;;;[]
3;3;"""I";370;398;383;417;[];0.0;0.0;0;;;407.5;2.5;1;253.4605342537919;;;[]
4;4;am;391;403;417;418;[];0.0;0.0;0;;;410.5;3.0;1;221.67747856789063;;;[]
5;5;currently;426;398;505;422;[3349];0.2589;0.2589;1;11.8283;12.3011;410.0;0.5;1;143.36810532408387;12.06;0.2589;[7.722879999999975]
6;6;"lying,""";514;398;569;422;[3347];0.3718;0.3718;1;8.9311;10.9617;410.0;0.0;1;100.03299067916345;9.95;0.3718;[94.05632000000003]
7;7;it;578;399;589;418;[];0.0;0.0;0;;;408.5;1.5;1;95.38161932058817;;;[]
8;8;would;596;398;647;418;[];0.0;0.0;0;;;408.0;0.5;1;90.40575999999999;;;[]
9;9;lead;656;398;691;418;[3350];0.3716;0.3716;1;12.9034;12.7327;408.0;0.0;1;97.53158516202633;12.82;0.3716;[52.54906191841678]
10;10;to;699;400;716;418;[];0.0;0.0;0;;;409.0;1.0;1;120.45163886065475;;;[]
11;11;a;724;403;732;418;[];0.0;0.0;0;;;410.5;1.5;1;138.25106619559065;;;[]
12;12;paradox;742;398;813;422;[3351];0.4689;0.4689;1;13.6004;12.2727;410.0;0.5;1;149.9851273434056;12.94;0.4689;[45.21152000000001]
13;13;where;821;398;874;418;[];0.0;0.0;0;;;408.0;2.0;1;220.93851204400193;;;[]
14;14;he;883;398;902;418;[3353];0.372;0.372;1;13.365;12.7865;408.0;0.0;1;278.66759930823963;13.08;0.372;[53.14965870436421]
15;15;is;911;399;923;418;[3352, 3354];0.5983;0.5013;2;12.0211;11.4386;408.5;0.5;1;305.28832618398235;11.73;0.2991;[37.01600000000002, 57.8544]
16;16;simultaneously;931;398;1065;422;[];0.0;0.0;0;;;410.0;1.5;1;323.3535588550365;;;[]
17;17;telling;240;503;293;527;[];0.0;0.0;0;;;515.0;105.0;2;326.4048;;;[]
18;18;a;302;508;310;522;[];0.0;0.0;0;;;515.0;0.0;2;309.4048;;;[]
19;19;lie;320;503;338;522;[3355];0.3235;0.3235;1;10.8914;10.9027;512.5;2.5;2;281.4048;10.9;0.3235;[0.0]
20;20;and;346;503;377;522;[];0.0;0.0;0;;;512.5;0.0;2;242.40480000000002;;;[]
21;21;telling;385;503;438;527;[];0.0;0.0;0;;;515.0;2.5;2;181.40480000000002;;;[]
22;22;the;447;503;475;522;[3356];0.6145;0.6145;1;11.4774;10.972;512.5;2.5;2;144.40480000000002;11.22;0.6145;[7.035840000000007]
23;23;truth.;482;503;530;522;[];0.0;0.0;0;;;512.5;0.0;2;89.40480000000002;;;[]
24;24;Whether;540;503;615;522;[3364];0.4529;0.4529;1;11.5219;10.6719;512.5;0.0;2;4.404800000000023;11.1;0.4529;[7.476159999999993]
25;25;his;623;503;647;522;[3357, 3358, 3359, 3366];1.3109;0.2753;4;12.1644;11.0796;512.5;0.0;2;3.595199999999977;11.62;0.3277;[29.927113739991704, 28.13964201210812, 42.36383999999998, 3.595199999999977]
26;26;nose;655;508;695;522;[];0.0;0.0;0;;;515.0;2.5;2;35.59519999999998;;;[]
27;27;grows;703;508;756;527;[3360];0.3557;0.3557;1;12.1112;11.7456;517.5;2.5;2;83.59519999999998;11.93;0.3557;[49.40159999999997]
28;28;would;764;503;814;522;[];0.0;0.0;0;;;512.5;5.0;2;144.59519999999998;;;[]
29;29;depend;823;503;887;527;[3361];0.3722;0.3722;1;11.9649;12.1695;515.0;2.5;2;203.59519999999998;12.07;0.3722;[15.616960000000006]
30;30;on;896;508;916;522;[3362];0.2425;0.2425;1;11.5763;10.6719;515.0;0.0;2;276.5952;11.12;0.2425;[51.96267992473059]
31;31;the;925;503;952;522;[];0.0;0.0;0;;;512.5;2.5;2;305.5952;;;[]
32;32;author's;960;503;1032;522;[];0.0;0.0;0;;;512.5;0.0;2;340.5952;;;[]
33;33;interpretation.;576;608;702;632;[3363];0.5339;0.5339;1;11.1313;10.6719;620.0;107.5;3;99.59424000000001;10.9;0.5339;[12.3904]
