text;attention
Although;0.01880915957375321
C#;0.02418375010957432
(pronounced;0.024273720972680712
C;0.013716193624450748
sharp);0.021955204473575993
is;0.0188924076608676
a;0.016668181872012213
general-purpose;0.02135559395400551
high-level;0.026409299713941393
programming;0.011768521429831992
language;0.01636314347776233
that;0.017264400549383975
is;0.011978911979979856
used;0.011993296261102524
widely;0.012058372540104466
used;0.011324927202971942
it;0.02095033628981968
is;0.014783105234125063
hard;0.013432128061172508
to;0.011879646329159733
say;0.014847380223556932
whever;0.028762082268736302
C#;0.020859764414065927
is;0.0204483469429789
a;0.014576779217290147
good;0.01336140941672746
language;0.016183849114053833
as;0.020079321443082533
each;0.013586413281263145
popular;0.01130202979924814
high;0.011293817916751017
level;0.012114281699624772
language;0.015618198072459727
comes;0.01663213099525675
with;0.013021058432490084
its;0.013107745226580488
own;0.012129609327155977
pros;0.02346980681745715
and;0.014081699291481148
cons.;0.06295043447270418
Could;0.015016941733623496
you;0.013544104192645004
tell;0.012360580149547558
me;0.014861754711196232
what;0.014417949134502417
features;0.016885047076311343
you;0.01673239500365182
consider;0.014299637420983155
good;0.015468512631663439
within;0.013849394012862365
a;0.016082659461971172
programming;0.011426047193674856
language;0.01415227391293343
so;0.018567618312644536
i;0.014676711420610215
can;0.012693986353915204
better;0.011068244651806274
assist;0.012770158257631095
you?;0.0326395246845861
