;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;The;225;188;258;208;[];0.0;0.0;0;;;198.0;;1;721.9917609182022;;;[]
1;1;warning;266;189;335;213;[4723.0, 4724.0, 4725.0];0.9219;0.2268;3;7.1203;20.1201;201.0;3.0;1;682.25455691682;13.62;0.3073;[22.45409846968701, 42.1584, 36.86431999999999]
2;2;you;344;193;375;213;[4726.0];0.0644;0.0644;1;7.3908;20.3511;203.0;2.0;1;666.6339448556205;13.87;0.0644;[20.425279999999987]
3;3;are;383;193;411;208;[];0.0;0.0;0;;;200.5;2.5;1;659.09375511665;;;[]
4;4;receiving;419;189;498;213;[4727.0];0.3074;0.3074;1;7.1393;18.2565;201.0;0.5;1;632.1852099138088;12.7;0.3074;[83.55872]
5;5;is;507;189;519;208;[4728.0];0.0647;0.0647;1;6.9548;17.9439;198.5;2.5;1;633.4621734829685;12.45;0.0647;[76.46098132463642]
6;6;because;528;188;599;208;[4729.0];0.2585;0.2585;1;6.899;17.7051;198.0;0.5;1;625.9180435438544;12.3;0.2585;[47.526206785494665]
7;7;you;607;193;638;213;[];0.0;0.0;0;;;203.0;5.0;1;620.61792;;;[]
8;8;are;646;193;674;208;[];0.0;0.0;0;;;200.5;2.5;1;626.2272766606118;;;[]
9;9;using;682;189;727;213;[4730.0];0.4529;0.4529;1;7.1052;19.3596;201.0;0.5;1;623.8701829978464;13.23;0.4529;[28.308904473214774]
10;10;a;736;193;745;208;[];0.0;0.0;0;;;200.5;0.5;1;636.5783989688673;;;[]
11;11;deprecated;753;188;851;213;[4731.0];0.3235;0.3235;1;6.7933;18.9808;200.5;0.0;1;635.0503378739094;12.89;0.3235;[0.0]
12;12;method;861;188;927;208;[4732.0, 4733.0];0.7761;0.4851;2;6.7097;18.6947;198.0;2.5;1;671.0155423190781;12.7;0.3881;[0.0, 74.21440000000001]
13;13;of;936;188;953;208;[];0.0;0.0;0;;;198.0;0.0;1;701.6264946777355;;;[]
14;14;managing;960;189;1046;213;[];0.0;0.0;0;;;201.0;3.0;1;708.4280347598946;;;[]
15;15;your;213;298;253;318;[];0.0;0.0;0;;;308.0;107.0;2;631.9532960858472;;;[]
16;16;apt's;260;293;302;318;[4734.0];0.6953;0.6953;1;7.3876;21.4198;305.5;2.5;2;604.9451628319433;14.4;0.6953;[40.4052815443526]
17;17;keyring;311;293;375;318;[];0.0;0.0;0;;;305.5;0.0;2;570.1719505848797;;;[]
18;18;file.;383;293;414;313;[4735.0];0.2585;0.2585;1;7.2667;20.6969;303.0;2.5;2;559.298247837204;13.98;0.2585;[65.79488]
19;19;The;423;293;455;313;[];0.0;0.0;0;;;303.0;0.0;2;545.6521826528017;;;[]
20;20;apt-key;463;293;531;318;[4736.0];0.2913;0.2913;1;6.8991;19.297;305.5;2.5;2;522.9696393040101;13.1;0.2913;[83.09024]
21;21;command;539;293;625;313;[4737.0];0.2752;0.2752;1;6.6398;18.8129;303.0;2.5;2;520.61792;12.73;0.2752;[35.69952000000001]
22;22;is;635;298;647;313;[];0.0;0.0;0;;;305.5;2.5;2;520.8831120642773;;;[]
23;23;no;655;298;675;313;[4738.0];0.2915;0.2915;1;6.6847;18.5172;305.5;0.0;2;521.9041908566805;12.6;0.2915;[76.46784]
24;24;longer;684;293;739;318;[];0.0;0.0;0;;;305.5;0.0;2;519.7766047387728;;;[]
25;25;supported,;747;293;842;318;[4739.0];0.2749;0.2749;1;6.9548;10.5648;305.5;0.0;2;531.4176681610863;8.76;0.2749;[47.86464000000001]
26;26;and;851;293;881;313;[];0.0;0.0;0;;;303.0;2.5;2;570.2233867825543;;;[]
27;27;instead;891;293;953;313;[4740.0];0.2749;0.2749;1;7.2634;17.2248;303.0;0.0;2;587.676991921384;12.24;0.2749;[33.755841057191866]
28;28;you;962;298;992;318;[4741.0];0.2915;0.2915;1;7.4512;20.1228;308.0;5.0;2;619.6256886490153;13.79;0.2915;[7.488639999999975]
29;29;should;1001;293;1058;313;[];0.0;0.0;0;;;303.0;5.0;2;646.0963324719979;;;[]
30;30;use;248;403;277;418;[];0.0;0.0;0;;;410.5;107.5;3;537.8467309873384;;;[]
