text;attention
Kevin;0.02964057274129115
the;0.021729693984091584
Banana;0.02120352139785058
was;0.017053450994913805
mad;0.01655892412368775
as;0.014951077539754403
can;0.016182015969284164
"be;";0.02055945186770392
He;0.016827024603676903
had;0.014462575590131005
no;0.014701967644654148
eyes;0.015546452380794995
and;0.014686241009861031
couldn't;0.059031591512859076
see.;0.018071090304751136
No;0.015228976314278603
nose;0.01458550896338165
to;0.014296686049714501
scrunch,;0.016415116831352577
no;0.014135009864822952
mouth;0.014175956915629905
to;0.014020447030694995
shout!;0.01780458391184373
He;0.01475298706346934
couldn't;0.019546598400777892
remember;0.014701281951544968
what;0.014405522673042574
he;0.014398742385922838
was;0.014238978880816901
angry;0.015517550943632602
about.;0.016143371058268775
But;0.014380295414102802
he;0.014231163353167224
sure;0.014165455455339346
was;0.014065337559835718
angry,;0.015296558304725105
angry;0.014283925119753096
at;0.014229404788110623
something.;0.015702581319170916
It;0.014685584279569194
wasn't;0.01657955059061637
the;0.014033902141680451
apple;0.014297338278051016
or;0.013961208532573906
chicken;0.014474344213211308
dumpling.;0.015747526859585057
The;0.0140967302231441
more;0.01408580180101934
he;0.013963809746695185
waited,;0.014718809306081888
the;0.013863454700155122
angrier;0.014555706355004121
he;0.013861729593133264
grew...;0.014503424070762458
Then;0.013898300183312217
he;0.013880970548980664
remembered:;0.014210428397840086
he;0.01378389414007386
was;0.013716579210983107
angry;0.013763458393619785
at;0.013666475660410958
you!;0.013723280554790995
