text;attention
Good;1.7061025106335804e-09
evening,;2.2776966154654297e-09
sir/madam.;0.9999999344302052
Welcome;1.6615665163948105e-09
to;1.4226091990517756e-09
our;1.3388769457590538e-09
restaurant.;2.036417709800066e-09
May;1.4570770062126738e-09
I;1.5574224971531311e-09
start;1.4439825299477029e-09
you;1.4893312015651653e-09
off;1.4428147790098655e-09
with;1.4514554023085065e-09
a;1.3334443756834516e-09
drink;1.4547682747895071e-09
or;1.4570943977400774e-09
perhaps;1.3620943032904146e-09
an;1.3103917350764737e-09
appetizer;1.7976813150030071e-09
to;1.3955326624050114e-09
whet;1.5510561427849757e-09
your;1.2990083061895145e-09
appetite?;2.0621920367881022e-09
And;1.4624744550344962e-09
for;1.3551884423662405e-09
your;1.3048890919811488e-09
entree,;1.785531868751816e-09
may;1.3403753920430482e-09
I;1.4316293065660356e-09
suggest;1.376870997253284e-09
any;1.3398379624343284e-09
of;1.2818699346937983e-09
our;1.3346931852992833e-09
specialties;1.403074728906648e-09
or;1.4025293806446639e-09
would;1.3067630986305809e-09
you;1.336702617301949e-09
like;1.3351836457130147e-09
to;1.2930116635037272e-09
take;1.2800301057585529e-09
a;1.2650206424797258e-09
moment;1.3347093845631623e-09
to;1.3060877406086044e-09
peruse;1.37511160669713e-09
our;1.275248114773163e-09
menu?;1.3343450779181759e-09
