text;attention
There;0.6788832369172525
is;0.008042477396354088
a;0.004024879347548802
continuum;0.0062754193791019755
of;0.003481166675552277
sorts;0.003897773151381586
between;0.003972128875263474
very;0.0033513694431855927
small;0.0036841429350724098
stars;0.005322571688766667
(Red;0.004716252819500865
Dwarves);0.014272655139728611
and;0.0032410447241665676
very;0.003144424451551909
large;0.003163568219760843
planets;0.005540608202967648
(Gas;0.004418023259946109
Giants).;0.008861313746221709
In;0.0051798243510563025
between;0.003446469666315355
these;0.003023908919721592
two,;0.003870640999600716
there;0.003447422561955225
are;0.002930266462114192
the;0.0029076690282316777
Brown;0.003809635183168883
Dwarves,;0.009937733220823032
also;0.0030929364090880895
known;0.0034208789357919075
as;0.002786044327136979
"""failed";0.0033330846424975548
"stars"".";0.005281265374058846
Different;0.004202545156181151
parts;0.0036430770466111856
of;0.0030697273286107653
the;0.0029320174024115332
fusion;0.003174477747013654
chain,;0.004352190389480957
starting;0.003024730695982875
with;0.0028804691973460354
hydrogen;0.0036269745190431373
and;0.002777491030681358
eventually;0.002779019821479925
ending;0.002887352020448444
with;0.0027823343979027164
iron,;0.0038575573228253396
take;0.003070479381704721
different;0.002952642958837587
amounts;0.0031373311269850914
of;0.0029404341509003625
energy;0.0031907982193284863
to;0.0028568048980800007
produce.;0.0038556360029596997
Brown;0.003126303464142575
dwarves;0.0037930215204854973
are;0.002795820522964025
not;0.0027531577958203463
able;0.0029606796928078522
to;0.0027324450707907465
complete;0.0028048595991804776
the;0.0027041133587795375
entire;0.0027304464844505566
fusion;0.0027578012525423276
chain,;0.003143454784389954
and;0.002751848150725921
eventually;0.002728347546379852
fizzle;0.0031903499101737665
out.;0.003328520904581906
The;0.0027624235205942656
precise;0.0027524319907678307
classification;0.00296686074218089
of;0.002736011503864079
these;0.0027014599435967322
objects;0.0027922965402038167
can;0.0027565403319473286
vary;0.00276212582293775
between;0.002715107923361422
sources,;0.003006435478130816
but;0.0027216843749543673
arguably;0.00305693993806679
these;0.002679278190122809
are;0.0026620906854321895
the;0.002649701555062753
sorts;0.0027210959267230735
of;0.002639314049853422
objects;0.0026626075731371653
you;0.002663198969084346
describe;0.0026689401912347544
in;0.002622940488337586
your;0.0026106427372136164
question.;0.0026337741952779325
