;rejected;chosen;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.2734860141074649;0.2889705450953054;0.1331659577415058;0.3365685346460985;0.3760928576338866;0.210233610735207;0.3553908103946978;0.2812253667809808;0.3474861759373084;0.2495622203562424;0.2784122386548712;0.2169335745123055;0.310040556749769;0.2569215081139947;0.2105926792256734;0.2132458144840022;0.3975159819410312;0.2127491645830821;0.2970834419521718
2;0.2684269379142117;0.2427353444307032;0.1442710389511084;0.2216941376402774;0.2878180352483959;0.2132907301507249;0.2794507393678577;0.2202394358654989;0.2746649665551098;0.2514855349964485;0.2408559107634209;0.2168709870242019;0.233642137278789;0.2563240634637804;0.2252641980886104;0.2271102233749165;0.2747803348040095;0.2287800973012773;0.2504241608686345
3;0.2021389970095545;0.2379398873226486;0.1425743548833402;0.252406031582992;0.3283345002597427;0.1986199077885363;0.3052356826878576;0.2094958323936881;0.3301901077568012;0.2233570520285344;0.2151724484361313;0.2149495265339732;0.2425240787808356;0.2230206287514917;0.2130135004043751;0.2196254939393885;0.336395165567319;0.2146095282547736;0.241399349073912
4;0.2380009513202721;0.319804306655922;0.2308101761723545;0.2921259627052923;0.3575879727816258;0.2739994105316475;0.3180285942293291;0.3038479344468108;0.2931725586530948;0.3043728470463138;0.274645193276561;0.2790623300966804;0.2948617907547059;0.2834684319464329;0.2786802426315785;0.2836350406837142;0.338010366999045;0.2729065438147866;0.2996893689919413
5;0.1228625405034476;0.2907517573257014;0.1445303405247;0.2726555105233235;0.3207278209833529;0.211675945405969;0.3078352990842071;0.2199387774429766;0.3003814431986956;0.2146637479808668;0.2084648576868407;0.208519601513999;0.2251961372756753;0.1989368161777778;0.2064594862270796;0.210239530754786;0.3310654699024365;0.2055132575946219;0.2093111851979819
6;0.3047940849077737;0.2842078186383843;0.1837367729694278;0.3220448531497122;0.3474648694377797;0.2623138988058971;0.3675916908088264;0.2861917867039644;0.3645341271810873;0.2737146181233836;0.2638580010415099;0.2534348605233892;0.2864510789073405;0.2699425606430156;0.2476820958795075;0.2534640784188279;0.3668062936777101;0.2475887533007781;0.3010016465107133
7;0.2449257012748728;0.2219337775502328;0.1639898509108341;0.3004679303733338;0.3504497370001819;0.2178928175298114;0.3442478843206022;0.2393602178850878;0.3464965290607197;0.2275098036972835;0.2278156048986791;0.220801832564227;0.2475491470401859;0.2476048747121325;0.2217579978807565;0.2226550649718584;0.3547524811459676;0.2362983663341242;0.2419846807415102
8;0.3828632519976395;0.441455771973856;0.2634160381090201;0.3391124916504052;0.4526570066185894;0.3941291434021624;0.3410263035089457;0.3823382128656166;0.3729437604913856;0.412573126203443;0.4070063959306803;0.3845399768322223;0.3929981784520484;0.4308341118831093;0.379424826659086;0.3694112444789414;0.4358937272319346;0.3790519453689819;0.3858044448399518
mean;0.2546873098794046;0.2909749011240942;0.17581181628278636;0.2921344315339294;0.35264159999544437;0.24776943304374444;0.3273508755502904;0.267829695548078;0.3287337086042753;0.26965486880406453;0.2645288313360868;0.2493890862001248;0.2791578881549187;0.2708816244614669;0.24785937837458338;0.24992331138830437;0.3544024776586817;0.2496872070690532;0.2783372847721021
std;0.07558793202227981;0.06910853991044004;0.04750734157904443;0.04151594767207712;0.04843335832154605;0.06494994200626852;0.02959091281712654;0.058184249308981195;0.03565182380534137;0.06472469699639637;0.06333909427154215;0.05969810844544982;0.0554692408232774;0.06985643712515578;0.058270602325415984;0.05415371915939282;0.048004227949522124;0.056620724705797924;0.054902330834639905
