;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Tam;209;451;249;470;[];0.0;0.0;0;;;460.5;;1;453.4718995560964;;;[]
1;1;just;256;451;291;475;[2655.0];0.3882;0.3882;1;12.6816;12.9755;463.0;2.5;1;411.41149095159506;12.83;0.3882;[25.179840000000013]
2;2;trying;298;451;348;475;[];0.0;0.0;0;;;463.0;0.0;1;354.4133390365188;;;[]
3;3;to;357;452;373;470;[2656.0];0.3235;0.3235;1;12.6172;13.9283;461.0;2.0;1;329.4989585522455;13.27;0.3235;[6.3040000000000305]
4;4;predict;382;450;443;475;[2657.0];0.226;0.226;1;12.0903;12.0825;462.5;1.5;1;259.41822389148837;12.09;0.226;[0.0]
5;5;the;450;450;478;470;[];0.0;0.0;0;;;460.0;2.5;1;224.54523750686496;;;[]
6;6;sequence;486;456;569;475;[2658.0, 2661.0, 2662.0];0.8737;0.2589;3;12.6028;13.034;465.5;5.5;1;133.43543340138103;12.82;0.2912;[1.9996800000000121, 50.588160000000016, 0.0]
7;7;of;577;450;594;470;[2659.0, 2660.0];0.6953;0.4043;2;13.1428;12.7818;460.0;5.5;1;108.70033894617991;12.96;0.3477;[0.0, 21.302400000000034]
8;8;text;600;452;635;470;[2667.0];0.3073;0.3073;1;11.6001;8.5217;461.0;1.0;1;67.88198352298198;10.06;0.3073;[36.95168000000001]
9;9;that;642;450;677;470;[2663.0];0.2425;0.2425;1;12.7521;11.9753;460.0;1.0;1;26.652648780457053;12.36;0.2425;[29.228160000000003]
10;10;will;684;450;711;470;[2668.0];0.291;0.291;1;14.192;13.2878;460.0;0.0;1;8.074880000000007;13.74;0.291;[8.074880000000007]
11;11;result;721;450;770;470;[];0.0;0.0;0;;;460.0;0.0;1;20.27717157333342;;;[]
12;12;in;778;451;792;470;[];0.0;0.0;0;;;460.5;0.5;1;76.03001832838397;;;[]
13;13;the;800;450;828;470;[2664.0];0.3235;0.3235;1;11.9121;11.7133;460.0;0.5;1;97.93346561321316;11.81;0.3235;[89.68961299043723]
14;14;highest;836;450;901;475;[];0.0;0.0;0;;;462.5;2.5;1;133.63538037142112;;;[]
15;15;reward;909;450;968;470;[2665.0];0.3883;0.3883;1;12.7231;11.9833;460.0;2.5;1;206.75774154070848;12.35;0.3883;[59.72288000000003]
16;16;outputted;977;450;1062;475;[2666.0];0.4368;0.4368;1;12.4834;11.0786;462.5;2.5;1;274.6172152051186;11.78;0.4368;[25.28576000000004]
17;17;by;535;555;555;580;[];0.0;0.0;0;;;567.5;105.0;2;166.26555291765757;;;[]
18;18;the;562;555;590;575;[];0.0;0.0;0;;;565.0;2.5;2;136.20291511937032;;;[]
19;19;reward;599;555;658;575;[];0.0;0.0;0;;;565.0;0.0;2;88.81910879430393;;;[]
20;20;function.;667;555;743;575;[];0.0;0.0;0;;;565.0;0.0;2;76.92511999999999;;;[]
