text;attention
There;8.977076819446823e-16
are;4.2431124036897836e-16
different;4.678060424873044e-16
strategies;5.754738991950705e-16
to;4.468188996983637e-16
begin;4.595222249991212e-16
an;4.46700926722752e-16
essay.;0.9999999999999625
In;6.040731355827712e-16
general;4.472954889424765e-16
it;4.469909653364251e-16
is;3.995274471633971e-16
common;4.181670228278152e-16
to;4.476434488342913e-16
start;4.281545778948767e-16
by;4.554005656870876e-16
creating;4.4044075275853607e-16
awareness;5.719032352054252e-16
for;4.471106671997964e-16
the;3.978755135816038e-16
topic.;6.0891014112426e-16
Introductions;6.767336142081226e-16
often;4.4062640886721564e-16
contain;4.845296632621744e-16
statistics,;6.097751843133023e-16
quotes,;5.11077557156625e-16
personal;4.1389675637721686e-16
experiences;4.3964858702960087e-16
or;4.215448531705395e-16
open;3.9965010947762067e-16
questions.;5.734459489693173e-16
In;4.1374486535282416e-16
the;3.9541754799438e-16
case;4.2196042886682175e-16
of;4.223755268153364e-16
your;4.376698449761469e-16
main;4.1054680037440923e-16
idea;4.745473507609123e-16
one;4.619040735383335e-16
could;4.352841265768544e-16
start;4.1465210525797966e-16
with:;5.573553888780151e-16
Is;4.634931939319095e-16
it;4.219544807441976e-16
only;4.373789068884967e-16
my;4.576760119041628e-16
experience;4.74090750021447e-16
or;4.2106853819516748e-16
are;4.2075877789447643e-16
people;4.622736406914458e-16
less;4.2295791098413657e-16
concentrated?;6.03000335879181e-16
As;4.318810542673424e-16
I;4.326450989138099e-16
got;4.223379225216886e-16
out;4.2282978036195394e-16
of;4.1568733999930303e-16
my;3.998461061137932e-16
car;4.80235501081008e-16
today;4.568415331148106e-16
someone;5.125687400684673e-16
almost;4.2684191858929784e-16
crashed;5.121094975265489e-16
into;4.353560454485946e-16
me;4.516369934917097e-16
with;4.1690192145895863e-16
his;4.2995728639885666e-16
bike.;5.701416353290629e-16
I;4.093804651215601e-16
asked;4.2355716060831484e-16
myself;4.3886172400574154e-16
how;4.2978092242574924e-16
can;4.125042773203596e-16
it;4.0783230600131667e-16
be;4.017310831415875e-16
that;4.178004634018488e-16
he;4.350454141425397e-16
drove;4.358431904540597e-16
that;4.0065995252567737e-16
close;4.1359020125424535e-16
to;3.9920886965789054e-16
me...;3.9787535720934565e-16
