text;attention
It;0.010758750752682613
is;0.009741849612600072
generally;0.010270568646423103
not;0.00901057383236168
recommended;0.012778327620982957
to;0.01002108460265186
charge;0.012017205793249669
a;0.009042157468472922
laptop;0.012948495370614327
battery;0.011878856375578572
with;0.01069073950772491
a;0.00933109760237626
power;0.009266951238587092
supply;0.012572581718099213
that;0.01088251237117681
has;0.009315361489830006
a;0.008910333197674434
higher;0.010233424697033677
voltage;0.013011744760496751
than;0.011387985013585466
what;0.009921020499533306
is;0.008913139293409398
specified;0.012864989490368491
for;0.00920251835323775
the;0.009436892293473317
battery.;0.023597697253094605
Using;0.011433190758868244
a;0.009427256264523046
12-volt;0.021435739014079844
power;0.008544516422356188
supply;0.011358383406588285
to;0.00962531877671401
charge;0.01000558523478382
an;0.009081406890251352
11-volt;0.02194315997252404
laptop;0.009379515056149776
battery;0.010061092178859586
can;0.010178008268923266
potentially;0.010157978307723942
damage;0.012759642844466545
the;0.009278710009833395
battery;0.009548528927304165
or;0.009383628842270873
the;0.009183286362426464
device;0.010146816080345079
it;0.00878023543346323
powers.;0.020421326390333016
It's;0.017541341372234308
best;0.01109185910052916
to;0.009544304591343731
use;0.01069186744260597
a;0.009170893869325927
power;0.008435489936402843
supply;0.011236106644918958
with;0.009672605003126968
the;0.00849241894537035
correct;0.010070244877117053
voltage;0.011419538483975285
for;0.009444321674341739
your;0.00921873679433546
laptop;0.008862679459184985
battery,;0.011493543167853743
which;0.009760144187778276
is;0.008878007657932925
usually;0.009390127732217228
specified;0.012767544195803181
on;0.010401084536848518
the;0.008617346900498406
battery;0.008856690390567882
itself;0.008924061473240895
or;0.00900664801978402
in;0.009800664633337461
the;0.008526916096791914
device's;0.01152274099126028
manual.;0.013406521411222075
If;0.009615718596007508
you're;0.012109883366280584
unsure,;0.012653582300046259
it's;0.010280342283569817
best;0.008887556114273918
to;0.008308632158919577
consult;0.00969395777776713
with;0.008579168118973959
a;0.008265628778886787
professional;0.009215117259191165
or;0.008207135790561837
manufacturer;0.008816007938507895
to;0.008479600443105959
avoid;0.009489800504378861
any;0.00835373908769859
potential;0.00840699860871264
harm;0.009156303008358489
to;0.008527203513507496
your;0.008086632833821262
device.;0.008482357629373464
