number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;In
1;0.0;0.0;0.0;0.0;0.0;0.0;order
2;0.1859;0.1859;0.5;0.03546626984126984;0.04119119895415568;0.03333333333333333;to
3;0.25085;0.25085;1.0;0.06548516026925552;0.10042441913293226;0.075;make
4;0.0;0.0;0.0;0.0;0.0;0.0;it
5;0.27515;0.27515;1.0;0.06699758853426603;0.09786292429160541;0.075;personalized,
6;0.0;0.0;0.0;0.0;0.0;0.0;I
7;0.1295;0.1295;0.5;0.024706196581196577;0.02869424564046886;0.03333333333333333;will
8;0.65555;0.2913;2.0;0.13957084860752608;0.10144139585217353;0.14166666666666666;need
9;0.12135;0.12135;0.5;0.023151327838827836;0.026888391571203832;0.03333333333333333;more
10;0.26675;0.26675;1.0;0.06433250171893055;0.09329879437202289;0.075;information.
11;0.1133;0.1133;0.5;0.036119612343789846;0.06200065667067966;0.041666666666666664;Please
12;0.1864;0.1864;0.5;0.03556166056166056;0.041301987547362126;0.03333333333333333;remember
13;0.0;0.0;0.0;0.0;0.0;0.0;not
14;0.2667;0.2667;0.5;0.05088141025641025;0.05909463561631695;0.03333333333333333;to
15;0.0;0.0;0.0;0.0;0.0;0.0;share
16;0.56565;0.27465;2.0;0.16067041474104404;0.10029219306213044;0.15833333333333333;personally
17;0.5248999999999999;0.3555;1.5;0.1352684351799692;0.11296376966616661;0.11666666666666667;identifiable
18;0.4692;0.2749;1.5;0.1278294770667571;0.09510464844128791;0.11666666666666667;information,
19;0.178;0.178;0.5;0.03395909645909645;0.03944073918149387;0.03333333333333333;though.
