number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;Please
1;0.3239;0.3239;1.0;0.21065296566077005;0.21065296566077005;0.16666666666666666;clarify
2;0.0;0.0;0.0;0.0;0.0;0.0;which
3;0.2588;0.2588;1.0;0.16831425598335065;0.16831425598335065;0.16666666666666666;system's
4;0.2264;0.2264;1.0;0.14724245577523412;0.14724245577523412;0.16666666666666666;startup
5;0.0;0.0;0.0;0.0;0.0;0.0;process
6;0.0;0.0;0.0;0.0;0.0;0.0;you
7;0.3237;0.3237;1.0;0.21052289281997916;0.21052289281997916;0.16666666666666666;want
8;0.2589;0.2589;1.0;0.1683792924037461;0.1683792924037461;0.16666666666666666;me
9;0.1459;0.1459;1.0;0.09488813735691987;0.09488813735691987;0.16666666666666666;to
10;0.0;0.0;0.0;0.0;0.0;0.0;explain.
