number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;There
1;0.0;0.0;0.0;0.0;0.0;0.0;are
2;0.302;0.302;0.6666666666666666;0.026843835851580886;0.032175759682892775;0.018575851393188854;many
3;0.0;0.0;0.0;0.0;0.0;0.0;ways
4;0.0;0.0;0.0;0.0;0.0;0.0;to
5;0.0971;0.0971;0.3333333333333333;0.00786782698883433;0.009250438228793538;0.00980392156862745;scale
6;0.0;0.0;0.0;0.0;0.0;0.0;down
7;0.21020000000000003;0.21020000000000003;0.6666666666666666;0.019179590454085415;0.02310618213800622;0.018575851393188854;images
8;0.0;0.0;0.0;0.0;0.0;0.0;in
9;0.3123333333333333;0.2638333333333333;1.0;0.02813495840591647;0.027731098074889677;0.02734778121775026;large
10;0.0;0.0;0.0;0.0;0.0;0.0;groups.
11;0.0;0.0;0.0;0.0;0.0;0.0;You
12;0.1668333333333333;0.1668333333333333;0.3333333333333333;0.0135181854030607;0.015893732693138225;0.00980392156862745;will
13;0.21573333333333333;0.21573333333333333;0.6666666666666666;0.019744026239314198;0.023799869168148177;0.018575851393188854;may
14;0.29106666666666664;0.29106666666666664;0.6666666666666666;0.02403491036589632;0.02837518935638227;0.018575851393188854;be
15;0.5284;0.2535;1.6666666666666667;0.04903952596140806;0.02788838842396829;0.045923632610939104;able
16;0.10246666666666666;0.10246666666666666;0.3333333333333333;0.008302677708093625;0.009761705154586795;0.00980392156862745;to
17;0.11320000000000001;0.11320000000000001;0.3333333333333333;0.009172379146612215;0.010784239006173311;0.00980392156862745;find
18;0.0;0.0;0.0;0.0;0.0;0.0;a
19;0.17789999999999997;0.0809;0.6666666666666666;0.018146950516662753;0.010142038687677862;0.017543859649122806;free
20;0.205;0.205;0.3333333333333333;0.016610757288476188;0.01952976145110891;0.00980392156862745;service
21;0.1564;0.1564;0.3333333333333333;0.011768512457015585;0.015301530153015303;0.008333333333333333;online
22;0.09163333333333333;0.09163333333333333;0.3333333333333333;0.0093471926120116;0.011487624372652015;0.008771929824561403;that
23;0.11866666666666666;0.11866666666666666;0.3333333333333333;0.009615332674304913;0.011305032644869546;0.00980392156862745;will
24;0.07553333333333333;0.07553333333333333;0.3333333333333333;0.007704888489930262;0.009469245845190785;0.008771929824561403;convert
25;0.23186666666666667;0.23186666666666667;0.6666666666666666;0.017976904984301174;0.022449494835991457;0.018137254901960786;large
26;0.2912333333333333;0.2912333333333333;1.0;0.025044225383618352;0.030932610332238247;0.02690918472652219;batches
27;0.0;0.0;0.0;0.0;0.0;0.0;of
28;0.18336666666666668;0.18336666666666668;0.6666666666666666;0.015818941729155628;0.020019213885473074;0.017105263157894738;images,
29;0.07536666666666667;0.07536666666666667;0.3333333333333333;0.0076878874120619245;0.009448351657535907;0.008771929824561403;but
30;0.07543333333333334;0.07543333333333334;0.3333333333333333;0.006112218494930342;0.007186317099814547;0.00980392156862745;upload
31;0.10773333333333333;0.10773333333333333;0.3333333333333333;0.008729425618919517;0.01026344536747707;0.00980392156862745;and
32;0.39366666666666666;0.31826666666666664;1.3333333333333333;0.03388767385770002;0.03456155780291789;0.03524251805985552;download
33;0.11313333333333332;0.11313333333333332;0.3333333333333333;0.008512858328881262;0.011068498154163242;0.008333333333333333;times
34;0.09163333333333333;0.09163333333333333;0.3333333333333333;0.0093471926120116;0.011487624372652015;0.008771929824561403;will
35;0.26433333333333336;0.09716666666666667;0.6666666666666666;0.02141842362562864;0.009256789370728857;0.0196078431372549;slow
36;0.10253333333333332;0.10253333333333332;0.3333333333333333;0.01045906310460083;0.012854104245281045;0.008771929824561403;you
37;0.1939666666666667;0.1939666666666667;0.6666666666666666;0.015093464964563255;0.018755557795998568;0.018137254901960786;down.
38;0.0;0.0;0.0;0.0;0.0;0.0;I
39;0.0;0.0;0.0;0.0;0.0;0.0;would
40;0.42073333333333335;0.27496666666666664;1.3333333333333333;0.03528977976767001;0.02885172400459896;0.03671310629514964;instead,
