number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.12403333333333333;0.12403333333333333;0.3333333333333333;0.009907369687868596;0.025822524791983287;0.009523809523809523;The
1;0.2858;0.09713333333333334;1.0;0.007732788592919276;0.006975363609379638;0.015151515151515152;equation
2;0.07546666666666667;0.07546666666666667;0.3333333333333333;0.0020418746646103615;0.0054194314384473224;0.005050505050505051;that
3;0.5603666666666667;0.26916666666666667;1.6666666666666667;0.0336640219175074;0.04860445042830563;0.048484848484848485;gives
4;0.1888;0.1888;0.6666666666666666;0.009381434425627787;0.024591129599080455;0.014574314574314573;such
5;0.0;0.0;0.0;0.0;0.0;0.0;a
6;0.21576666666666666;0.0971;0.6666666666666666;0.005837921689056037;0.006972969867578204;0.010101010101010102;number
7;0.3827;0.10226666666666667;1.0;0.010354577307593444;0.007343999846800525;0.015151515151515152;sequence
8;0.48523333333333335;0.10786666666666667;1.0;0.0131287851116312;0.007746148469441491;0.015151515151515152;is
9;0.0;0.0;0.0;0.0;0.0;0.0;a
10;1.3802;0.21553333333333333;2.6666666666666665;0.052321174534493586;0.03429111166372172;0.05916305916305916;geometric
11;0.7653333333333334;0.4310333333333333;1.3333333333333333;0.0394984813440589;0.0609739934013464;0.043434343434343436;sequence
12;0.11320000000000001;0.11320000000000001;0.3333333333333333;0.0030628119969155422;0.008129147157670985;0.005050505050505051;of
13;0.9865333333333334;0.23726666666666665;2.0;0.0477054389867036;0.043433029057080935;0.049062049062049064;base
14;0.3075;0.21030000000000001;0.6666666666666666;0.008319917747805028;0.015102117025249188;0.010101010101010102;3
15;1.0402;0.3071333333333333;2.6666666666666665;0.033267862786042955;0.035284597965441526;0.04487734487734488;added
16;0.1185;0.1185;0.3333333333333333;0.025190255516347095;0.036123643458114855;0.023809523809523808;to
17;0.0;0.0;0.0;0.0;0.0;0.0;the
18;0.6036;0.28546666666666665;1.6666666666666667;0.03917564549926939;0.05562327650723317;0.048484848484848485;previous
19;0.1888;0.11870000000000001;0.6666666666666666;0.005108294213936876;0.00852411455490765;0.010101010101010102;result
20;0.0;0.0;0.0;0.0;0.0;0.0;in
21;0.07006666666666667;0.07006666666666667;0.3333333333333333;0.005596692040822303;0.014587193526672634;0.009523809523809523;the
22;2.1837666666666666;0.8948999999999999;2.6666666666666665;0.08134870468596998;0.100528175244341;0.06363636363636364;sequence
23;1.1429333333333334;0.291;1.6666666666666667;0.035475264955862576;0.032648599157848575;0.029725829725829725;starting
24;1.6876;1.2346666666666666;2.3333333333333335;0.07249662795347053;0.11803049570804398;0.06305916305916305;with
25;0.3828666666666667;0.21033333333333334;0.6666666666666666;0.010359086748107161;0.015104510767050624;0.010101010101010102;1.
26;0.2695666666666667;0.19403333333333336;1.0;0.01327279618161035;0.029371954799296645;0.019624819624819625;I.e.
27;0.9974;0.2208;2.0;0.1576386914293573;0.05688670080419036;0.09999999999999999;1+340=1,
28;0.26416666666666666;0.10246666666666666;0.6666666666666666;0.021100753769513203;0.02133255608991041;0.019047619047619046;14+341=4,
29;2.6365;0.6145;5.666666666666667;0.18797851523871653;0.08118645377528984;0.1627705627705628;44+342=13,
30;0.0;0.0;0.0;0.0;0.0;0.0;13+343=40,
31;0.3506;0.15106666666666665;1.3333333333333333;0.038762252636568253;0.03928574762291074;0.05238095238095238;40+3%4=121,
32;0.0;0.0;0.0;0.0;0.0;0.0;and
33;0.1888;0.1888;0.6666666666666666;0.025103937761384348;0.04660665755644347;0.03333333333333333;so
34;0.0647;0.0647;0.3333333333333333;0.005168020576230299;0.013469906106218642;0.009523809523809523;on.
