text;attention
You;0.0017124807315445146
could;0.0018705713579470842
use;0.002017504388139461
the;0.0014595217788532999
following;0.0017416061400330962
query;0.0024567102935106875
to;0.0020312099878009044
search;0.0019893075493035094
on;0.0020321809554502113
google:;0.0032677720106438915
***;0.0023366546889715405
http://www.google.com/search?q=<your;0.8976197184878881
search;0.001731660119007537
query>;0.0038000245323909104
°**;0.005368450311316214
However,;0.0030792753454462985
for;0.001884735376915787
your;0.0020399345405691656
goal;0.002039842742506596
it;0.00221999987845485
is;0.0015417212837621614
not;0.0016010567968076186
recommended,;0.004975172161126931
as;0.00234476006234299
google;0.002085824206806508
have;0.0022319446104264507
mechanism;0.0018801500066465524
to;0.0020326446841308463
block;0.0026520963794000136
access;0.0018385140288970025
to;0.0015838082398191519
this;0.0023316189081370037
kind;0.0014771831849078635
of;0.001377601625899185
spam.;0.007630503851578698
You;0.001884983999481291
may;0.0018206042540647666
consider;0.001916121745192853
using;0.002149716709765703
an;0.0018802791107345462
open-source;0.002651027952857074
translation;0.0023257465478690063
alternative.;0.0050877584326522165
