;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;571.2;False;False;28.16;32.78;;;22.01;4
1;571.1;False;False;40.53;59.24;;;12.41;2
2;546.1;False;False;12.77;49.96;;;;0
3;546.3;False;False;6.33;33.91;;;;0
4;558.1;False;False;4.63;134.57;;;;0
5;558.3;False;False;12.62;171.32;;;;0
6;543.1;False;False;31.08;79.41;;;19.43;1
7;543.3;False;False;23.55;45.95;;;;0
8;564.1;False;False;25.96;30.82;;;24.91;1
9;564.6;False;False;28.06;34.88;;;26.85;1
10;565.2;False;False;60.75;142.38;;;19.61;2
11;565.1;False;False;28.65;44.08;;;25.73;1
12;566.1;False;False;21.02;23.13;;;;0
13;566.2;False;False;17.56;38.17;;;;0
14;549.2;False;False;18.22;52.29;;;;0
15;549.1;False;False;22.98;40.07;;;;0
16;545.1;False;False;31.78;53.58;;;25.99;2
17;545.2;False;False;23.62;43.92;;;;0
18;575.3;False;False;29.38;38.74;;;;0
19;575.1;False;False;25.95;46.55;;;;0
20;557.4;False;False;23.17;244.97;;;;0
21;557.1;False;False;30.76;91.51;;;;0
22;583.4;False;True;27.63;8.86;;;;0
23;583.1;False;False;23.15;34.26;;;;0
24;548.2;False;False;25.2;33.83;;;;0
25;548.1;False;True;28.73;18.61;;;;0
26;552.1;False;True;27.47;22.63;;;18.04;2
27;552.3;False;False;67.09;150.94;;;26.03;1
28;581.3;False;False;34.57;148.95;;;10.22;1
29;581.1;False;False;24.9;36.09;;;;0
30;579.3;False;True;14.08;13.93;;;;0
31;579.1;False;False;15.35;21.82;;;;0
32;567.1;False;False;32.38;50.56;;;27.49;2
33;567.4;False;False;26.47;106.87;;;;0
34;584.1;False;True;23.55;18.6;;;11.86;1
35;584.3;False;False;32.22;66.1;;;28.79;1
36;550.1;False;True;30.38;14.92;;;;0
37;550.2;False;False;28.32;111.95;;;;0
38;573.3;False;False;24.64;60.75;;;;0
39;573.1;False;True;29.59;27.72;;;18.46;5
40;560.1;False;True;30.24;14.12;;;;0
41;560.3;False;False;18.8;24.16;;;;0
42;541.1;False;False;20.42;71.89;;;;0
43;541.2;False;False;26.36;34.23;;;;0
44;582.1;False;False;31.26;36.0;;;;0
45;582.2;False;False;24.7;118.0;;;;0
46;554.1;False;True;25.46;13.3;;;;0
47;554.3;False;False;23.95;39.58;;;;0
48;576.1;False;False;27.64;59.03;;;;0
49;576.4;False;False;23.68;78.43;;;;0
50;559.3;False;False;23.13;108.75;;;;0
51;559.1;False;False;20.89;87.71;;;;0
52;561.1;False;True;22.99;17.42;;;;0
53;561.2;False;False;44.76;178.38;;;24.37;1
54;553.2;False;True;29.56;16.95;;;;0
55;553.1;False;False;29.39;94.95;;;;0
56;568.1;False;True;38.93;36.14;;;24.3;1
57;568.3;False;False;20.82;98.15;;;;0
58;569.2;False;False;26.36;47.97;;;;0
59;569.1;False;False;19.79;123.1;;;;0
