text;attention
Topologically,;0.9911425949631062
a;1.1954954070444154e-14
connected;2.324764497289367e-14
space;4.0943618114032765e-14
is;1.2844917352665183e-14
one;1.1750401532113645e-14
that;1.379823364008609e-14
cannot;1.3682979979622787e-14
be;1.1212163775139029e-14
represented;1.429653260983474e-14
as;1.0778239315838368e-14
the;1.0719690486617654e-14
union;1.611859518598739e-14
of;1.2898628250043207e-14
two;1.1450299623831386e-14
or;9.121668423107977e-15
more;1.0450592096267608e-14
disjoint;1.8669253634744286e-14
and;9.705746677062384e-15
non-empty;1.355296901294134e-14
spaces.;0.008857405036176595
In;1.1567577553041933e-14
other;8.40061337907098e-15
words,;1.325834862857933e-14
a;1.025784210884594e-14
connected;1.8348852123371497e-14
space;1.548148394623198e-14
is;9.060005434683266e-15
not;9.969078888718245e-15
made;9.517224628718148e-15
up;9.526381093928169e-15
of;9.396867766759484e-15
multiple;9.628590510520186e-15
separate;9.589660703783744e-15
spaces.;1.452165812135358e-14
Intuitively,;1.4146613490404885e-14
it;8.45498163035398e-15
can;8.410174847911187e-15
be;8.356742504592891e-15
thought;9.02028180737768e-15
of;8.631913726561241e-15
as;9.052834399625753e-15
being;9.031543204323352e-15
"""in";1.1112441191655281e-14
one;9.903989796043391e-15
"piece,""";1.446863800127701e-14
with;9.1684291876794e-15
the;8.787596002586942e-15
term;8.738304519056686e-15
referring;8.908359665071458e-15
to;8.821057825125786e-15
the;8.815800186544678e-15
fact;8.627724830701341e-15
that;9.491295038539993e-15
all;9.264005459735739e-15
the;9.161048382580244e-15
points;1.1348079222188653e-14
within;9.515840021440961e-15
the;8.735945481426723e-15
space;9.17515952054125e-15
are;8.819795855795413e-15
connected;8.712540117726483e-15
to;8.483885753552938e-15
each;7.979970849367236e-15
other.;8.131969955180025e-15
