;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;The;236;398;269;418;[];0.0;0.0;0;;;408.0;;1;538.8808507072621;;;[]
1;1;meaning;277;403;352;422;[];0.0;0.0;0;;;412.5;4.5;1;462.24264872357077;;;[]
2;2;of;361;398;378;418;[519];0.4368;0.4368;1;22.5323;21.5755;408.0;4.5;1;441.27647575979216;22.05;0.4368;[0.7440000000000282]
3;3;life;385;398;410;418;[];0.0;0.0;0;;;408.0;0.0;1;413.70401793913294;;;[]
4;4;is;419;403;431;418;[];0.0;0.0;0;;;410.5;2.5;1;395.97175866339563;;;[]
5;5;something;439;398;531;422;[520];0.3394;0.3394;1;21.8247;21.5246;410.0;0.5;1;314.33530997802717;21.67;0.3394;[0.0]
6;6;that;539;398;574;418;[];0.0;0.0;0;;;408.0;2.0;1;287.19106403052035;;;[]
7;7;people;583;398;640;422;[521];0.4368;0.4368;1;25.0482;22.7008;410.0;2.0;1;245.46902839051293;23.87;0.4368;[0.0]
8;8;have;649;398;690;418;[522];0.2912;0.2912;1;22.5092;21.5412;408.0;2.0;1;228.55911808322688;22.03;0.2912;[4.901760000000024]
9;9;philosophized;699;398;818;422;[];0.0;0.0;0;;;410.0;2.0;1;212.8083200000001;;;[]
10;10;for;827;398;851;418;[523];0.3397;0.3397;1;25.5272;24.3827;408.0;2.0;1;226.24423276402527;24.95;0.3397;[0.0]
11;11;thousands;858;398;950;418;[524];0.3236;0.3236;1;24.4526;23.3137;408.0;0.0;1;236.97304500508585;23.88;0.3236;[18.008960000000002]
12;12;of;958;398;975;418;[];0.0;0.0;0;;;408.0;0.0;1;292.04065480508433;;;[]
13;13;years.;981;403;1034;422;[525];0.3073;0.3073;1;14.5224;13.3862;412.5;4.5;1;305.1205124192447;13.95;0.3073;[34.41898313951766]
14;14;Proposed;213;503;293;527;[];0.0;0.0;0;;;515.0;102.5;2;481.5650758713535;;;[]
15;15;answers;302;508;374;522;[527];1.0192;1.0192;1;22.0801;21.8693;515.0;0.0;2;404.39527284450594;21.97;1.0192;[40.54464000000007]
16;16;vary;382;508;420;527;[];0.0;0.0;0;;;517.5;2.5;2;358.9163589180388;;;[]
17;17;between;429;503;502;522;[528];0.453;0.453;1;20.3957;19.7056;512.5;5.0;2;283.7320607527151;20.05;0.453;[12.476800000000026]
18;18;cultures;511;503;581;522;[];0.0;0.0;0;;;512.5;0.0;2;213.5668117919599;;;[]
19;19;and;589;503;620;522;[529];0.3231;0.3231;1;20.5259;20.3227;512.5;0.0;2;181.6234453449841;20.42;0.3231;[3.1057656998556467]
20;20;ideologies;629;503;717;527;[];0.0;0.0;0;;;515.0;2.5;2;116.95540645469289;;;[]
21;21;but;726;503;754;522;[530];0.3396;0.3396;1;20.5382;20.2248;512.5;2.5;2;113.11636795345942;20.38;0.3396;[0.0]
22;22;there;761;503;807;522;[];0.0;0.0;0;;;512.5;0.0;2;112.8083200000001;;;[]
23;23;is;816;508;828;522;[];0.0;0.0;0;;;515.0;2.5;2;124.91939440688311;;;[]
24;24;no;836;508;856;522;[531];0.6143;0.6143;1;22.6798;21.8667;515.0;0.0;2;134.72623760419654;22.27;0.6143;[12.763519999999971]
25;25;concrete;864;504;940;522;[526, 532];0.4854;0.0486;2;22.6114;20.0035;513.0;2.0;2;151.85514380152694;21.31;0.2427;[34.73151999999999, 23.024]
26;26;answer.;948;508;1015;522;[];0.0;0.0;0;;;515.0;2.0;2;217.242862941415;;;[]
27;27;It;1025;504;1038;522;[533];0.4044;0.4044;1;22.6984;21.5655;513.0;2.0;2;285.857887592738;22.13;0.4044;[30.734719999999925]
28;28;is;1047;508;1059;522;[534];0.4366;0.4366;1;21.5235;19.345;515.0;2.0;2;306.19547073557834;20.43;0.4366;[41.77343999999994]
29;29;up;380;613;400;632;[];0.0;0.0;0;;;622.5;107.5;3;362.35328272141044;;;[]
30;30;to;408;609;425;627;[];0.0;0.0;0;;;618.0;4.5;3;337.4327558180776;;;[]
31;31;you;433;613;463;632;[];0.0;0.0;0;;;622.5;4.5;3;299.35557302141945;;;[]
32;32;to;472;609;488;627;[];0.0;0.0;0;;;618.0;4.5;3;274.45349751639606;;;[]
33;33;figure;496;608;547;632;[535];0.5502;0.5502;1;21.7064;21.0776;620.0;2.0;3;215.3607111313073;21.39;0.5502;[6.1465599999999085]
34;34;that;555;608;590;627;[];0.0;0.0;0;;;617.5;2.5;3;172.5191951609513;;;[]
35;35;out;598;609;626;627;[536];0.4368;0.4368;1;22.5977;21.1006;618.0;0.5;3;136.56580794248026;21.85;0.4368;[2.678079999999909]
36;36;and;633;608;664;627;[539];0.4692;0.4692;1;20.8499;19.3352;617.5;0.5;3;98.6519006354282;20.09;0.4692;[11.545920000000024]
37;37;find;673;608;704;627;[538];0.3074;0.3074;1;21.2575;20.2215;617.5;0.0;3;58.862598472904686;20.74;0.3074;[13.153600000000097]
38;38;meaning;714;608;789;632;[537, 541];0.7277;0.3074;2;23.409;21.9184;620.0;2.5;3;2.8083200000000943;22.66;0.3638;[5.003329952901477, 2.8083200000000943]
39;39;in;798;608;812;627;[];0.0;0.0;0;;;617.5;2.5;3;36.50252455628791;;;[]
40;40;your;820;613;860;632;[];0.0;0.0;0;;;622.5;5.0;3;57.72595169403793;;;[]
41;41;life.;868;608;898;627;[];0.0;0.0;0;;;617.5;5.0;3;105.9457328021398;;;[]
