;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;sure;227;403;265;418;[];0.0;0.0;0;;;410.5;;1;510.9839525855096;;;[]
1;1;go;273;403;293;422;[];0.0;0.0;0;;;412.5;2.0;1;483.24085998589806;;;[]
2;2;lang;302;398;337;422;[3517.0];0.5497;0.5497;1;11.6697;21.8047;410.0;2.5;1;442.05886390831523;16.74;0.5497;[20.379520000000014]
3;3;is;347;403;359;418;[3519.0];0.4689;0.4689;1;22.2943;23.195;410.5;0.5;1;423.2410544830338;22.74;0.4689;[26.764871670874843]
4;4;an;367;403;386;418;[];0.0;0.0;0;;;410.5;0.0;1;398.56612174131203;;;[]
5;5;async;395;403;445;422;[3518.0];0.631;0.631;1;23.841;22.7716;412.5;2.0;1;343.94751337945496;23.31;0.631;[19.706560000000025]
6;6;general;453;398;517;422;[3520.0, 3521.0];0.9871;0.5829;2;22.1512;22.2199;410.0;2.5;1;282.57587858823047;22.19;0.4935;[37.582719999999995, 28.520320000000027]
7;7;purposes;527;403;607;422;[];0.0;0.0;0;;;412.5;2.5;1;215.32689372187204;;;[]
8;8;programming;615;399;735;422;[3522.0];0.291;0.291;1;21.9374;21.5695;410.5;2.0;1;163.24446685848312;21.75;0.291;[45.06980592345166]
9;9;language,;744;398;830;422;[3523.0];0.2752;0.2752;1;22.572;22.5861;410.0;0.5;1;162.72447999999997;22.58;0.2752;[40.92095999999998]
10;10;it's;840;398;864;418;[];0.0;0.0;0;;;408.0;2.0;1;190.41407458460208;;;[]
11;11;good;872;398;914;422;[3524.0, 3526.0];0.4364;0.3395;2;19.6973;19.0629;410.0;2.0;1;204.57393568074698;19.38;0.2182;[29.646720000000016, 11.477878995702994]
12;12;to;922;400;939;418;[];0.0;0.0;0;;;409.0;1.0;1;240.9696474660458;;;[]
13;13;note;948;400;985;418;[3525.0];0.4044;0.4044;1;22.7925;21.4187;409.0;0.0;1;260.3639233840019;22.11;0.4044;[14.822400000000016]
14;14;that;993;398;1028;418;[];0.0;0.0;0;;;408.0;1.0;1;296.33198376130514;;;[]
15;15;it;1036;399;1046;418;[];0.0;0.0;0;;;408.5;0.5;1;332.7611657028362;;;[]
