;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
2027;2029;471.4624;330.30144;0.50146;22.9244;23.5616;;;
2028;2030;283.2128;146.28864;0.50134;22.513;23.592;This;1.0;41.71136000000001
2029;2031;434.5856;130.24256;0.3075;21.9118;23.5311;read;4.0;57.75744
2030;2032;542.016;115.73248;0.25879;22.2002;23.8488;and;7.0;72.26752
2031;2033;693.2223999999999;120.39168;0.29102;20.5651;22.1712;using;11.0;68.60832
2032;2034;794.432;122.91072;0.63123;19.5568;21.6472;json;13.0;66.08928
2033;2035;997.5808000000001;156.98944;0.33972;19.3229;21.6684;import;16.0;27.38940233290243
2034;2036;331.8912;271.13472;0.29114;22.5691;22.4223;load(file_path):;19.0;21.865279999999984
2035;2037;500.032;261.98016;0.3396;21.3133;22.5926;open(file_path,;21.0;31.019839999999988
2036;2038;613.1584;263.2704;0.25891;21.1645;22.7241;file:;24.0;29.729600000000005
2037;2039;736.3711999999999;262.08256;0.42065;21.5958;22.6432;json.load(file);26.0;30.91744
2038;2040;722.0864;263.34208;0.29102;22.5568;23.5619;json.load(file);26.0;29.65791999999999
2039;2041;630.5151999999999;253.55264;0.38831;23.2705;22.5919;file:;24.0;39.44736
2040;2042;633.472;252.06784;0.30725;24.5417;24.1354;file:;24.0;40.93216000000001
2041;2043;986.1888;145.0496;0.50134;24.4699;24.7879;import;16.0;37.9504
2042;2044;1047.3344;195.55328;0.3075;23.0162;14.7992;def;18.0;0.0
2043;2045;274.08639999999997;281.76384;0.35596;25.861;26.2606;load(file_path):;19.0;11.236159999999984
2044;2046;301.0688;233.05216;0.27454;20.9927;23.0065;load(file_path):;19.0;59.947840000000014
2045;2047;323.3152;288.93184;0.27502;20.0767;25.6151;load(file_path):;19.0;4.068159999999978
2046;2048;440.0896;268.50304;0.45288;20.9385;24.9155;open(file_path,;21.0;24.49696
2047;2049;529.6896;268.92288;0.63086;22.2197;24.815;open(file_path,;21.0;24.07711999999998
2048;2050;592.1792;257.4336;0.66309;23.7184;25.7779;file:;24.0;37.80663594661654
2049;2051;385.3568;337.13152;0.3396;18.3399;24.0581;with;20.0;24.131520000000023
2050;2052;282.2144;324.54656;0.21033;18.0851;25.2051;load(file_path):;19.0;6.5465599999999995
2051;2053;1003.7248;143.94368;0.29114;25.3127;24.1514;import;16.0;41.73985945091812
2052;2054;827.6096;195.09248;0.19409;23.3645;25.3134;library.;14.0;0.0
2053;2055;342.63039999999995;285.952;0.35535;24.0548;25.9806;load(file_path):;19.0;7.048000000000002
2054;2056;439.44960000000003;273.01888;0.40442;23.6811;24.8881;open(file_path,;21.0;19.981119999999976
