text;attention
Do;0.05031567546058908
you;0.04477475716993262
have;0.04488904130553055
a;0.04266871644229748
particular;0.04776169183936706
level;0.046152904449821223
of;0.04402170339235676
education;0.052961713804531844
in;0.04667098854071467
mind?;0.0718190022026161
For;0.044606738355595095
example,;0.05855116545572816
middle;0.049852951863676276
school,;0.06857751660241998
high;0.045908573757514615
school,;0.0531426427227513
university,;0.05557690724715418
or;0.04252987136652622
graduate;0.043443297196266946
school?;0.04577414082460981
