text;attention
Start;9.682397773006563e-06
by;9.790284875487762e-06
telling;7.503980078133588e-06
a;7.352009202108227e-06
tragic;1.0226813681711708e-05
story;9.639109565790924e-06
about;7.93099189109559e-06
what;7.31350134805566e-06
happens;7.391064748133193e-06
when;8.106707585134243e-06
people;7.497843555876134e-06
don't;3.674368073198639e-05
pay;7.065306847171879e-06
enough;9.095547584180197e-06
attention.;0.9996232108591095
Then;1.3103547004931007e-05
provide;8.772157848842116e-06
some;7.436715762389376e-06
statistics;1.1617037992670715e-05
or;7.358725705106061e-06
logical;7.259083984022709e-06
argument;7.76010819450969e-06
to;7.215261868082151e-06
further;6.6698593998828075e-06
back;6.307003235417182e-06
up;6.657979432490612e-06
your;6.5192687468406865e-06
case.;9.564290673895435e-06
Explain;7.649320383615167e-06
why;7.247619151984448e-06
the;7.054937309882535e-06
benefits;7.297574119852034e-06
of;7.3892627113907055e-06
focusing;1.0563830179206536e-05
on;6.563008302515101e-06
the;6.200725944178761e-06
things;6.552476652011794e-06
around;6.565638869348031e-06
you;7.1279020689949455e-06
while;6.998471001473065e-06
cycling;9.049395182408728e-06
drastically;8.536834928249372e-06
outweighs;7.980342154014681e-06
the;6.1244811986800465e-06
cost.;6.3070414155869395e-06
