text;attention
const;6.883835609523847e-10
element;5.831159843150497e-10
=;5.168634807044055e-10
"document.getElementByld(""myElement"");";0.9999999871713313
element.style.display;1.3643199480406557e-09
=;4.935686022085588e-10
"""none"";";6.704443193401415e-10
setTimeout(function();1.778158935386894e-09
{;5.038290662757239e-10
element.style.display;1.0914289156647964e-09
=;4.728197725491538e-10
"""block"";";5.3039104431007e-10
},;5.096717415688244e-10
"3000);";6.466556641441924e-10
//;5.417449373789157e-10
3000;5.701179114979582e-10
milliseconds;5.064784015336744e-10
=;4.837485566760423e-10
3;4.440685291309418e-10
seconds;4.3285940075532375e-10
