text;attention
I'd;0.05209454177222136
be;0.03465814961094832
glad;0.036599575239744726
to;0.03685764038904502
help!;0.05921457945736943
What;0.03983179173662798
is;0.03622867819912959
your;0.038400928701769324
project;0.046964459342984766
about?;0.06413465979667347
If;0.03775642363967098
you;0.03596015791543823
don't;0.04080220941559026
know;0.040635222772107564
yet,;0.04652130256015599
maybe;0.037212106770592085
I;0.03567350838400781
can;0.03688885598003983
help;0.036079748113522304
you;0.034868613960180796
find;0.035051725936018026
a;0.03393940301724894
topic;0.03613909747812732
to;0.033453684049887696
cover.;0.03403293576089817
