;number;text;x1;y1;x2;y2
0;0;Sure,,;25;355;92;376
1;1;here,'s;115;354;201;373
2;2;a;220;359;231;373
3;3;simpler;251;354;351;378
4;4;way;368;359;411;378
5;5;to;430;355;456;373
6;6;express;475;359;576;378
7;7;that;595;354;651;373
8;8;same;671;359;726;373
9;9;condition,:;745;354;887;373
10;10;~~;913;354;933;357
11;11;python;943;354;1041;378
12;12;elif;1060;354;1116;373
13;13;a[1,];1135;354;1188;378
14;14;in;1211;354;1236;373
15;15;"[,"",3,"",,";27;453;91;477
16;16;""",4,"",],:";116;453;181;477
17;17;~,°,>;207;453;242;456
18;18;This;263;453;320;472
19;19;uses;339;458;395;472
20;20;the;414;453;455;472
21;21;in;475;453;500;472
22;22;keyword;520;453;620;477
23;23;to;639;454;665;472
24;24;check;684;453;755;472
25;25;if;775;453;800;472
26;26;the;819;453;860;472
27;27;value;878;453;950;472
28;28;of;969;454;995;472
29;29;a[1,];1014;453;1067;477
30;30;is;1090;453;1115;472
31;31;present;1134;454;1235;477
32;32;in;41;552;66;571
33;33;the;86;552;127;571
34;34;list;145;552;201;571
35;35;"[,"",3,"",,";223;552;288;576
36;36;""",4,"",],.";312;552;378;576
37;37;This;399;552;456;571
38;38;is;476;552;501;571
39;39;a;521;557;532;571
40;40;more;549;557;607;571
41;41;concise;626;552;727;571
42;42;way;744;557;787;576
43;43;to;806;553;832;571
44;44;express;850;557;951;576
45;45;the;971;552;1012;571
46;46;same;1031;557;1087;571
47;47;logic;1105;552;1177;576
48;48;as;1196;557;1221;571
49;49;the;507;651;548;670
50;50;original;566;651;682;675
51;51;code,.;702;651;769;670
