;number;text;x1;y1;x2;y2
0;0;Connectedness;26;106;217;125
1;1;in;237;106;262;125
2;2;topology;282;106;398;130
3;3;refers;419;107;502;125
4;4;to;522;108;548;125
5;5;the;567;106;608;125
6;6;notion;627;106;712;125
7;7;that;732;106;787;125
8;8;a;807;111;818;125
9;9;space;837;111;908;130
10;10;is;927;106;952;125
11;11;a;972;111;983;125
12;12;single;1002;106;1088;130
13;13;connected;1107;106;1238;125
14;14;piece,,;56;205;138;229
15;15;rather;164;205;247;224
16;16;than;266;205;322;224
17;17;being;341;205;413;229
18;18;composed;431;205;547;229
19;19;of;566;206;592;224
20;20;multiple;610;205;727;229
21;21;pieces,.;746;205;843;229
22;22;Intuitively,,;867;205;1038;229
23;23;this;1061;205;1117;224
24;24;means;1135;210;1207;224
25;25;that;49;304;104;323
26;26;if;124;304;150;323
27;27;you;168;309;209;328
28;28;draw;228;304;286;323
29;29;a;304;309;315;323
30;30;line;333;304;390;323
31;31;in;409;304;434;323
32;32;the;454;304;495;323
33;33;space,,;514;309;596;328
34;34;you;618;309;659;328
35;35;can;679;309;719;323
36;36;draw;738;304;796;323
37;37;it;814;304;839;323
38;38;so;859;309;885;323
39;39;that;904;304;959;323
40;40;it;979;304;1004;323
41;41;does,n't;1023;304;1124;323
42;42;leave;1143;304;1215;323
43;43;any;64;408;105;427
44;44;gaps;123;407;179;427
45;45;or;198;408;225;422
46;46;holes,,;244;403;326;425
47;47;and;349;403;390;422
48;48;it;409;403;434;422
49;49;passes;454;408;539;427
50;50;through;559;403;659;427
51;51;every;678;408;750;427
52;52;point;769;403;839;427
53;53;in;859;403;884;422
54;54;the;904;403;945;422
55;55;space,.;964;408;1046;427
56;56;Formally,,;1069;403;1196;427
57;57;connectedness;49;502;239;521
58;58;is;259;502;284;521
59;59;defined;303;502;405;521
60;60;as;424;507;449;521
61;61;a;469;507;480;521
62;62;space;499;507;570;526
63;63;that;589;502;644;521
64;64;can,not;664;504;749;521
65;65;be;769;502;795;521
66;66;written;812;502;914;521
67;67;as;934;507;959;521
68;68;the;979;502;1020;521
69;69;union;1039;502;1109;521
70;70;of;1128;503;1155;521
71;71;two;1174;504;1215;521
72;72;disjoint;25;601;141;625
73;73;non,-,empty;161;603;292;625
74;74;open;310;606;366;625
75;75;sets,.;386;603;453;620
76;76;This;474;601;531;620
77;77;means;549;606;621;620
78;78;that;641;601;696;620
79;79;if;716;601;742;620
80;80;you;760;606;801;625
81;81;take;821;601;877;620
82;82;two;896;603;937;620
83;83;non,-,empty;956;603;1087;625
84;84;open;1105;606;1161;625
85;85;sets;1181;603;1236;620
86;86;in;71;700;96;719
87;87;the;115;700;156;719
88;88;space,,;176;705;257;724
89;89;they;280;700;337;724
90;90;can,not;355;702;441;719
91;91;have;460;700;516;719
92;92;no;535;705;561;719
93;93;points;580;700;666;724
94;94;in;686;700;711;719
95;95;common,,;730;705;827;723
96;96;and;850;700;891;719
97;97;therefore;910;700;1041;719
98;98;can,not;1060;702;1146;719
99;99;be;1165;700;1191;719
100;100;separated;19;799;149;823
101;101;by;168;799;195;823
102;102;a;213;804;224;818
103;103;line,.;243;799;310;818
104;104;This;332;799;389;818
105;105;definition;408;799;554;818
106;106;captures;573;801;689;823
107;107;the;708;799;749;818
108;108;intuition;769;799;899;818
109;109;that;918;799;974;818
110;110;a;993;804;1004;818
111;111;space;1024;804;1094;823
112;112;is;1114;799;1139;818
113;113;either;1158;799;1244;818
114;114;connected;117;898;248;917
115;115;or;266;903;293;917
116;116;not,,;312;900;364;920
117;117;rather;389;898;473;917
118;118;than;492;898;547;917
119;119;having;567;898;653;922
120;120;varying;670;898;773;922
121;121;degrees;791;898;892;922
122;122;of;911;899;938;917
123;123;connectedness,.;957;898;1159;917
