;number;text;x1;y1;x2;y2
0;0;Mentoring;70;205;203;229
1;1;is;222;205;247;224
2;2;a;266;210;277;224
3;3;great;295;207;367;229
4;4;goal,,;385;205;453;229
5;5;and;476;205;517;224
6;6;wanting;534;205;638;229
7;7;to;656;207;682;224
8;8;sharpen;702;205;802;229
9;9;your;821;210;877;229
10;10;skills;897;205;982;224
11;11;shows;1002;205;1072;224
12;12;you;1091;210;1132;229
13;13;are;1151;210;1192;224
14;14;serious,.;26;304;138;323
15;15;What;159;304;216;323
16;16;sort;236;306;291;323
17;17;of;310;305;337;323
18;18;mentoring;354;304;487;328
19;19;most;504;306;561;323
20;20;interests;581;304;711;323
21;21;you,?;730;305;786;328
22;22;Traditional;804;304;966;323
23;23;Mentoring,.;985;304;1128;328
24;24;Person-;1150;305;1250;323
25;25;to,-,person;87;405;217;427
26;26;interaction;237;403;397;422
27;27;following;417;403;548;427
28;28;a;567;408;578;422
29;29;pre,-,defined;597;403;758;427
30;30;or;776;408;803;422
31;31;custom;822;405;909;422
32;32;program,.;927;407;1039;427
33;33;Distance;1061;403;1178;422
34;34;Mentoring,.;101;502;244;526
35;35;Similar;266;502;368;521
36;36;to;387;504;413;521
37;37;Traditional;430;502;592;521
38;38;mentoring,,;610;502;754;526
39;39;but;777;502;817;521
40;40;tailored;837;502;953;521
41;41;to;972;504;998;521
42;42;the;1017;502;1058;521
43;43;unique;1077;502;1163;526
44;44;challenges;63;601;209;625
45;45;of;228;602;254;620
46;46;remote;276;603;359;620
47;47;communication,.;378;601;580;620
48;48;Group;602;602;675;625
49;49;Mentoring,.;692;601;835;625
50;50;An;856;602;884;620
51;51;approach;903;601;1019;625
52;52;designed;1038;601;1154;625
53;53;to;1173;603;1199;620
54;54;support;41;702;141;724
55;55;several;161;700;261;719
56;56;mentee,'s;279;701;396;719
57;57;through;416;700;516;724
58;58;expertise;535;700;667;724
59;59;sharing,,;686;700;798;724
60;60;frequently;821;700;967;724
61;61;with;984;700;1041;719
62;62;a;1061;705;1072;719
63;63;secondary;1091;700;1222;724
64;64;group;543;803;616;823
65;65;leader,.;634;799;731;818
