;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;A;25;305;39;323;[];0.0;314.0;;1;696.2715686282186;0;;;;
1;1;penguin;57;304;157;328;[4210];0.291;316.0;2.0;1;594.8563602080758;1;0.291;13.7835;16.4232;15.1
2;2;and;177;304;218;323;[4209];0.21;313.5;2.5;1;549.9392632645901;1;0.21;14.4467;17.5898;16.02
3;3;a;237;309;248;323;[];0.0;316.0;2.5;1;527.3897166991409;0;;;;
4;4;walrus;265;304;352;323;[4211, 4212, 4213];1.3906;313.5;2.5;1;455.9157918738942;3;0.4635;14.118;16.9126;15.52
5;5;walk;370;304;428;323;[];0.0;313.5;0.0;1;412.5290696181301;0;;;;
6;6;into;447;304;503;323;[4214];0.3398;313.5;0.0;1;379.8973983590833;1;0.3398;14.3385;16.0038;15.17
7;7;a;522;309;533;323;[];0.0;316.0;2.5;1;370.30899702815753;0;;;;
8;8;bar,.;552;304;604;323;[4215];0.2913;313.5;2.5;1;356.75714047514174;1;0.2913;14.911;17.5616;16.24
9;9;The;625;304;668;323;[];0.0;313.5;0.0;1;355.144;0;;;;
10;10;bartender;687;304;818;323;[];0.0;313.5;0.0;1;358.52370811426124;0;;;;
11;11;looks;836;304;907;323;[];0.0;313.5;0.0;1;406.6640201443939;0;;;;
12;12;up;927;309;953;328;[];0.0;318.5;5.0;1;454.07771282017353;0;;;;
13;13;and;972;304;1013;323;[];0.0;313.5;5.0;1;487.60443935632907;0;;;;
14;14;says,,;1032;309;1099;328;[4220];0.2749;318.5;5.0;1;527.1860101330459;1;0.2749;10.521;16.0164;13.27
15;15;""",What";1123;304;1192;323;[];0.0;313.5;5.0;1;601.2161951245159;0;;;;
16;16;is;1212;304;1237;323;[];0.0;313.5;0.0;1;675.0791429751033;0;;;;
17;17;this,,;34;403;101;425;[];0.0;414.0;100.5;2;593.5744344898961;0;;;;
18;18;some;124;408;180;422;[4221];0.2913;415.0;1.0;2;524.6629101432652;1;0.2913;14.7208;17.3056;16.01
19;19;kind;199;403;255;422;[4222];0.2749;412.5;2.5;2;460.6657891356814;1;0.2749;13.7269;16.1818;14.95
20;20;of;273;404;300;422;[];0.0;413.0;0.5;2;424.0024165968869;0;;;;
21;21;Arctic;317;403;405;422;[4223];0.3555;412.5;0.5;2;346.1886325112366;1;0.3555;13.9369;17.0388;15.49
22;22;"joke,?,""";424;403;508;427;[];0.0;415.0;2.5;2;282.74405613557997;0;;;;
23;23;The;527;403;570;422;[4224];0.2588;412.5;2.5;2;264.98779081308635;1;0.2588;14.6485;17.1114;15.88
24;24;penguin;589;403;689;427;[4225];0.3394;415.0;2.5;2;251.144;1;0.3394;14.9826;16.8889;15.94
25;25;and;709;403;750;422;[];0.0;412.5;2.5;2;265.8320245568618;0;;;;
26;26;walrus;767;403;854;422;[4226];0.2915;412.5;0.0;2;286.8443084322922;1;0.2915;14.2531;16.7341;15.49
27;27;just;874;403;929;427;[4227];0.2424;415.0;2.5;2;344.70594030274555;1;0.2424;14.975;13.1751;14.08
28;28;look;948;403;1005;422;[];0.0;412.5;2.5;2;402.21785301003234;0;;;;
