;number;text;x1;y1;x2;y2
0;0;Detrended;33;354;165;373
1;1;Fluctuation;184;354;344;373
2;2;Analysis;362;354;479;378
3;3;appears;499;359;599;378
4;4;to;619;355;645;373
5;5;be;664;354;690;373
6;6;so;709;359;735;373
7;7;complicated;754;354;915;378
8;8;that;934;354;989;373
9;9;it;1009;354;1034;373
10;10;is;1054;354;1079;373
11;11;difficult;1098;354;1229;373
12;12;for;116;454;157;472
13;13;me;174;458;202;472
14;14;to;221;454;247;472
15;15;explain;265;453;366;477
16;16;in;386;453;411;472
17;17;simple,,;431;453;528;477
18;18;understandable;551;453;757;472
19;19;terms,.;776;454;858;472
20;20;It;881;454;906;472
21;21;can;926;458;966;472
22;22;be;986;453;1012;472
23;23;used;1031;453;1087;472
24;24;for;1106;454;1147;472
25;25;understanding;49;552;240;576
26;26;DNA;258;553;301;571
27;27;sequences,,;319;557;461;576
28;28;neuronal;484;552;599;571
29;29;oscillations;618;552;794;571
30;30;and;814;552;855;571
31;31;animal;874;552;959;571
32;32;behavior;979;552;1095;571
33;33;pattern;1113;553;1214;576
34;34;analysis,.;574;651;701;675
