;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;It;50;305;75;323;[];0.0;314.0;;1;707.3617373676922;0;;;;
1;1;is;95;304;120;323;[];0.0;313.5;0.5;1;666.6075153280527;0;;;;
2;2;not;139;306;180;323;[713];0.7441;314.5;1.0;1;613.1928860414478;1;0.7441;14.0797;16.8189;15.45
3;3;possible;199;304;315;328;[714];0.3396;316.0;1.5;1;495.61470064137524;1;0.3396;13.4763;15.8168;14.65
4;4;to;334;306;360;323;[];0.0;314.5;1.5;1;462.7367755990872;0;;;;
5;5;determine;379;304;510;323;[715];0.372;313.5;1.0;1;358.7828918605791;1;0.372;14.4189;16.1011;15.26
6;6;the;529;304;570;323;[];0.0;313.5;0.0;1;327.36080934015297;0;;;;
7;7;outcome;589;306;690;323;[716];0.3394;314.5;1.0;1;292.6516213723068;1;0.3394;13.6429;16.4968;15.07
8;8;of;709;305;735;323;[717];0.3236;314.0;0.5;1;291.144;1;0.3236;15.4212;18.0106;16.72
9;9;a;754;309;765;323;[];0.0;316.0;2.0;1;293.1613376484696;0;;;;
10;10;hypothetical;784;304;959;328;[718];0.3721;316.0;0.0;1;293.2867161871468;1;0.3721;14.1918;16.4253;15.31
11;11;battle;979;304;1065;323;[719];0.453;313.5;2.5;1;389.89528067397794;1;0.453;16.1543;17.8611;17.01
12;12;between;1084;304;1185;323;[720, 721];0.6794;313.5;0.0;1;466.3724025838579;2;0.3397;15.165;16.5509;15.86
13;13;a;1204;309;1215;323;[];0.0;316.0;2.5;1;565.1044946661104;0;;;;
14;14;giant;48;403;119;427;[];0.0;415.0;99.0;2;629.1454218953198;0;;;;
15;15;Tyrannosaurus;137;404;329;427;[722, 723, 724];0.8407;415.5;0.5;2;433.1786443164529;3;0.2802;15.6821;18.3542;17.02
16;16;Rex;348;404;390;422;[];0.0;413.0;2.5;2;381.5753916224682;0;;;;
17;17;and;409;403;450;422;[725];0.2427;412.5;0.5;2;331.1188842271609;1;0.2427;13.9695;16.7311;15.35
18;18;Godzilla;468;403;585;422;[726];0.2588;412.5;0.0;2;234.6371059569223;1;0.2588;13.3478;15.5562;14.45
19;19;as;604;408;629;422;[];0.0;415.0;2.5;2;212.46142683282534;0;;;;
20;20;both;649;403;704;422;[727];0.372;412.5;2.5;2;192.78168453419013;1;0.372;14.5276;15.7287;15.13
21;21;are;724;408;765;422;[];0.0;415.0;2.5;2;192.19284557922543;0;;;;
22;22;fictional;784;403;914;422;[728];0.356;412.5;2.5;2;202.6278013793764;1;0.356;15.6674;16.4595;16.06
23;23;creatures;934;405;1064;422;[729];0.3077;413.5;1.0;2;287.8504227751629;1;0.3077;13.4858;14.6691;14.08
24;24;and;1084;403;1125;422;[];0.0;412.5;1.0;2;411.89526082711853;0;;;;
25;25;their;1144;403;1215;422;[730];0.6791;412.5;0.0;2;465.80858932810594;1;0.6791;9.8563;11.527;10.69
26;26;abilities;71;502;202;521;[731, 732];0.6958;511.5;99.0;3;525.9801656829276;2;0.3479;13.7006;16.6009;15.15
27;27;and;221;502;262;521;[];0.0;511.5;0.0;3;467.04932361779515;0;;;;
28;28;strengths;282;502;412;526;[733, 734];0.7929;514.0;2.5;3;320.04448236431136;2;0.3964;12.9551;16.0224;14.49
29;29;are;431;507;472;521;[];0.0;514.0;0.0;3;264.60318722917907;0;;;;
30;30;subject;492;502;592;526;[735];0.2748;514.0;0.0;3;155.13954586706768;1;0.2748;13.2667;15.8549;14.56
31;31;to;611;504;637;521;[736];0.2424;512.5;1.5;3;124.53782835684906;1;0.2424;13.6402;15.9006;14.77
32;32;interpretation;657;502;862;526;[737];0.2911;514.0;1.5;3;88.144;1;0.2911;14.3778;15.3586;14.87
33;33;and;881;502;922;521;[738];0.2425;511.5;2.5;3;186.2903032684203;1;0.2425;15.6621;16.3644;16.01
34;34;vary;940;507;998;526;[739];0.3397;516.5;5.0;3;237.30972902904765;1;0.3397;15.5298;16.7412;16.14
35;35;in;1017;502;1042;521;[];0.0;511.5;5.0;3;311.580806038883;0;;;;
36;36;different;1061;502;1192;521;[740];0.5176;511.5;0.0;3;353.8133478146917;1;0.5176;8.7658;12.9227;10.84
37;37;depictions,.;33;601;191;625;[741, 742];0.8568;613.0;101.5;4;528.6672;2;0.4284;12.8825;15.7309;14.31
38;38;Additionally,,;212;601;401;625;[743];0.4202;613.0;0.0;4;318.6672;1;0.4202;12.0097;14.7833;13.4
39;39;comparing;424;601;555;625;[744, 745];0.4854;613.0;0.0;4;164.66719999999998;2;0.2427;12.5669;11.6849;12.13
40;40;the;574;601;615;620;[];0.0;610.5;2.5;4;104.66719999999998;0;;;;
41;41;two;634;603;675;620;[746];0.3721;611.5;1.0;4;44.66719999999998;1;0.3721;13.4197;14.7946;14.11
42;42;creatures;694;603;824;620;[747, 759];0.6952;611.5;0.0;4;0.0;2;0.3476;14.3327;15.4623;14.9
43;43;is;844;601;869;620;[];0.0;610.5;1.0;4;124.33280000000002;0;;;;
44;44;a;889;606;900;620;[];0.0;613.0;2.5;4;169.33280000000002;0;;;;
45;45;matter;917;603;1005;620;[748, 750];0.4525;611.5;1.5;4;197.33280000000002;2;0.2263;11.5137;15.0114;13.26
46;46;of;1023;602;1050;620;[];0.0;611.0;0.5;4;303.3328;0;;;;
47;47;speculation;1069;601;1229;625;[749];0.5013;613.0;2.0;4;349.3328;1;0.5013;14.1266;15.6823;14.9
48;48;and;94;700;135;719;[];0.0;709.5;96.5;5;590.9373803473935;0;;;;
49;49;subjective;155;700;300;724;[751];0.4528;712.0;2.5;5;428.35944193146946;1;0.4528;14.8984;17.5091;16.2
50;50;judgment,,;319;700;446;724;[752];0.4044;712.0;0.0;5;286.8187390876684;1;0.4044;13.2517;16.4242;14.84
51;51;and;469;700;510;719;[];0.0;709.5;2.5;5;226.5647534190612;0;;;;
52;52;any;529;705;571;724;[753];0.3396;714.5;5.0;5;174.2318831093781;1;0.3396;13.7257;15.9795;14.85
53;53;conclusion;589;700;735;719;[754];0.2913;709.5;5.0;5;85.856;1;0.2913;14.1394;15.7297;14.93
54;54;would;752;700;825;719;[755];0.3398;709.5;0.0;5;91.7423713005065;1;0.3398;14.9709;15.7731;15.37
55;55;be;844;700;870;719;[];0.0;709.5;0.0;5;151.09565808400984;0;;;;
56;56;purely;889;700;976;724;[756, 758];0.5012;712.0;2.5;5;189.8548126644147;2;0.2506;15.1491;13.3841;14.27
57;57;hypothetical,.;994;700;1181;724;[757];0.3882;712.0;0.0;5;287.45388828791306;1;0.3882;15.1933;15.9253;15.56
