;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;A;85;58;99;76;[];0.0;67.0;;1;1089.7804705788528;0;;;;
1;1;poem;116;62;174;81;[];0.0;71.5;4.5;1;1040.6255789932638;0;;;;
2;2;about;192;57;262;76;[4651];0.4688;66.5;5.0;1;996.4165107298581;1;0.4688;13.7154;14.9574;14.34
3;3;silly;282;57;353;81;[4650, 4652];0.6797;69.0;2.5;1;948.0089166537758;2;0.3398;13.2367;15.144;14.19
4;4;king;372;57;428;81;[4653];0.3396;69.0;0.0;1;916.8425306752875;1;0.3396;12.8653;14.5144;13.69
5;5;Elon,:;447;57;514;76;[4654];0.6628;66.5;2.5;1;892.3566428592694;1;0.6628;14.6127;15.5322;15.07
6;6;There;535;57;608;76;[];0.0;66.5;0.0;1;869.2006629398447;0;;;;
7;7;once;626;62;683;76;[4655];0.3557;69.0;2.5;1;857.6940669347466;1;0.3557;14.2604;16.1398;15.2
8;8;was;700;62;742;76;[];0.0;69.0;0.0;1;853.1784753819481;0;;;;
9;9;a;762;62;773;76;[4656];0.259;69.0;0.0;1;852.4343355678874;1;0.259;14.988;16.3237;15.66
10;10;silly;792;57;863;81;[4657];0.3718;69.0;0.0;1;847.5359534881488;1;0.3718;13.8993;16.188;15.04
11;11;king,,;882;57;949;81;[];0.0;69.0;0.0;1;853.7812228288144;0;;;;
12;12;Who;970;57;1013;76;[4658, 4659, 4660, 4661];1.116;66.5;2.5;1;873.7818055184404;4;0.279;12.2886;13.6709;12.98
13;13;ruled;1034;57;1103;76;[];0.0;66.5;0.0;1;890.0395103898846;0;;;;
14;14;with;1120;57;1177;76;[];0.0;66.5;0.0;1;918.4787878089867;0;;;;
15;15;laughter;33;156;150;180;[4662];0.5015;168.0;101.5;2;976.9749663809538;1;0.5015;13.1435;15.2278;14.19
