;number;text;x1;y1;x2;y2
0;0;The;40;106;83;125
1;1;lemon;101;106;172;125
2;2;(,Citrus;194;106;292;130
3;3;limon,);311;106;395;130
4;4;is;417;106;442;125
5;5;a;462;111;473;125
6;6;species;492;106;592;130
7;7;of;611;107;638;125
8;8;small;657;106;727;125
9;9;evergreen;746;110;877;130
10;10;trees;897;108;967;125
11;11;in;987;106;1012;125
12;12;the;1032;106;1073;125
13;13;flowering;1092;106;1223;130
14;14;plant;86;205;157;229
15;15;family;177;205;263;229
16;16;Rutaceae,,;281;206;408;227
17;17;native;431;205;517;224
18;18;to;536;207;562;224
19;19;Asia,,;579;205;648;227
20;20;primarily;671;205;803;229
21;21;Northeast;821;205;952;224
22;22;India;972;205;1042;224
23;23;(,Assam,),,;1063;205;1173;229
24;24;Northern;78;304;194;323
25;25;Myanmar;213;305;315;328
26;26;or;333;309;360;323
27;27;China,.;378;304;461;323
28;28;The;482;304;525;323
29;29;tree,'s;544;305;629;323
30;30;ellipsoidal;648;304;809;328
31;31;yellow;828;304;916;328
32;32;fruit;934;304;1004;323
33;33;is;1024;304;1049;323
34;34;used;1069;304;1125;323
35;35;for;1144;305;1185;323
36;36;culinary;27;403;144;427
37;37;and;162;403;203;422
38;38;non,-,culinary;222;403;399;427
39;39;purposes;417;408;533;427
40;40;throughout;552;403;698;427
41;41;the;717;403;758;422
42;42;world,,;775;403;859;425
43;43;primarily;882;403;1014;427
44;44;for;1033;404;1073;422
45;45;its;1093;403;1133;422
46;46;juice,,;1152;403;1234;427
47;47;which;55;502;128;521
48;48;has;147;502;188;521
49;49;both;207;502;263;521
50;50;culinary;282;502;399;526
51;51;and;417;502;458;521
52;52;cleaning;477;502;594;526
53;53;uses,.;612;507;679;521
54;54;The;701;502;743;521
55;55;pulp;762;502;819;526
56;56;and;837;502;878;521
57;57;rind;900;502;953;521
58;58;are;972;507;1013;521
59;59;also;1032;502;1088;521
60;60;used;1107;502;1163;521
61;61;in;1183;502;1208;521
62;62;cooking;34;601;135;625
63;63;and;154;601;195;620
64;64;baking,.;214;601;311;625
65;65;The;332;601;375;620
66;66;juice;394;601;465;625
67;67;of;483;602;510;620
68;68;the;529;601;570;620
69;69;lemon;588;601;659;620
70;70;is;679;601;704;620
71;71;about;724;601;794;620
72;72;5,%;813;602;841;620
73;73;to;859;603;885;620
74;74;6,%;903;602;931;620
75;75;citric;949;601;1035;620
76;76;acid,,;1054;601;1121;623
77;77;with;1142;601;1199;620
78;78;a;1219;606;1230;620
79;79;pH;56;701;82;724
80;80;of;101;701;127;719
81;81;around;146;700;232;719
82;82;2.2,,;251;701;303;722
83;83;giving;325;700;413;724
84;84;it;432;700;457;719
85;85;a;476;705;487;719
86;86;sour;507;705;562;719
87;87;taste,.;581;702;663;719
88;88;The;685;700;727;719
89;89;distinctive;746;700;907;719
90;90;sour;927;705;982;719
91;91;taste;1001;702;1072;719
92;92;of;1091;701;1117;719
93;93;lemon;1136;700;1207;719
94;94;juice;49;799;120;823
95;95;makes;138;799;210;818
96;96;it;230;799;255;818
97;97;a;274;804;285;818
98;98;key;305;799;346;823
99;99;ingredient;365;799;510;823
100;100;in;530;799;555;818
101;101;drinks;574;799;660;818
102;102;and;679;799;720;818
103;103;foods;740;799;810;818
104;104;such;830;799;885;818
105;105;as;904;804;930;818
106;106;lemonade;949;799;1065;818
107;107;and;1084;799;1125;818
108;108;lemon;1144;799;1215;818
109;109;meringue;543;898;661;922
110;110;pie,.;680;898;732;922
