;number;text;x1;y1;x2;y2
0;0;A;54;454;68;472
1;1;penguin;85;453;186;477
2;2;and;206;453;247;472
3;3;a;266;458;277;472
4;4;walrus;294;453;381;472
5;5;walk;399;453;457;472
6;6;into;476;453;532;472
7;7;a;551;458;562;472
8;8;bar,.;581;453;633;472
9;9;The;654;453;697;472
10;10;bartender;716;453;847;472
11;11;looks;865;453;936;472
12;12;at;956;454;981;472
13;13;them;1001;453;1058;472
14;14;and;1076;453;1117;472
15;15;says,,;1136;458;1203;477
16;16;""",What";335;552;404;571
17;17;is;424;552;449;571
18;18;this,,;468;552;535;574
19;19;some;559;557;614;571
20;20;kind;634;552;689;571
21;21;of;708;553;734;571
22;22;Arctic;752;552;839;571
23;23;"joke,?,""";858;552;942;576
