;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Connectedness;26;106;217;125;[4377];0.5176;115.5;;1;982.8618300927585;1;0.5176;13.6697;15.6195;14.64
1;1;in;237;106;262;125;[];0.0;115.5;0.0;1;953.606523180964;0;;;;
2;2;topology;282;106;398;130;[4378];0.3235;118.0;2.5;1;869.158536202278;1;0.3235;13.0515;14.6316;13.84
3;3;refers;419;107;502;125;[];0.0;116.0;2.0;1;821.9619997623287;0;;;;
4;4;to;522;108;548;125;[4379];0.2749;116.5;0.5;1;802.4815388862764;1;0.2749;14.5687;16.6664;15.62
5;5;the;567;106;608;125;[];0.0;115.5;1.0;1;780.4233801298411;0;;;;
6;6;notion;627;106;712;125;[4380];0.696;115.5;0.0;1;752.0609290830673;1;0.696;14.2519;16.1399;15.2
7;7;that;732;106;787;125;[];0.0;115.5;0.0;1;740.0511340801299;0;;;;
8;8;a;807;111;818;125;[];0.0;118.0;2.5;1;737.261666067948;0;;;;
9;9;space;837;111;908;130;[4381];0.4043;120.5;2.5;1;730.49792;1;0.4043;13.9338;16.7249;15.33
10;10;is;927;106;952;125;[];0.0;115.5;5.0;1;737.7839040351087;0;;;;
11;11;a;972;111;983;125;[];0.0;118.0;2.5;1;742.6796840181414;0;;;;
12;12;single;1002;106;1088;130;[4382, 4383, 4384, 4385];1.2292;118.0;0.0;1;742.5127270648541;4;0.3073;13.8894;17.0894;15.49
13;13;connected;1107;106;1238;125;[];0.0;115.5;2.5;1;773.0570386803851;0;;;;
14;14;piece,,;56;205;138;229;[4386];0.5178;217.0;101.5;2;965.9717909407533;1;0.5178;14.5099;17.2763;15.89
15;15;rather;164;205;247;224;[];0.0;214.5;2.5;2;889.9279773629361;0;;;;
16;16;than;266;205;322;224;[4387];0.2585;214.5;0.0;2;839.2269328931754;1;0.2585;13.9892;16.5569;15.27
17;17;being;341;205;413;229;[4388];0.2263;217.0;2.5;2;778.9062722133431;1;0.2263;13.298;14.8772;14.09
18;18;composed;431;205;547;229;[4389];0.2588;217.0;0.0;2;708.8384764481161;1;0.2588;14.6077;16.2722;15.44
19;19;of;566;206;592;224;[];0.0;215.0;2.0;2;694.1469505034842;0;;;;
20;20;multiple;610;205;727;229;[4390];0.3237;217.0;2.0;2;647.2588985045214;1;0.3237;13.4618;15.4205;14.44
21;21;pieces,.;746;205;843;229;[4391];0.4365;217.0;0.0;2;632.0315473876968;1;0.4365;13.5231;15.6623;14.59
22;22;Intuitively,,;867;205;1038;229;[4392];0.3557;217.0;0.0;2;631.49792;1;0.3557;13.5225;15.5783;14.55
23;23;this;1061;205;1117;224;[4393];0.4207;214.5;2.5;2;664.8356982693441;1;0.4207;13.3908;16.2127;14.8
24;24;means;1135;210;1207;224;[];0.0;217.0;2.5;2;689.8575784125926;0;;;;
