;number;text;x1;y1;x2;y2
0;0;Yes,,;40;305;94;326
1;1;you;116;309;157;328
2;2;can;177;309;217;323
3;3;simplify;237;304;353;328
4;4;the;372;304;413;323
5;5;Python;431;304;517;328
6;6;condition;537;304;667;323
7;7;by;687;304;713;328
8;8;using;732;304;803;328
9;9;the;822;304;863;323
10;10;in;882;304;907;323
11;11;operator;926;306;1043;328
12;12;to;1062;306;1088;323
13;13;check;1107;304;1178;323
14;14;if;1197;304;1223;323
15;15;the;26;403;67;422
16;16;value;84;403;157;422
17;17;of;175;404;202;422
18;18;a[1,];221;403;274;427
19;19;is;296;403;321;422
20;20;either;340;403;427;422
21;21;""",3,""";447;404;485;422
22;22;or;505;408;532;422
23;23;""",4,"",.";552;404;603;422
24;24;Here,'s;625;404;711;422
25;25;the;731;403;772;422
26;26;simplified;791;403;937;427
27;27;code,:;956;403;1023;422
28;28;css;1046;408;1086;422
29;29;elif;1105;403;1162;422
30;30;a[1,];1181;403;1234;427
31;31;in;19;502;44;521
32;32;"[,"",3,"",,";66;502;130;526
33;33;""",4,"",],:";155;502;220;526
34;34;This;242;502;299;521
35;35;code;318;502;374;521
36;36;checks;393;502;479;521
37;37;if;499;502;524;521
38;38;the;543;502;584;521
39;39;value;602;502;674;521
40;40;of;693;503;719;521
41;41;a[1,];738;502;791;526
42;42;is;814;502;839;521
43;43;in;859;502;884;521
44;44;the;903;502;944;521
45;45;list;963;502;1019;521
46;46;"[,"",3,"",,";1041;502;1105;526
47;47;""",4,"",],.";1130;502;1195;526
48;48;If;1219;503;1244;521
49;49;a[1,];26;601;79;625
50;50;is;102;601;127;620
51;51;""",3,""";148;602;185;620
52;52;or;206;606;232;620
53;53;""",4,"",,";253;602;303;624
54;54;the;326;601;367;620
55;55;condition;386;601;517;620
56;56;is;537;601;562;620
57;57;True;580;602;637;620
58;58;and;656;601;697;620
59;59;the;716;601;757;620
60;60;code;776;601;832;620
61;61;inside;852;601;937;620
62;62;the;956;601;997;620
63;63;elif;1016;601;1072;620
64;64;block;1091;601;1163;620
65;65;will;1179;601;1236;620
66;66;be;552;700;578;719
67;67;executed,.;596;700;724;719
