;number;text;x1;y1;x2;y2
0;0;One;25;206;68;224
1;1;way;85;210;128;229
2;2;to;147;207;173;224
3;3;temporarily;192;205;353;229
4;4;fix;372;205;413;224
5;5;a;432;210;443;224
6;6;punctured;462;205;593;229
7;7;bicycle;612;205;713;229
8;8;tire;732;205;788;224
9;9;without;805;205;907;224
10;10;a;927;210;938;224
11;11;patch;957;205;1027;229
12;12;repair;1049;205;1133;229
13;13;kit;1152;205;1192;224
14;14;is;1212;205;1237;224
15;15;to;26;306;52;323
16;16;insert;72;304;157;323
17;17;a;176;309;187;323
18;18;spare;207;309;277;328
19;19;inner;297;304;367;323
20;20;tube,,;386;304;453;327
21;21;if;477;304;502;323
22;22;you;521;309;562;328
23;23;have;581;304;637;323
24;24;one,.;656;309;708;323
25;25;Alternatively,,;729;304;933;328
26;26;you;956;309;997;328
27;27;can;1016;309;1057;323
28;28;try;1076;306;1118;328
29;29;filling;1137;304;1238;328
30;30;the;64;403;105;422
31;31;tire;124;403;180;422
32;32;with;197;403;255;422
33;33;a;274;408;285;422
34;34;sealant;305;403;405;422
35;35;like;424;403;480;422
36;36;Slime,,;499;403;581;426
37;37;which;602;403;675;422
38;38;can;694;408;735;422
39;39;temporarily;754;403;916;427
40;40;seal;935;403;989;422
41;41;the;1009;403;1050;422
42;42;puncture,.;1069;405;1196;427
43;43;Another;62;502;165;521
44;44;option;184;502;270;526
45;45;is;290;502;315;521
46;46;to;334;504;360;521
47;47;use;379;507;420;521
48;48;duct;439;502;495;521
49;49;tape;514;504;570;526
50;50;or;589;507;615;521
51;51;a;634;507;645;521
52;52;similar;665;502;765;521
53;53;strong;785;504;871;526
54;54;adhesive;889;502;1005;521
55;55;to;1024;504;1050;521
56;56;cover;1069;507;1140;521
57;57;the;1159;502;1200;521
58;58;puncture;94;603;210;625
59;59;on;228;606;254;620
60;60;the;274;601;315;620
61;61;inside;334;601;420;620
62;62;of;438;602;465;620
63;63;the;484;601;525;620
64;64;tire,.;544;601;611;620
65;65;However,,;633;602;746;623
66;66;keep;769;601;825;625
67;67;in;844;601;869;620
68;68;mind;887;601;945;620
69;69;that;964;601;1019;620
70;70;these;1039;601;1110;620
71;71;are;1129;606;1170;620
72;72;temporary;41;702;172;724
73;73;solutions;191;700;321;719
74;74;and;341;700;382;719
75;75;you;400;705;441;724
76;76;should;461;700;547;719
77;77;replace;568;700;667;724
78;78;the;686;700;727;719
79;79;inner;746;700;817;719
80;80;tube;836;700;892;719
81;81;or;910;705;937;719
82;82;repair;958;700;1042;724
83;83;the;1061;700;1102;719
84;84;tire;1121;700;1177;719
85;85;as;1196;705;1221;719
86;86;soon;514;804;569;818
87;87;as;589;804;614;818
88;88;possible,.;634;799;761;823
