;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Artificial;55;255;201;274;[965];0.4529;264.5;;1;737.6958462942797;1;0.4529;15.3687;17.3155;16.34
1;1;intelligence;222;255;397;279;[964, 966];0.5492;267.0;2.5;1;602.3829121413003;2;0.2746;13.7511;17.1864;15.47
2;2;means;415;260;487;274;[967];0.1457;267.0;0.0;1;559.026342169878;1;0.1457;15.4293;15.9005;15.66
3;3;the;506;255;547;274;[];0.0;264.5;2.5;1;533.5403145403668;0;;;;
4;4;properties;566;255;712;279;[968];0.3721;267.0;2.5;1;490.2070550694202;1;0.3721;15.5138;17.2936;16.4
5;5;of;731;256;757;274;[969];0.5173;265.0;2.0;1;493.80544;1;0.5173;14.1925;16.2559;15.22
6;6;computers;776;256;907;279;[970];0.4366;267.5;2.5;1;489.5481868415341;1;0.4366;15.7684;17.0939;16.43
7;7;to;926;256;952;274;[];0.0;265.0;2.5;1;524.5545935742376;0;;;;
8;8;act;971;256;1012;274;[971, 972, 973];1.569;265.0;0.0;1;541.3950809158074;3;0.523;15.7086;17.6808;16.69
9;9;in;1032;255;1057;274;[];0.0;264.5;0.5;1;569.1294784491782;0;;;;
10;10;a;1076;260;1087;274;[];0.0;267.0;2.5;1;592.2369134390676;0;;;;
11;11;somehow;1107;255;1209;274;[974];0.372;264.5;2.5;1;609.8990762739633;1;0.372;14.8278;17.4553;16.14
12;12;smart;19;355;89;373;[];0.0;364.0;99.5;2;769.1088098051104;0;;;;
13;13;way;106;359;149;378;[975];0.5176;368.5;4.5;2;715.5418386927724;1;0.5176;13.5298;17.3259;15.43
14;14;like;168;354;224;373;[976];0.2749;363.5;5.0;2;656.9183338283638;1;0.2749;12.3895;15.4108;13.9
15;15;humans;243;354;329;373;[977];0.2587;363.5;0.0;2;576.4612955956658;1;0.2587;12.3696;12.1001;12.23
16;16;or;348;359;374;373;[];0.0;366.0;2.5;2;544.5445228076704;0;;;;
17;17;even;393;359;449;373;[978];0.5499;366.0;0.0;2;495.8802852703801;1;0.5499;14.0037;16.3319;15.17
18;18;smarter,.;469;355;580;373;[979];0.2588;364.0;2.0;2;429.47286168026216;1;0.2588;13.7751;15.5811;14.68
19;19;Computers;602;355;734;378;[980];0.3397;366.5;2.5;2;390.09560228209904;1;0.3397;13.8152;15.5716;14.69
20;20;learn;753;354;824;373;[981];0.3562;363.5;3.0;2;394.82526732699563;1;0.3562;13.5443;15.3045;14.42
21;21;to;843;355;869;373;[];0.0;364.0;0.5;2;405.83151149194117;0;;;;
22;22;discover;887;354;1004;373;[982];0.275;363.5;0.5;2;418.21455512671196;1;0.275;14.5134;16.0298;15.27
23;23;the;1023;354;1064;373;[984];0.2588;363.5;0.0;2;480.5451734434897;1;0.2588;10.9486;14.7442;12.85
24;24;things;1083;354;1169;378;[983];0.2753;366.0;2.5;2;513.2985732688468;1;0.2753;13.6838;15.7797;14.73
25;25;they;1188;354;1244;378;[];0.0;366.0;0.0;2;587.0531094541903;0;;;;
26;26;get;78;454;119;477;[];0.0;465.5;99.5;3;693.9180339203136;0;;;;
27;27;shown;139;453;209;472;[985];0.4526;462.5;3.0;3;615.7495563943457;1;0.4526;13.7626;15.1883;14.48
