;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;The;168;502;211;521;[];0.0;511.5;;1;805.1792;0;;;;
1;1;first;230;502;300;521;[573];0.5497;511.5;0.0;1;716.1792;1;0.5497;14.4143;17.1791;15.8
2;2;president;320;502;450;526;[];0.0;514.0;2.5;1;566.1792;0;;;;
3;3;of;469;503;496;521;[574];0.2263;512.0;2.0;1;520.1792;1;0.2263;13.3805;17.1992;15.29
4;4;the;515;502;556;521;[];0.0;511.5;0.5;1;460.17920000000004;0;;;;
5;5;United;575;502;661;521;[575];0.3234;511.5;0.0;1;355.17920000000004;1;0.3234;14.1716;16.1127;15.14
6;6;States;679;503;765;521;[];0.0;512.0;0.5;1;251.17920000000004;0;;;;
7;7;was;783;507;825;521;[576];0.3397;514.0;2.0;1;191.17920000000004;1;0.3397;14.5888;16.482;15.54
8;8;George;844;503;931;526;[577];0.3073;514.5;0.5;1;85.17920000000004;1;0.3073;16.2904;16.703;16.5
9;9;Washington,.;948;502;1107;526;[578];0.3236;514.0;0.5;1;0.0;1;0.3236;13.8723;13.6737;13.77
