;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;One;25;206;68;224;[];0.0;215.0;;1;618.0442846528646;0;;;;
1;1;way;85;210;128;229;[2870];0.2422;219.5;4.5;1;557.9810383206623;1;0.2422;13.2449;14.8253;14.04
2;2;to;147;207;173;224;[2869];0.3237;215.5;4.0;1;514.4444399466973;1;0.3237;13.9316;15.7217;14.83
3;3;temporarily;192;205;353;229;[2871];0.4041;217.0;1.5;1;337.53624860954477;1;0.4041;13.6572;16.4236;15.04
4;4;fix;372;205;413;224;[2872];0.4204;214.5;2.5;1;281.5673166261863;1;0.4204;13.8698;15.827;14.85
5;5;a;432;210;443;224;[];0.0;217.0;2.5;1;253.39403661505352;0;;;;
6;6;punctured;462;205;593;229;[2873];0.3398;217.0;0.0;1;122.30204873755973;1;0.3398;14.3444;16.279;15.31
7;7;bicycle;612;205;713;229;[2874];0.2427;217.0;0.0;1;86.76666666666665;1;0.2427;14.4927;16.8707;15.68
8;8;tire;732;205;788;224;[];0.0;214.5;2.5;1;105.87557316053176;0;;;;
9;9;without;805;205;907;224;[2875, 2876];0.9219;214.5;0.0;1;155.71888579125886;2;0.4609;14.6159;16.4688;15.54
10;10;a;927;210;938;224;[2929];0.2102;217.0;2.5;1;264.25202552122687;1;0.2102;15.3487;18.2799;16.81
11;11;patch;957;205;1027;229;[2877, 2928];0.7278;217.0;0.0;1;291.0409770554732;2;0.3639;14.6494;16.2976;15.47
12;12;repair;1049;205;1133;229;[2878];0.2102;217.0;0.0;1;379.8489540928137;1;0.2102;9.4941;14.3587;11.93
13;13;kit;1152;205;1192;224;[2879];0.2752;214.5;2.5;1;481.62953916061997;1;0.2752;15.1241;16.5717;15.85
14;14;is;1212;205;1237;224;[];0.0;214.5;0.0;1;540.6512563492951;0;;;;
15;15;to;26;306;52;323;[];0.0;314.5;100.0;2;627.1936;0;;;;
16;16;insert;72;304;157;323;[2880];0.3882;313.5;1.0;2;522.1936;1;0.3882;12.8471;15.7925;14.32
17;17;a;176;309;187;323;[2924];0.3074;316.0;2.5;2;492.19359999999995;1;0.3074;13.9222;16.7462;15.33
18;18;spare;207;309;277;328;[2881, 2925, 2931];0.938;318.5;2.5;2;402.19359999999995;3;0.3127;14.4793;17.1633;15.82
19;19;inner;297;304;367;323;[2882, 2930, 2932, 2933, 2934];2.3621;313.5;5.0;2;312.19359999999995;5;0.4724;15.251;18.4873;16.87
20;20;tube,,;386;304;453;327;[2883, 2926, 2935];0.7117;315.5;2.0;2;226.19359999999995;3;0.2372;14.5047;16.7539;15.63
21;21;if;477;304;502;323;[];0.0;313.5;2.0;2;177.19359999999995;0;;;;
22;22;you;521;309;562;328;[];0.0;318.5;5.0;2;117.19359999999995;0;;;;
23;23;have;581;304;637;323;[2884];0.3879;313.5;5.0;2;42.19359999999995;1;0.3879;15.9438;18.4206;17.18
24;24;one,.;656;309;708;323;[2936];0.3076;316.0;2.5;2;0.0;1;0.3076;12.0634;15.9224;13.99
25;25;Alternatively,,;729;304;933;328;[2885, 2886, 2887];0.7605;316.0;0.0;2;49.80640000000005;3;0.2535;15.4431;17.8432;16.64
26;26;you;956;309;997;328;[2888];0.2104;318.5;2.5;2;276.80640000000005;1;0.2104;14.3013;16.5871;15.44
27;27;can;1016;309;1057;323;[];0.0;316.0;2.5;2;336.80640000000005;0;;;;
28;28;try;1076;306;1118;328;[2889, 2890, 2927];1.051;317.0;1.0;2;396.80640000000005;3;0.3503;13.403;15.1378;14.27
29;29;filling;1137;304;1238;328;[];0.0;316.0;1.0;2;457.80640000000005;0;;;;
30;30;the;64;403;105;422;[];0.0;412.5;96.5;3;580.7821835468134;0;;;;
31;31;tire;124;403;180;422;[2891];0.2749;412.5;0.0;3;506.75823103863286;1;0.2749;14.7264;17.2228;15.97
32;32;with;197;403;255;422;[];0.0;412.5;0.0;3;433.0702768897958;0;;;;
33;33;a;274;408;285;422;[];0.0;415.0;2.5;3;404.8401932352292;0;;;;
34;34;sealant;305;403;405;422;[2892];0.4529;412.5;2.5;3;287.7356160182545;1;0.4529;13.2117;16.6444;14.93
35;35;like;424;403;480;422;[2893, 2900];0.6145;412.5;0.0;3;217.4574549777598;2;0.3073;14.3377;17.4389;15.89
36;36;Slime,,;499;403;581;426;[2894];1.019;414.5;2.0;3;131.34548917037247;1;1.019;14.8697;16.9066;15.89
37;37;which;602;403;675;422;[2895];0.356;412.5;2.0;3;87.3340753967456;1;0.356;14.896;17.1632;16.03
38;38;can;694;408;735;422;[];0.0;415.0;2.5;3;93.41422407073658;0;;;;
39;39;temporarily;754;403;916;427;[2896, 2897];0.6961;415.0;0.0;3;114.91584714652916;2;0.348;13.7683;14.0476;13.91
40;40;seal;935;403;989;422;[2898];0.3394;412.5;2.5;3;270.27128727521995;1;0.3394;14.0619;16.7522;15.41
41;41;the;1009;403;1050;422;[];0.0;412.5;0.0;3;341.14793847450477;0;;;;
42;42;puncture,.;1069;405;1196;427;[2899];0.76;416.0;3.5;3;399.8895063123535;1;0.76;15.1703;17.1042;16.14
43;43;Another;62;502;165;521;[2901];0.3074;511.5;95.5;4;546.8801630388548;1;0.3074;13.8107;16.5671;15.19
44;44;option;184;502;270;526;[];0.0;514.0;2.5;4;449.5800893338187;0;;;;
45;45;is;290;502;315;521;[2902];0.2268;511.5;2.5;4;409.0474700146725;1;0.2268;12.6467;16.2828;14.46
46;46;to;334;504;360;521;[];0.0;512.5;1.0;4;370.56219728776676;0;;;;
47;47;use;379;507;420;521;[2903];0.3394;514.0;1.5;4;322.10481222536515;1;0.3394;12.5267;16.0909;14.31
48;48;duct;439;502;495;521;[];0.0;511.5;2.5;4;261.9353674580896;0;;;;
49;49;tape;514;504;570;526;[2904];0.3394;515.0;3.5;4;217.612109173037;1;0.3394;11.3384;14.44;12.89
50;50;or;589;507;615;521;[];0.0;514.0;1.0;4;201.72011813088398;0;;;;
51;51;a;634;507;645;521;[];0.0;514.0;0.0;4;194.26628646972634;0;;;;
52;52;similar;665;502;765;521;[2905];0.4207;511.5;2.5;4;186.23333333333335;1;0.4207;14.0004;15.5579;14.78
53;53;strong;785;504;871;526;[2906];0.3882;515.0;3.5;4;215.9323552845608;1;0.3882;14.6896;15.9454;15.32
54;54;adhesive;889;502;1005;521;[2907];0.2913;511.5;3.5;4;280.5380186808991;1;0.2913;14.4848;16.0736;15.28
55;55;to;1024;504;1050;521;[];0.0;512.5;1.0;4;392.83996901885865;0;;;;
56;56;cover;1069;507;1140;521;[2908];0.3398;514.0;1.5;4;434.1879975986644;1;0.3398;8.7882;14.725;11.76
57;57;the;1159;502;1200;521;[];0.0;511.5;2.5;4;514.6814897831517;0;;;;
58;58;puncture;94;603;210;625;[2909];0.3076;614.0;102.5;5;550.1323677613759;1;0.3076;13.4303;16.4776;14.95
59;59;on;228;606;254;620;[];0.0;613.0;1.0;5;514.8057743059394;0;;;;
60;60;the;274;601;315;620;[];0.0;610.5;2.5;5;462.5959713674606;0;;;;
61;61;inside;334;601;420;620;[2910];0.3721;610.5;0.0;5;385.4080652054448;1;0.3721;13.0306;16.0727;14.55
62;62;of;438;602;465;620;[];0.0;611.0;0.5;5;357.5030341019095;0;;;;
63;63;the;484;601;525;620;[2911];0.2588;610.5;0.5;5;324.2433048274157;1;0.2588;12.6967;15.9665;14.33
64;64;tire,.;544;601;611;620;[2912];0.3235;610.5;0.0;5;293.27192420244467;1;0.3235;13.8373;16.147;14.99
65;65;However,,;633;602;746;623;[2913];0.2424;612.5;2.0;5;286.23333333333335;1;0.2424;13.7548;15.7693;14.76
66;66;keep;769;601;825;625;[];0.0;613.0;0.5;5;299.0371948861955;0;;;;
67;67;in;844;601;869;620;[2914];0.2747;610.5;2.5;5;329.42253099234796;1;0.2747;13.5572;15.3391;14.45
68;68;mind;887;601;945;620;[];0.0;610.5;0.0;5;352.90445495261815;0;;;;
69;69;that;964;601;1019;620;[];0.0;610.5;0.0;5;403.07907403560966;0;;;;
70;70;these;1039;601;1110;620;[2915];0.324;610.5;0.0;5;459.1499754169704;1;0.324;12.4631;14.12;13.29
71;71;are;1129;606;1170;620;[];0.0;613.0;2.5;5;535.3140996263202;0;;;;
72;72;temporary;41;702;172;724;[2916];0.2427;713.0;100.0;6;637.5119886392238;1;0.2427;13.6602;16.1003;14.88
73;73;solutions;191;700;321;719;[];0.0;709.5;3.5;6;525.2979245394031;0;;;;
74;74;and;341;700;382;719;[2917];0.2263;709.5;0.0;6;485.75641048307784;1;0.2263;11.6828;14.9418;13.31
75;75;you;400;705;441;724;[];0.0;714.5;5.0;6;456.33187359501613;0;;;;
76;76;should;461;700;547;719;[2918, 2923];0.5496;709.5;5.0;6;406.3377933756648;2;0.2748;9.9012;13.528;11.71
77;77;replace;568;700;667;724;[];0.0;712.0;2.5;6;384.4267658805828;0;;;;
78;78;the;686;700;727;719;[2919];0.3562;709.5;2.5;6;384.29361369323385;1;0.3562;11.7001;13.2489;12.47
79;79;inner;746;700;817;719;[2920];0.2266;709.5;0.0;6;389.9978840011885;1;0.2266;11.6655;10.5453;11.11
80;80;tube;836;700;892;719;[];0.0;709.5;0.0;6;414.998194604994;0;;;;
81;81;or;910;705;937;719;[];0.0;712.0;2.5;6;452.5198139957385;0;;;;
82;82;repair;958;700;1042;724;[];0.0;712.0;0.0;6;474.729673735911;0;;;;
83;83;the;1061;700;1102;719;[];0.0;709.5;2.5;6;541.6746085293315;0;;;;
84;84;tire;1121;700;1177;719;[2921];0.2749;709.5;0.0;6;585.5152854754558;1;0.2749;12.1267;14.8703;13.5
85;85;as;1196;705;1221;719;[2922];0.2104;712.0;2.5;6;646.9864317423803;1;0.2104;9.8711;13.6981;11.78
86;86;soon;514;804;569;818;[];0.0;811.0;99.0;7;500.5141529055275;0;;;;
87;87;as;589;804;614;818;[];0.0;811.0;0.0;7;492.56673990306916;0;;;;
88;88;possible,.;634;799;761;823;[];0.0;811.0;0.0;7;483.23333333333335;0;;;;
