;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;1.Confidence;79;255;255;274;[427];0.6633;264.5;;1;961.0285822942965;1;0.6633;14.6041;16.36;15.48
1;1;Showing;274;255;376;279;[428];0.7278;267.0;2.5;1;856.4941340059402;1;0.7278;15.9182;17.8285;16.87
2;2;confidence;394;255;540;274;[429];0.372;264.5;2.5;1;730.9901832354423;1;0.372;13.3834;12.392;12.89
3;3;will;557;255;614;274;[430];0.3561;264.5;0.0;1;678.1221164263745;1;0.3561;15.7096;17.2206;16.47
4;4;help;634;255;691;279;[];0.0;267.0;2.5;1;623.7478734124754;0;;;;
5;5;inspire;710;255;810;279;[431, 435];0.5176;267.0;0.0;1;557.2747171607425;2;0.2588;15.4808;18.3338;16.91
6;6;trust;829;256;900;274;[];0.0;265.0;2.0;1;524.2981975809049;0;;;;
7;7;in;920;255;945;274;[432];0.2913;264.5;0.5;1;510.569626972253;1;0.2913;14.7569;16.5229;15.64
8;8;your;964;260;1020;279;[433, 434];0.922;269.5;5.0;1;491.0240140630452;2;0.461;16.6288;18.9184;17.77
9;9;abilities,.;1039;255;1181;274;[];0.0;264.5;5.0;1;492.30016;0;;;;
10;10;2.Patience;48;354;195;373;[436, 437];0.5499;363.5;99.0;2;968.7850702331169;2;0.275;14.1545;15.5351;14.84
11;11;Mentoring;213;354;345;378;[438];0.3235;366.0;2.5;2;831.5822212545103;1;0.3235;12.8984;15.8832;14.39
12;12;can;364;359;404;373;[439];0.372;366.0;0.0;2;782.3974061220969;1;0.372;13.6882;16.1564;14.92
13;13;be;424;354;450;373;[];0.0;363.5;2.5;2;742.9917417485779;0;;;;
14;14;frustrating;469;354;630;378;[440];0.3074;366.0;2.5;2;594.642499916198;1;0.3074;14.9058;16.6026;15.75
15;15;at;649;355;674;373;[441];0.3073;364.0;2.0;2;565.5193764201059;1;0.3073;14.6486;17.0592;15.85
16;16;times,,;694;354;776;376;[];0.0;365.0;1.0;2;494.94267400031845;0;;;;
17;17;but;799;354;839;373;[442];0.2266;363.5;1.5;2;461.45302372677713;1;0.2266;15.0184;17.2811;16.15
18;18;patience;858;354;975;378;[443];0.1294;366.0;2.5;2;402.33991438407594;1;0.1294;12.3643;14.5852;13.47
19;19;is;994;354;1019;373;[];0.0;363.5;2.5;2;398.05762033477714;0;;;;
20;20;essential;1038;354;1169;373;[444, 445];0.8249;363.5;0.0;2;393.30016;2;0.4125;12.3165;15.8107;14.06
21;21;to;1189;355;1215;373;[];0.0;364.0;0.5;2;408.0294267655038;0;;;;
22;22;ensuring;63;453;180;477;[446];0.6307;465.0;101.0;3;945.6954219126712;1;0.6307;15.3262;17.6995;16.51
23;23;a;199;458;210;472;[];0.0;465.0;0.0;3;918.7689201461842;0;;;;
24;24;positive;228;453;345;477;[447];0.2914;465.0;0.0;3;790.2193107148074;1;0.2914;13.2543;16.3306;14.79
25;25;outcome,.;363;454;476;472;[448];0.8571;463.0;2.0;3;672.2065603864525;1;0.8571;13.2708;15.7662;14.52
