;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;The;32;205;75;224;[];0.0;214.5;;1;798.2091010271431;0;;;;
1;1;primary;94;205;195;229;[3751];0.3884;217.0;2.5;1;712.4179566536485;1;0.3884;14.2581;16.1536;15.21
2;2;Language;213;205;330;229;[3752];0.4692;217.0;0.0;1;634.3039594410237;1;0.4692;14.2318;15.9231;15.08
3;3;spoken;349;205;434;229;[];0.0;217.0;0.0;1;588.3504229305524;0;;;;
4;4;in;454;205;479;224;[3753];0.291;214.5;2.5;1;577.9615178907329;1;0.291;14.3317;16.6513;15.49
5;5;Costa;498;206;570;224;[];0.0;215.0;0.5;1;557.5055021814223;0;;;;
6;6;Rica;588;205;645;224;[3754];0.2263;214.5;0.5;1;551.4699855500388;1;0.2263;13.7869;15.5413;14.66
7;7;is;664;205;689;224;[];0.0;214.5;0.0;1;551.5519233604032;0;;;;
8;8;Spanish,,;708;205;821;229;[3755];0.2588;217.0;2.5;1;549.273687120146;1;0.2588;13.4629;15.1864;14.32
9;9;with;842;205;899;224;[];0.0;214.5;2.5;1;583.1999953382716;0;;;;
10;10;some;919;210;975;224;[3756];0.2744;217.0;2.5;1;612.6112210550506;1;0.2744;12.6099;14.3704;13.49
11;11;Central;993;205;1094;224;[3757, 3758];0.8899;214.5;2.5;1;648.2796552125942;2;0.4449;13.6456;16.2491;14.95
12;12;American;1112;205;1229;224;[];0.0;214.5;0.0;1;718.0226810920112;0;;;;
13;13;features;18;305;133;323;[3760];0.4849;314.0;99.5;2;688.6034500077384;1;0.4849;13.5069;16.6199;15.06
14;14;specific;153;304;269;328;[3761];0.4041;316.0;2.0;2;589.0419307337636;1;0.4041;13.2405;15.9563;14.6
15;15;to;288;306;314;323;[];0.0;314.5;1.5;2;564.8129709581393;0;;;;
16;16;the;333;304;374;323;[];0.0;313.5;1.0;2;531.0735355509253;0;;;;
17;17;country,.;393;306;505;328;[3762];0.3398;317.0;3.5;2;470.99150837627633;1;0.3398;14.4728;16.4458;15.46
