text;attention
A;3.5018498086373166e-07
VPN;3.6194053914440707e-07
can;2.791986981090452e-07
make;2.48256519154101e-07
it;1.9539344798458209e-07
harder;2.3390451883872922e-07
for;2.282703971146801e-07
your;2.1794736613797226e-07
ISP;2.3716782976993893e-07
(Internet;2.3876618346738615e-07
Service;1.6639753119392904e-07
Provider);3.370863054657058e-07
to;2.387174168456599e-07
determine;2.601637751094604e-07
who;2.098184825358733e-07
you;1.9621909154313947e-07
connect;1.9281327039822523e-07
to;2.0904626375077732e-07
over;2.1204108536559605e-07
the;1.8673492120223308e-07
internet,;2.094607870108287e-06
or;2.5171526039572653e-07
to;2.0688518802068297e-07
censor;2.385605546678011e-07
certain;1.9059307721852196e-07
internet;1.999128370561698e-07
services.;0.3307424381438342
However,;2.6755008341560534e-06
this;2.257335935315943e-07
doesn't;3.0304658265007184e-07
prevent;2.2768621818581247e-07
the;2.3232218956783085e-07
VPN;2.5059577306507564e-07
itself;2.127193838650679e-07
from;2.5706937820284086e-07
logging;3.663946799685838e-07
what;2.0858929033966258e-07
sites;1.9313624612075705e-07
you;2.0375584296292664e-07
access.;3.3583391810531026e-07
Basically,;8.556735727815409e-07
a;3.083757610134567e-07
VPN;3.3428922639561845e-07
acts;2.0449066791142128e-07
as;2.3800673047101186e-07
an;1.8986928594136986e-07
additional;2.3356366745376195e-07
relay;2.217656437517252e-07
in;2.1382950778275666e-07
your;2.210141003922229e-07
internet;2.1770240233883976e-07
connection.;0.3670519889440326
In;2.777962386136716e-07
order;2.1161574856365367e-07
to;2.5237650199253156e-07
achieve;2.1285431919865276e-07
greater;2.2892754381614725e-07
anonymity,;9.186800196988697e-07
you;2.490966303008834e-07
would;2.3256861147158677e-07
have;3.000960554333954e-07
to;1.7963780027758643e-07
use;2.5410305303322904e-07
a;2.4135577010301646e-07
network;2.7346119113964756e-07
(like;3.11748034874697e-07
Tor;3.168833952303522e-07
or;2.45698414245433e-07
12P);5.593579567265551e-07
where;2.7436598985410154e-07
no;2.2377925353548076e-07
single;2.1972548867680771e-07
relay;2.3329392761169336e-07
knows;3.042677459983416e-07
the;1.8954300628032927e-07
entire;2.279135330932179e-07
source;1.7784688044673328e-07
and;1.9577044274776932e-07
destination;1.8896725078488406e-07
of;1.881512271361364e-07
the;2.0327779043374168e-07
data.;0.30218076644440356
